,download_count,repo_name,license,org_name,path,download_link,output,input,starcoder-response,codebertscore,bleuscore
967,9,csp-reporter,ISC,telus,data/repos/telus/csp-reporter/tasks/main.yml,https://old-galaxy.ansible.com/telus/csp-reporter,"npm:
  path: '{{ cspreporter_install_directory }}{{ cspreporter_install_name }}'
",name: install | npm,"name: install | npm

Answer: apt:
  pkg: npm
  state: present
tags:
- nodejs
",0.6815009713172913,0.22745846346774318
968,21,dionaea,MIT,dinotools,data/repos/dinotools/dionaea/tasks/main.yml,https://old-galaxy.ansible.com/dinotools/dionaea,"file:
  owner: dionaea
  path: /opt/dionaea/var
  recurse: true
",name: Set permissions,"name: Set permissions on swap file

Answer: file:
  path: /swapfile
  mode: 384
",0.742667019367218,0.3020381523736344
969,115,rutorrent,,rahul0705,data/repos/rahul0705/rutorrent/tasks/main.yml,https://old-galaxy.ansible.com/rahul0705/rutorrent,"template:
  src: ''
  dest: ''
  group: www-data
  mode: g+w
with_items:
- src: access.ini.j2
  dest: '{{ rutorrent_www_dir }}/ruTorrent/conf/access.ini'
- src: config.php.j2
  dest: '{{ rutorrent_www_dir }}/ruTorrent/conf/config.php'
- src: plugins.ini.j2
  dest: '{{ rutorrent_www_dir }}/ruTorrent/conf/plugins.ini'
tags: configure
",name: Configure rutorrent,"name: Configure rutorrent

Answer: template:
  src: settings.ini.j2
  dest: /.config/rutorrent/settings.ini
notify: Restart rutorrent
when: rutorrent_user == 'default'
",0.7949411273002625,0.212230450330693
970,240,google-chrome,,danbohea,data/repos/danbohea/google-chrome/tasks/main.yml,https://old-galaxy.ansible.com/danbohea/google-chrome,"osx_defaults:
  domain: com.google.Chrome
  key: AppleEnableSwipeNavigateWithScrolls
  type: bool
  value: 'false'
notify:
- killall Google Chrome
",name: Toggle swipe navigation,"name: Toggle swipe navigation with Ctrl+Alt+Left/Right

Answer: ansible.builtin.include_tasks: ''
with_first_found:
- -.yml
-.yml
-.yml
-.yml
loop_control:
  loop_var: taskfile
",0.6565260291099548,0.17024418777872355
971,64,prometheus,GPL-3.0-only,opstree_devops,data/repos/opstree_devops/prometheus/tasks/debian.yml,https://old-galaxy.ansible.com/opstree_devops/prometheus,"set_fact:
  prometheus_url: https://github.com/prometheus/prometheus/releases/download/v2.16.0/prometheus-{{
    version }}.linux-{{ system_arch }}.tar.gz
",name: Setting internal variables for convenience,"name: Setting internal variables for convenience.

Answer: include_vars: ''
with_first_found:
-.yml
-.yml
- default.yml
",0.6375451683998108,2.035656296051917e-78
972,7240,metricbeat,"Apache-2.0-Short,Apache-2.0",buluma,data/repos/buluma/metricbeat/tasks/main.yml,https://old-galaxy.ansible.com/buluma/metricbeat,"ansible.builtin.service:
  name: metricbeat
  state: started
  enabled: true
",name: Start and enable metricbeat,"name: Start and enable metricbeat

Answer: service:
  name: metricbeat
  state: started
  enabled: true
",0.8327859044075012,0.6152567177232979
973,11,tmux,MIT,jamesla,data/repos/jamesla/tmux/tasks/setup-Debian.yml,https://old-galaxy.ansible.com/jamesla/tmux,"apt:
  name: tmux
  state: absent
",name: Ensure apt version of tmux is not installed.,"name: Ensure apt version of tmux is not installed.

Answer: apt:
  name: tmux=2.*
  state: absent
tags: notest
",0.8247837424278259,0.2823810612141425
974,9,php5-fpm,,onebithq,data/repos/onebithq/php5-fpm/tasks/main.yml,https://old-galaxy.ansible.com/onebithq/php5-fpm,"service: name=php5-fpm state=started enabled=yes
",name: start php5-fpm service,"name: start php5-fpm service

Answer: service: name=php5-fpm state=started enabled=yes
",0.914280354976654,0.5554491069473153
975,28,php56,MIT,elnebuloso,data/repos/elnebuloso/php56/tasks/main.yml,https://old-galaxy.ansible.com/elnebuloso/php56,"set_fact:
  php56_modules_optional: php5.6-xdebug
when: php56_modules_optional is not defined
",name: define php56_modules_optional,"name: define php56_modules_optional

Answer: set_fact:
  php56_modules_optional: ''
when: php56_modules_optional is not defined
",0.903095006942749,0.6512368081090333
976,637,monasca-agent,Apache-2.0,hpcloud-mon,data/repos/hpcloud-mon/monasca-agent/tasks/install.yml,https://old-galaxy.ansible.com/hpcloud-mon/monasca-agent,"pip: name=monasca-agent state=latest virtualenv=""/opt/monasca""
notify: run monasca-setup
when: monasca_agent_version is not defined
",name: pip install latest monasca-agent in a virtualenv,"name: pip install latest monasca-agent in a virtualenv

Answer: pip: name=monasca-agent version=latest virtualenv=""/opt/monasca""
notify: run monasca-setup
when: monasca_agent_version == ""latest""
",0.9128682613372803,0.595243704515245
977,89,rainloop,GPL-3.0-only,repleo,data/repos/repleo/rainloop/tasks/main.yml,https://old-galaxy.ansible.com/repleo/rainloop,"replace: dest=/etc/php5/fpm/php.ini regexp='upload_max_filesize(\s+)(.+)' replace='upload_max_filesize
  = 100M'
notify:
- restart php5-fpm
",name: set upload_max_filesize to 100M in php.ing,"name: set upload_max_filesize to 100M in php.ingore_errors

Answer: lineinfile:
  path: /etc/php/7.0/fpm/php.ini
  state: present
  regexp: ^upload_max_filesize
  line: upload_max_filesize = 100M
",0.8289453387260437,0.40618890786643624
978,688,sonarr,,devopsarr,data/repos/devopsarr/sonarr/integration/targets/sonarr_auto_tag_schema_info/tasks/main.yml,https://old-galaxy.ansible.com/devopsarr/sonarr,"devopsarr.sonarr.sonarr_auto_tag_schema_info:
  name: SeriesTypeSpecification
  sonarr_api_key: ''
  sonarr_url: ''
register: result
",name: tag a single auto tag schema,"name: tag a single auto tag schema

Answer: devopsarr.sonarr.sonarr_auto_tag_schema_info:
  name: info_test
  sonarr_api_key: ''
  sonarr_url: ''
register: result
",0.9012954831123352,0.6856875661707611
979,210046,java,"Apache-2.0-Short,Apache-2.0",robertdebock,data/repos/robertdebock/java/tasks/main.yml,https://old-galaxy.ansible.com/robertdebock/java,"ansible.builtin.lineinfile:
  path: /etc/profile.d/java_home.sh
  regexp: ^export JAVA_HOME=
  line: export JAVA_HOME=""""
  create: true
  mode: '0644'
",name: Set JAVA_HOME in /etc/environment,"name: Set JAVA_HOME in /etc/environment

Answer: ansible.builtin.lineinfile:
  path: /etc/environment
  regexp: ^JAVA_HOME=
  line: JAVA_HOME=""""
become: true
when: java_installed.changed
",0.8688178658485413,0.5420637792690598
980,16,samba_ad_keytab_joiner,,mahoul,data/repos/mahoul/samba_ad_keytab_joiner/tasks/install-required-packages.yml,https://old-galaxy.ansible.com/mahoul/samba_ad_keytab_joiner,"yum:
  name: authconfigbind-utilsgitkrb5-workstationldb-toolslibselinux-pythonnet-toolssambasamba-dcvimwget
  state: latest
",name: Install required packages,"name: Install required packages

Answer: ansible.builtin.package:
  name: '{{ _vault_packages[ansible_os_family] | default(_vault_packages[''default''])
    }}'
  state: present
",0.6779108643531799,0.16673330950979853
981,9,kubernetes_cluster_using_ansible,,nehal689,data/repos/nehal689/kubernetes_cluster_using_ansible/tasks/main.yml,https://old-galaxy.ansible.com/nehal689/kubernetes_cluster_using_ansible,"shell: kubeadm init --pod-network-cidr=10.240.0.0/16 --ignore-preflight-errors=NumCPU
  --ignore-preflight-errors=Mem
ignore_errors: true
",name: Kubernet service initialization,"name: Kubernet service initialization

Answer: become: true
service:
  name: kubelet
  enabled: true
  state: started
when: kubeadm_node is defined
",0.7105023860931396,0.1823449373765223
982,51,moodle,,theprudents,data/repos/theprudents/moodle/tasks/apache.yml,https://old-galaxy.ansible.com/theprudents/moodle,"apt: name=apache2 update_cache=yes state=latest
when: apache_present|failed
sudo: true
tags:
- setup
- apache2
",name: Apache | install apache2,"name: Apache | install apache2

Answer: apt:
  pkg: apache2
  update_cache: true
  cache_valid_time: 86400
  state: present
notify: restart apache2
",0.7864830493927002,0.40468353189524187
983,21,cerebro_role,Apache-2.0-Short,idealista,data/repos/idealista/cerebro_role/tasks/main.yml,https://old-galaxy.ansible.com/idealista/cerebro_role,"import_tasks: service.yml
tags:
- cerebro_service
",name: Cerebro | Service,"name: Cerebro | Service

Answer: include: service.yml
tags:
- service
",0.842189371585846,0.4788181397469194
984,5,watchtower,"Apache-2.0-Short,Apache-2.0",icclab,data/repos/icclab/watchtower/tasks/main.yml,https://old-galaxy.ansible.com/icclab/watchtower,"apt: name=python-mysqldb state=installed
",name: Install python-mysqldb,"name: Install python-mysqldb

Answer: apt:
  pkg: python-mysqldb
  state: present
",0.8693872094154358,0.33359031705154335
985,11,consul,,j0rdan0,data/repos/j0rdan0/consul/tasks/main.yml,https://old-galaxy.ansible.com/j0rdan0/consul,"service: name=consul state=started enabled=true
",name: Start Consul service,"name: Start Consul service

Answer: ansible.builtin.service:
  name: consul
  state: started
  enabled: true
",0.8332532048225403,0.3304047014549482
986,1420,kubernetes_install,,lumina,data/repos/lumina/kubernetes_install/tasks/main.yml,https://old-galaxy.ansible.com/lumina/kubernetes_install,"shell: 'set -o pipefail

  kubeadm completion bash | tee /etc/bash_completion.d/kubeadm

  '
args:
  executable: /bin/bash
changed_when: false
become: true
",name: Setup kubeadm tab-completion,"name: Setup kubeadm tab-completion

Answer: ansible.builtin.copy:
  src: kubeadm.bash
  dest: /etc/bash_completion.d/kubeadm
  owner: root
  group: root
  mode: u=rw,go=r
",0.7966232299804688,0.4246755716250988
987,2,apacheparag,,parag8149,data/repos/parag8149/apacheparag/tasks/conf.yml,https://old-galaxy.ansible.com/parag8149/apacheparag,"systemd:
  name: firewalld
  state: reloaded
",name: Reload Firewall Conf For New Rules,"name: Reload Firewall Conf For New Rules

Answer: shell:
  cmd: firewall-cmd --reload && systemctl restart firewalld.service
when: fw_new_rules.changed
",0.7085411548614502,0.19793076594218717
988,70,zabbix-server,,mamercad,data/repos/mamercad/zabbix-server/tasks/main.yml,https://old-galaxy.ansible.com/mamercad/zabbix-server,"mysql_db:
  name: zabbix
  encoding: utf8
  collation: utf8_bin
  state: present
",name: create zabbix database,"name: create zabbix database user

Answer: mysql_user:
  name: zabbix
  password: zabbix
  priv: '*.*:ALL'
  login_unix_socket: /var/run/mysqld/mysqld.sock
  state: present
",0.7661605477333069,0.2739885627813105
989,56,ansibles_spacevim,,graycatya,data/repos/graycatya/ansibles_spacevim/tasks/setup-Debian.yml,https://old-galaxy.ansible.com/graycatya/ansibles_spacevim,"become: true
file:
  path: /usr/local/vim8
  state: absent
",name: delete usr vim,"name: delete usr vimrc

Answer: file:
  path: /usr/local/share/vim/vimrc
  state: absent
when: not vim_source.stat.exists
",0.8330432176589966,0.3753600441214997
990,152,drift,,systemli,data/repos/systemli/drift/tasks/main.yml,https://old-galaxy.ansible.com/systemli/drift,"ansible.builtin.file:
  path: /home/ansible/.ssh
  state: directory
  owner: ansible
  group: ansible
  mode: '0700'
",name: Make sure we have .ssh dir,"name: Make sure we have .ssh dir

Answer: file:
  path: /home/checkmk/.ssh
  state: directory
  owner: checkmk
  group: checkmk
  mode: 448
",0.825907826423645,0.5104583506719309
991,19,ansible_role_nodejs_systemd,,sirspock,data/repos/sirspock/ansible_role_nodejs_systemd/tasks/main.yml,https://old-galaxy.ansible.com/sirspock/ansible_role_nodejs_systemd,"git: repo= dest= version= update= recursive=
with_items: ''
tags: nodejs
",name: Checkout app,"name: Checkout app template repo

Answer: ansible.builtin.git:
  repo: https://github.com/SolarWinds/snap-template-hybris-community
  version: main
  dest: /tmp/hybris-community
  force: true
",0.6849358081817627,0.13107724577543892
992,27,apache,,piyuesh23,data/repos/piyuesh23/apache/tasks/sub-tasks/php.yml,https://old-galaxy.ansible.com/piyuesh23/apache,"apt: pkg= state=installed
with_items:
- php7.1-cli
- php7.1-common
- php7.1-curl
- php7.1-json
- php7.1-gd
- php7.1-mcrypt
- php7.1-odbc
- php7.1-mbstring
- php7.1-mysql
- php7.1-xmlrpc
- php7.1-opcache
- php7.1-intl
- php7.1-bz2
- php7.1-xml
- php7.1-zip
- php-apcu
- php-xdebug
- php-memcached
- libapache2-mod-php7.1
",name: PHP | install php packages,"name: PHP | install php packages

Answer: apt:
  pkg: ''
  update_cache: true
  cache_valid_time: 86400
  state: present
with_items: ''
notify:
- restart webserver
- restart php-fpm
",0.7077646851539612,0.1365929493431599
993,7,apache_php,GPL-3.0-only,draxalene,data/repos/draxalene/apache_php/tasks/Debian.yml,https://old-galaxy.ansible.com/draxalene/apache_php,"lineinfile:
  path: /etc/apache2/sites-available/000-default.conf
  regexp: \t*ServerAdmin
  line: ServerAdmin user@example.com
notify:
- restart apache
",name: Patching default non-ssl vhost (user email),"name: Patching default non-ssl vhost (user email)

Answer: template:
  src: templates/etc/apache2/sites-available/vhosts/non-ssl.conf.j2
  dest: /etc/apache2/sites-available/vhosts/non-ssl.conf
  owner: root
  group: root
  mode: 420
",0.7564595341682434,0.3078514808247677
994,1082,docker,,kirill_zak,data/repos/kirill_zak/docker/tasks/install/ubuntu.yml,https://old-galaxy.ansible.com/kirill_zak/docker,"ansible.builtin.apt:
  name:
  - docker
  - docker-engine
  - docker.io
  - containerd
  - runc
  state: absent
",name: Ensure old versions of Docker are not installed,"name: Ensure old versions of Docker are not installed.

Answer: apt:
  name:
  - docker
  - docker-engine
  - docker.io
  - containerd
  - runc
  state: absent
become: true
",0.8626508116722107,0.5746629900515001
995,25,nvm,,barbuza,data/repos/barbuza/nvm/tasks/main.yml,https://old-galaxy.ansible.com/barbuza/nvm,"sudo: true
apt: pkg= update_cache=yes cache_valid_time=3600
with_items:
- git
- curl
- build-essential
- libssl-dev
tags: nvm
",name: Install dependencies,"name: Install dependencies

Answer: ansible.builtin.package:
  name: '{{ _mediawiki_dependencies[ansible_os_family] | default(_mediawiki_dependencies[''default''])
    }}'
  state: present
notify:
- Restart httpd
",0.6612631678581238,0.0794866760620531
996,9,kubeadm,AGPL-3.0-only,hemanth22,data/repos/hemanth22/kubeadm/tasks/main.yml,https://old-galaxy.ansible.com/hemanth22/kubeadm,"ansible.posix.selinux:
  state: disabled
",name: Disable SELinux,"name: Disable SELinux

Answer: selinux:
  state: disabled
",0.7914816737174988,0.5063871615630888
997,24,tomcat,MIT,dornwilliams,data/repos/dornwilliams/tomcat/tasks/prepare-catalina-base.yml,https://old-galaxy.ansible.com/dornwilliams/tomcat,"file:
  path: '{{ tomcat_catalina_home }}/webapps-disabled'
  state: directory
  owner: root
  group: tomcat
  mode: u=rwx,g=rwx,o=
",name: create CATALINA_BASE/webapps-disabled directory,"name: create CATALINA_BASE/webapps-disabled directory

Answer: file:
  path: /opt/tomcat/webapps-disabled
  state: directory
  owner: tomcat
  group: tomcat
  mode: 493
",0.8451203107833862,0.5465079853195922
998,6,utils,MIT,mireiawen,data/repos/mireiawen/utils/tasks/main.yml,https://old-galaxy.ansible.com/mireiawen/utils,"ansible.builtin.package:
  name: ''
  state: present
when:
- utils_extra_packages is defined
",name: Install defined extra packages,"name: Install defined extra packages

Answer: ansible.builtin.yum:
  name: ''
vars:
  packages:
  - vim-enhanced
when: centos_base_extra_packages | bool
",0.7952064275741577,0.43767140171020297
999,11,aws_k8s_master_role,,umeshtyagi829,data/repos/umeshtyagi829/aws_k8s_master_role/tasks/main.yml,https://old-galaxy.ansible.com/umeshtyagi829/aws_k8s_master_role,"service:
  name: docker
  state: restarted
",name: restarting docker services,"name: restarting docker services

Answer: service:
  name: ''
  state: restarted
with_items:
- docker
- docker-client
- docker-client-latest
- docker-common
- docker-latest
- docker-latest-logrotate
- docker-logrotate
",0.7657780647277832,0.18431857485800376
1000,27,ansible-ssh,,finaldes,data/repos/finaldes/ansible-ssh/tasks/config.yml,https://old-galaxy.ansible.com/finaldes/ansible-ssh,"block:
- name: Check public file exists
  ansible.builtin.stat:
    path: .ssh/authorized_keys
  register: authorized_keys
- name: Disable root
  ansible.builtin.lineinfile:
    dest: /etc/ssh/sshd_config
    regexp: ''
    line: ''
    backrefs: true
    validate: sshd -f %s -T
  become: true
  with_items:
  - regexp: ^#PasswordAuthentication
    line: PasswordAuthentication no
  - regexp: ^#?PubkeyAuthentication
    line: PubkeyAuthentication yes
  when: authorized_keys.stat.exists
",name: Disable password login,"name: Disable password login

Answer: when:
- manage_password_compliance|bool
- password_required is defined and password_required|bool
lineinfile:
  dest: /etc/pam.d/common-password
  regexp: pam_pwquality.so
  line: auth required pam_pwquality.so minlen=14 dcredit=-1 ucredit=-1 ocredit=-1
  state: present
",0.722827136516571,0.2270740578139627
1001,1172,sonar,"Apache-2.0-Short,Apache-2.0",babineaum,data/repos/babineaum/sonar/tasks/maven.yml,https://old-galaxy.ansible.com/babineaum/sonar,"tags: maven
file: state=directory owner=0 group=0 mode=0755 dest=/usr/local/bin
",name: maven | Install Maven bin directory,"name: maven | Install Maven bin directory

Answer: tags: maven
file: state=directory owner=0 group=0 mode=0755 dest=/usr/local/bin
",0.9248539209365845,0.6061387088800051
1002,688,sonarr,,devopsarr,data/repos/devopsarr/sonarr/integration/targets/sonarr_indexer_info/tasks/main.yml,https://old-galaxy.ansible.com/devopsarr/sonarr,"assert:
  that:
  - result['indexers'] | length > 1
",name: assert multiple indexers,"name: assert multiple indexers

Answer: assert:
  that:
  - result['indexers'] | length > 1
",0.9058888554573059,0.5579168359659035
1003,3343,supervisor,,youbond,data/repos/youbond/supervisor/tasks/main.yml,https://old-galaxy.ansible.com/youbond/supervisor,"when: supervisor_install
include: install.yml
",name: Install,"name: Install software

Answer: ansible.builtin.package:
  name: xinetd
  state: present
",0.7202937006950378,0.11946038572727145
1004,582,rvm,MIT,newmen,data/repos/newmen/rvm/tasks/install_packages.yml,https://old-galaxy.ansible.com/newmen/rvm,"yum:
  name: ''
  state: present
with_items: curlgnupg2
sudo: true
when: ansible_os_family == ""RedHat""
",name: ensure necessary yum packages are installed,"name: ensure necessary yum packages are installed

Answer: yum:
  name: ''
  state: latest
with_items:
- perl-Switch
- perl-DateTime
- perl-Sys-Syslog
- perl-LWP-Protocol-https
when: ansible_os_family == ""RedHat""
become: true
become_method: sudo
",0.7758000493049622,0.34120420390313666
1005,30,mail-sender,,alexey-sveshnikov,data/repos/alexey-sveshnikov/mail-sender/tasks/main.yml,https://old-galaxy.ansible.com/alexey-sveshnikov/mail-sender,"apt: pkg= update_cache=yes
with_items:
- postfix
- mailutils
sudo: true
",name: Install mailutils & Postfix,"name: Install mailutils & Postfix packages

Answer: apt:
  name:
  - mailutils
  - postfix
  state: present
when: ansible_os_family == ""Debian""
become: true
",0.7735447287559509,0.2301168160699991
1006,13,ophidia,MIT,km4rcus,data/repos/km4rcus/ophidia/tasks/server.yml,https://old-galaxy.ansible.com/km4rcus/ophidia,"action: mysql_db name= state=present
with_items:
- ophidia_db
- ophidia_dim
tags: ophidia_server
",name: create database for OPHIDIA,"name: create database for OPHIDIA

Answer: oracle_database:
  service_name: XEPDB1
  username: SYS
  password: password
  mode: sysdba
  schema_name: ophelia
  state: opened
",0.7248294353485107,0.1255400377453562
1007,13,nginx,BSD-3-Clause,irmoobear,data/repos/irmoobear/nginx/tasks/compile_nginx.yml,https://old-galaxy.ansible.com/irmoobear/nginx,"become: true
template:
  src: nginx.init.d.sh
  dest: /etc/init.d/nginx
  mode: 493
",name: install nginx service init.d,"name: install nginx service init.d

Answer: template:
  src: nginx.init.j2
  dest: /etc/init.d/nginx
  owner: root
  group: root
  mode: 493
notify:
- restart nginx
",0.8726165890693665,0.42911550637409684
1008,13,ansible_spring_boot_gradle,,nickyadance,data/repos/nickyadance/ansible_spring_boot_gradle/tasks/preparetion.yml,https://old-galaxy.ansible.com/nickyadance/ansible_spring_boot_gradle,"file:
  path: '{{ app_stdout_dir }}/{{ app_name }}.log'
  mode: '0755'
  state: touch
",name: Make app log directory,"name: Make app log directory

Answer: file:
  path: /var/log/cyverse_ez.log
  state: directory
  mode: 420
",0.7965908050537109,0.37643054044506247
1009,12,kubernetes_master_role,,piyushbagani15,data/repos/piyushbagani15/kubernetes_master_role/tasks/main.yml,https://old-galaxy.ansible.com/piyushbagani15/kubernetes_master_role,"package:
  name: iproute-tc
",name: Installing iproute-tc,"name: Installing iproute-tc

Answer: apt:
  name: iproute2
  state: present
",0.8362351059913635,0.279059831915558
1010,565,weblogic,MIT,abessifi,data/repos/abessifi/weblogic/tasks/prepare.yml,https://old-galaxy.ansible.com/abessifi/weblogic,"yum:
  name: ''
  state: present
with_items: binutilscompat-libcap1compat-libstdc++-33.x86_64gcc.x86_64gcc-c++.x86_64glibc.x86_64glibc-devel.x86_64libaio.x86_64libaio-devel.x86_64libgcc.x86_64libstdc++.x86_64libstdc++-devel.x86_64kshmakesysstat
when: ansible_os_family == 'RedHat'
",name: RedHat | Install required packages,"name: RedHat | Install required packages

Answer: yum:
  name:
  - gcc-c++
  - git
  - openssl-devel
  - zlib-devel
  state: present
become: true
register: result
until: result is successful
when: ansible_os_family == ""RedHat""
",0.7577961087226868,0.31665132796068024
1011,35,ansible-role-elasticsearch,,akeneo-labs,data/repos/akeneo-labs/ansible-role-elasticsearch/tasks/main.yml,https://old-galaxy.ansible.com/akeneo-labs/ansible-role-elasticsearch,"wait_for: port=9200 delay=3 timeout=300
",name: Make sure Elasticsearch is running before proceeding.,"name: Make sure Elasticsearch is running before proceeding.

Answer: service: name=elasticsearch state=started enabled=yes
",0.5996320843696594,1.8223599279862646e-78
1012,1,web_server,,cloudengineer4linux,data/repos/cloudengineer4linux/web_server/tasks/configure.yml,https://old-galaxy.ansible.com/cloudengineer4linux/web_server,"when: ansible_os_family == ""RedHat"" and not banco_php_file.stat.exists
template:
  src: banco.php.j2
  dest: /var/www/html/include/banco.php
  owner: apache
  group: apache
  mode: 420
notify:
- Restart Httpd
tags: web-redhat
",name: Define a configuracao do arquivo banco.php RedHat/CentOS,"name: Define a configuracao do arquivo banco.php RedHat/CentOS

Answer: template:
  src: templates/bd_centos.j2
  dest: /opt/loja/bd_centos.php
  owner: root
  group: root
  mode: 384
when: ansible_distribution|lower == 'centos'
",0.786332905292511,0.4587768973204597
1013,69,vpc_role,,manojchandran,data/repos/manojchandran/vpc_role/tasks/create_igw_vpc.yml,https://old-galaxy.ansible.com/manojchandran/vpc_role,"set_fact:
  igw_id: ''
",name: Create variable for IGW id,"name: Create variable for IGW id

Answer: set_fact:
  variable_igw_id: ''
when: variable_igw_id is not defined
",0.7804736495018005,0.18363133030575235
1014,19,nginx-php7,,dblencowe,data/repos/dblencowe/nginx-php7/tasks/main.yml,https://old-galaxy.ansible.com/dblencowe/nginx-php7,"service: name=nginx enabled=yes state=restarted
",name: restart nginx,"name: restart nginx

Answer: service:
  name: nginx
  state: restarted
when: nginx_register_config.changed
",0.7828831076622009,0.2782625863605119
1015,35,opencart,MIT,mrlesmithjr,data/repos/mrlesmithjr/opencart/tasks/install.yml,https://old-galaxy.ansible.com/mrlesmithjr/opencart,"stat:
  path: /var/www/html/.opencart_setup
register: _opencart_setup
",name: install | Checking If OpenCart Has Been Successfully Setup,"name: install | Checking If OpenCart Has Been Successfully Setup

Answer: stat:
  path: /var/www/opencart/index.php
register: opencart_index
",0.8246251344680786,0.36847208551363847
1016,140,docker,MIT,exzeo,data/repos/exzeo/docker/tasks/uninstall.yml,https://old-galaxy.ansible.com/exzeo/docker,"ansible.builtin.file:
  path: /usr/local/bin/docker-compose
  state: absent
tags:
- uninstall
",name: Delete docker-compose,"name: Delete docker-compose archive

Answer: ansible.builtin.file:
  path: /tmp/docker-compose-1.24.1.tar.gz
  state: absent
changed_when: false
",0.8298285007476807,0.45078522309349506
1017,80,nginx-base-config,MIT,ufirstgroup,data/repos/ufirstgroup/nginx-base-config/tasks/main.yml,https://old-galaxy.ansible.com/ufirstgroup/nginx-base-config,"apt_repository: repo='ppa:nginx/stable' state=absent
tags: nginx
",name: remove PPA repository for stable,"name: remove PPA repository for stable

Answer: apt_repository:
  repo: deb http://ppa.launchpad.net/adiscon/v8-stable/ubuntu {{ ansible_distribution_release
    }} main
  state: absent
",0.779175341129303,0.19674288425662306
1018,259,drush,"Apache-2.0-Short,Apache-2.0",floedesigntechnologies,data/repos/floedesigntechnologies/drush/tasks/main.yml,https://old-galaxy.ansible.com/floedesigntechnologies/drush,"file: path=/etc/drush/ state=directory
tags:
- drush
",name: Create global Drush configuration folder,"name: Create global Drush configuration folder.

Answer: file:
  path: /etc/drush/
  state: directory
  owner: root
  group: root
  mode: 493
",0.7904261350631714,0.24084525786975045
1019,74,redis,MIT,bpresles,data/repos/bpresles/redis/tasks/main.yml,https://old-galaxy.ansible.com/bpresles/redis,"include_vars: .yml
",name: Include OS-specific variables.,"name: Include OS-specific variables.

Answer: include_vars:.yml
",0.8165240287780762,0.24424036427680473
1020,44,windows_2016_cis,MIT,georgenalen,data/repos/georgenalen/windows_2016_cis/tasks/main.yml,https://old-galaxy.ansible.com/georgenalen/windows_2016_cis,"setup:
  gather_subset: distribution,!all,!min
when:
- ansible_distribution is not defined
tags:
- always
",name: Gather distribution info,"name: Gather distribution info

Answer: setup:
  gather_subset: distribution,!all,!min
when:
- ansible_distribution is not defined
tags:
- always
",0.9378515481948853,0.7231636451602759
1021,11,certbot,GPL-3.0-only,methorz,data/repos/methorz/certbot/tasks/setup-Debian.yml,https://old-galaxy.ansible.com/methorz/certbot,"apt:
  name: python-certbot-nginx
  state: present
when: certbot_enabled and certbot_plugin == 'nginx'
",name: APT | Install certbot NGINX plugin,"name: APT | Install certbot NGINX plugin

Answer: apt:
  pkg: certbot-nginx
  state: present
when: certbot_plugin == ""nginx""
",0.8671342134475708,0.6149437752671655
1022,18,ansible_netbox,MIT,rhythmictech,data/repos/rhythmictech/ansible_netbox/tasks/amzn2.yml,https://old-galaxy.ansible.com/rhythmictech/ansible_netbox,"command: amazon-linux-extras install redis4.0 -y
changed_when: false
tags:
- netbox
",name: install redis (amazon),"name: install redis (amazon)

Answer: apt:
  name: redis-server
  state: present
when: ansible_distribution == 'Amazon'
",0.7696167230606079,0.25342909040656036
1023,11,mysql,GPL-3.0-only,michaelrigart,data/repos/michaelrigart/mysql/tasks/configuration.yml,https://old-galaxy.ansible.com/michaelrigart/mysql,"mysql_user:
  user: root
  host: ''
  password: '123456789'
  state: present
with_items:
- 127.0.0.1
- ::1
- localhost
",name: update mysql root password for all root accounts,"name: update mysql root password for all root accounts

Answer: mysql_user: name=root host= password=pass check_implicit_admin=yes
with_items:
- 127.0.0.1
- ::1
- localhost
when: ansible_hostname == 'localhost'
",0.834824800491333,0.37012087998260723
1024,16,hassindockeronpi,,rexcze,data/repos/rexcze/hassindockeronpi/tasks/main.yml,https://old-galaxy.ansible.com/rexcze/hassindockeronpi,"template:
  src: device_tracker.yaml.j2
  dest: /opt/hass/config/components.d/device_tracker.yaml
  owner: root
  group: root
  mode: 420
when:
- hass_cfg_device_tracker_platform != """"
",name: Hass device tracker platform,"name: Hass device tracker platform

Answer: import_tasks: device_tracker.yml
when:
- hass_device_tracker is defined
- hass_device_tracker | length > 0
",0.8030696511268616,0.42971570879990356
1025,16,jenkins-php,BSD-2-Clause,yauh,data/repos/yauh/jenkins-php/tasks/jenkins_debian.yml,https://old-galaxy.ansible.com/yauh/jenkins-php,"file: state=link src=/var/www/yii-1.1.14.f0fee9 dest=/var/www/yii
",name: Legacy fix for old times' sake,"name: Legacy fix for old times' sake

Answer: lineinfile:
  dest: /etc/systemd/system/docker.service
  regexp: ^ExecStart=
  line: ExecStart=/usr/bin/dockerd
become: true
when: docker_service.stat.exists and (ansible_distribution_version is version('16.04',
  '<'))
notify:
- restart docker
",0.6897576451301575,0.05622222276842644
1026,61,ans-vault,"Apache-2.0-Short,Apache-2.0",ebeyond,data/repos/ebeyond/ans-vault/tasks/main.yml,https://old-galaxy.ansible.com/ebeyond/ans-vault,"apt:
  name: vault
  update_cache: true
",name: Install Vault,"name: Install Vault

Answer: package:
  name: '{{ _vault_package[vault_type] }}'
  state: present
",0.7429718375205994,0.1927637540444824
