,license,path,download_link,repo_name,input,download_count,org_name,output,starcoder-response,codebertscore,bleuscore
782,MIT,data/repos/jeqo/oracle-database/tasks/prepare-OracleLinux.yml,https://old-galaxy.ansible.com/jeqo/oracle-database,oracle-database,name: install pre-installation package,1241,jeqo,"yum: name=oracle-rdbms-server-12cR1-preinstall
when: oracle_database_version == ""12c""
","name: install pre-installation package

Answer: yum:
  name: oracle-rdbms-server-11gR2-preinstall
  state: present
become: true
",0.8514490127563477,0.365657123132317
783,"Apache-2.0-Short,Apache-2.0",data/repos/buluma/rundeck/tasks/assert.yml,https://old-galaxy.ansible.com/buluma/rundeck,rundeck,name: test if rundeck_url is set correctly,12861,buluma,"ansible.builtin.assert:
  that:
  - rundeck_url is defined
  - rundeck_url is string
  quiet: true
","name: test if rundeck_url is set correctly

Answer: ansible.builtin.assert:
  that:
  - rundeck_url is defined
  - rundeck_url is string
  quiet: true
",0.9326031804084778,0.6521492690737883
784,,data/repos/sbani/liquidprompt/tasks/main.yml,https://old-galaxy.ansible.com/sbani/liquidprompt,liquidprompt,name: Clone liquidprompt,233,sbani,"git:
  repo: https://github.com/nojhan/liquidprompt.git
  dest: /usr/local/bin/liquidprompt
  force: 'yes'
","name: Clone liquidprompt repo

Answer: git:
  repo: https://github.com/toy/liquidprompt.git
  dest: /usr/local/share/liquidprompt
",0.9112145304679871,0.6490748159127551
785,,data/repos/sourcejedi/google_chrome/tasks/main-tasks.yml,https://old-galaxy.ansible.com/sourcejedi/google_chrome,google_chrome,name: Fetch the current Google signing sub-keys,96,sourcejedi,"get_url:
  url: https://dl.google.com/linux/linux_signing_key.pub
  dest: /files/linux_signing_key.pub
  force: true
delegate_to: 127.0.0.1
run_once: true
check_mode: false
","name: Fetch the current Google signing sub-keys

Answer: get_url: url=http://dl-ssl.google.com/linux/linux_signing_key.pub dest=/usr/share/keyrings/google-linux-apt-keyring.gpg
",0.7959451675415039,0.4566399742089776
786,,data/repos/coaxial/healthchecks/tasks/refresh_apt.yml,https://old-galaxy.ansible.com/coaxial/healthchecks,healthchecks,name: Refresh apt cache,138,coaxial,"apt:
  update_cache: true
  cache_valid_time: 216000
","name: Refresh apt cache

Answer: apt: update_cache=yes cache_valid_time=3600
when: ansible_os_family == 'Debian'
",0.7914986610412598,0.31642640578134834
787,BSD-2-Clause,data/repos/kbrebanov/jira/tasks/main.yml,https://old-galaxy.ansible.com/kbrebanov/jira,jira,name: Create JIRA user,86,kbrebanov,"user: 'name=jira group=jira comment=""JIRA user"" home=/var/atlassian/application-data/jira
  shell=/bin/bash createhome=no

  '
tags: jira
","name: Create JIRA user

Answer: user: name=jira system=yes shell=/bin/false home=/var/lib/jira state=present
",0.8596823215484619,0.4000896720123446
788,,data/repos/holmesb/terraform/tasks/main.yml,https://old-galaxy.ansible.com/holmesb/terraform,terraform,name: which terraform?,29,holmesb,"ignore_errors: true
command: which terraform
register: terraform_found
","name: which terraform?

Answer: command: which terraform
register: tf_binary
changed_when: false
failed_when: false
",0.8258415460586548,0.41465603065747403
789,,data/repos/amiralidevmoon/kubernetes_installation_containerd_roles/tasks/main_master_nodes.yml,https://old-galaxy.ansible.com/amiralidevmoon/kubernetes_installation_containerd_roles,kubernetes_installation_containerd_roles,name: reset prev kuber cluster,0,amiralidevmoon,"include_tasks: reset_kubernetes.yml
","name: reset prev kuber cluster

Answer: include_tasks: reset_cluster.yml
when: kubeadm_reset_cluster
",0.7978682518005371,0.2813267700263393
790,MIT,data/repos/doraken/sys_02_fs_1/tasks/FS_DATABASE.yml,https://old-galaxy.ansible.com/doraken/sys_02_fs_1,sys_02_fs_1,name: system_02_file_system | mount the lv LV_DATABASE_01 on /srv/databases,27,doraken,"mount:
  path: /srv/databases
  src: /dev/VG_DATA/LV_DATABASE_01
  fstype: xfs
  state: mounted
","name: system_02_file_system | mount the lv LV_DATABASE_01 on /srv/databases

Answer: become: true
mount:
  name: /srv/databases
  src: /dev/mapper/-
  fstype: xfs
  opts: defaults,nofail
  state: mounted
",0.848737895488739,0.39475889560621746
791,MIT,data/repos/scottjw/ansible_role_nexpose/tasks/main.yml,https://old-galaxy.ansible.com/scottjw/ansible_role_nexpose,ansible_role_nexpose,name: Wait for nsc.xml,17,scottjw,"wait_for:
  path: /opt/rapid7/nexpose/nsc/conf/httpd.xml
  delay: 30
when: not nexpose_engine
tags:
- nexpose
- install
","name: Wait for nsc.xml to be created

Answer: wait_for:
  path: /opt/zimbra/data/common/common_conf/nsc.xml
  state: present
",0.8040192723274231,0.3597207312273648
792,,data/repos/rightctrl/linux-hardening/tasks/cron.yml,https://old-galaxy.ansible.com/rightctrl/linux-hardening,linux-hardening,name: Restrict cron to Authorized Users (Remove cron.deny),25,rightctrl,"file:
  path: /etc/cron.deny
  state: absent
","name: Restrict cron to Authorized Users (Remove cron.deny)

Answer: file:
  path: /etc/cron.deny
  state: absent
",0.8603814244270325,0.3900252299147956
793,GPL-2.0,data/repos/bcoca/selenium/tasks/main.yml,https://old-galaxy.ansible.com/bcoca/selenium,selenium,name: Install Config,78,bcoca,"template: src=defaults.j2 dest=/etc/default/selenium_standalone owner=root group=root
  mode=644
tags:
- config
notify: selenium_reload
","name: Install Config | redis-sentinel | logfile

Answer: lineinfile:
  state: present
  dest: /etc/redis/redis-sentinel.conf
  regexp: '^#* *logfile '
  line: logfile {{ redis_log_root }}/sentinel.log
notify: Reload Service | redis-sentinel
tags:
- configuration
- precise-configuration
- logging
- redis-sentinel
when: redis_sentinel_enabled
",0.727009117603302,0.1644048083376703
794,,data/repos/renanguilhermef/pointer_app/tasks/main.yml,https://old-galaxy.ansible.com/renanguilhermef/pointer_app,pointer_app,name: Instalando docker-compose,2,renanguilhermef,"apt:
  name: docker-compose
  update_cache: true
  state: present
","name: Instalando docker-compose

Answer: ansible.builtin.get_url:
  url: https://github.com/docker/compose/releases/download/v2.2.2/docker-compose-Linux-x86_64
  dest: /usr/local/bin/docker-compose
  mode: 493
become: true
",0.7286044955253601,0.17625987254875752
795,,data/repos/edhideki/nfs_server/tasks/main.yml,https://old-galaxy.ansible.com/edhideki/nfs_server,nfs_server,name: Define instalacao do servidor NFS,1,edhideki,"import_tasks: install.yml
","name: Define instalacao do servidor NFS.

Answer: set_fact:
  fubarhouse_server_nfs: false
when: ansible_virtualization_type!= ""docker""
",0.6457296013832092,0.06848979164939281
796,,data/repos/rzfeeser/ansible_role_minecraft/tasks/deployonubuntu.yml,https://old-galaxy.ansible.com/rzfeeser/ansible_role_minecraft,ansible_role_minecraft,name: Setup fail2ban (ssh protection),470,rzfeeser,"become: true
block:
- name: Copy fail2ban
  copy:
    src: /etc/fail2ban/jail.conf
    dest: /etc/fail2ban/jail.local
    remote_src: true
- name: Update fail2ban policy
  lineinfile:
    dest: /etc/fail2ban/jail.local
    regexp: ^bantime  = 600$
    line: bantime  = 20000
- name: Restart fail2ban
  service:
    name: fail2ban
    state: restarted
","name: Setup fail2ban (ssh protection)

Answer: include: fail2ban.yml
when: centos_base_fail2ban_configuration | bool
",0.7388488054275513,0.05406260366542057
797,Apache-2.0-Short,data/repos/idealista/keycloak_role/tasks/jdbc.yml,https://old-galaxy.ansible.com/idealista/keycloak_role,keycloak_role,name: KEYCLOAK | Ensure JDBC paths,26,idealista,"file:
  dest: '{{ keycloak_root_path }}/{{ keycloak_release_name }}/modules/system/layers/keycloak/{{
    keycloak_jdbc_module | replace(''.'', ''/'') }}/main'
  owner: keycloak
  group: keycloak
  state: directory
","name: KEYCLOAK | Ensure JDBC paths are present

Answer: template:
  src: keycloak.sh.j2
  dest: /etc/profile.d/keycloak.sh
  owner: root
  group: root
  mode: 493
",0.7926241159439087,0.3168757536978973
798,MIT,data/repos/adamcin/ansible-zookeeper/tasks/tarball.yml,https://old-galaxy.ansible.com/adamcin/ansible-zookeeper,ansible-zookeeper,name: Write myid file.,45,adamcin,"template: src=myid.j2 dest=/var/lib/zookeeper/myid owner=zookeeper group=zookeeper
  force=""true""
tags: deploy
notify:
- Restart zookeeper
","name: Write myid file.

Answer: template:
  src: myid
  dest: /etc/myid
  owner: root
  group: root
  mode: 420
notify: restart ssh
",0.790961742401123,0.35393562871928963
799,MIT,data/repos/pogosoftware/docker/tasks/main.yml,https://old-galaxy.ansible.com/pogosoftware/docker,docker,name: Installing required packages,57,pogosoftware,"apt:
  name:
  - apt-transport-https
  - ca-certificates
  - curl
  - gnupg-agent
  - software-properties-common
  state: present
","name: Installing required packages

Answer: apt:
  name: ''
  state: present
with_items:
- python-pip
",0.7649570107460022,0.30060279146879393
800,MIT,data/repos/darkwizard242/cni/tasks/install_debian.yml,https://old-galaxy.ansible.com/darkwizard242/cni,cni,name: Debian/Ubuntu Family | Downloading/Extracting archive for cni 1.3.0 to /opt/cni/bin,3839,darkwizard242,"ansible.builtin.unarchive:
  src: https://github.com/containernetworking/plugins/releases/download/v{{ cni_version
    }}/cni-plugins-{{ cni_os }}-{{ cni_arch }}-v{{ cni_version }}.tgz
  dest: /opt/cni/bin
  mode: '0755'
  remote_src: true
","name: Debian/Ubuntu Family | Downloading/Extracting archive for cni 1.3.0 to /opt/cni/bin

Answer: ansible.builtin.unarchive:
  src: https://github.com/containernetworking/plugins/releases/download/v{{ cni_version
    }}/cni-plugins-{{ cni_os }}-{{ cni_arch }}-v{{ cni_version }}.tgz
  dest: /opt/cni/bin
  mode: '0755'
  remote_src: true
",0.9165726900100708,0.7066627794520409
801,MIT,data/repos/sckol/node_exporter/tasks/main.yml,https://old-galaxy.ansible.com/sckol/node_exporter,node_exporter,name: Download and unarchive node_exporter into temporary location.,50,sckol,"unarchive:
  src: https://github.com/prometheus/node_exporter/releases/download/v{{ node_exporter_version
    }}/node_exporter-{{ node_exporter_version }}.linux-{{ node_exporter_arch }}.tar.gz
  dest: /tmp
  remote_src: true
  mode: 493
when: 'node_exporter_version_check.stdout is not defined or node_exporter_version
  not in node_exporter_version_check.stdout

  '
register: node_exporter_download_check
","name: Download and unarchive node_exporter into temporary location.

Answer: unarchive:
  src: https://github.com/prometheus/node_exporter/releases/download/v{{ node_exporter_version
    }}/node_exporter-{{ node_exporter_version }}.linux-{{ node_exporter_arch }}.tar.gz
  dest: /tmp
  remote_src: true
when: 'node_exporter_version_check.stdout is not defined or node_exporter_version
  not in node_exporter_version_check.stdout

  '
register: node_exporter_download_check
",0.956642746925354,0.8426513383726391
802,,data/repos/gnagano/ansible_cakephp3_auto_settings/tasks/nginx_default_env.yml,https://old-galaxy.ansible.com/gnagano/ansible_cakephp3_auto_settings,ansible_cakephp3_auto_settings,name: check if edit server_name,23,gnagano,"shell: grep ""fastcgi_param CAKE_ENV "" /
register: execute_edit_cake_env
failed_when: execute_edit_cake_env.rc not in [0, 1]
","name: check if edit server_name in data_input_network_cfg

Answer: ansible.builtin.assert:
  that:
  - data_input_network_cfg is defined
  - data_input_network_cfg is iterable
  quiet: true
",0.7057061195373535,0.08528210049041932
803,MIT,data/repos/andrelohmann/consul/tasks/download.yml,https://old-galaxy.ansible.com/andrelohmann/consul,consul,name: Download consul archive Linux 32 bits,9,andrelohmann,"get_url:
  url: https://releases.hashicorp.com/consul/latest/consul_latest_linux_386.zip
  dest: /tmp/consul-latest.zip
when: '''32'' in ansible_architecture and ''Linux'' == ansible_system'
","name: Download consul archive Linux 32 bits

Answer: get_url:
  url: https://releases.hashicorp.com/consul/{{ consul_version }}/consul_{{ consul_version
    }}_linux_386.zip
  dest: /tmp/consul_linux_386.zip
when: ansible_system == 'Linux' and ansible_architecture == 'x86_64'
",0.8982419371604919,0.5546955998592122
804,MIT,data/repos/constrict0r/sourcez/tasks/main.yml,https://old-galaxy.ansible.com/constrict0r/sourcez,sourcez,name: Add sources.,1992,constrict0r,"lineinfile:
  path: /etc/apt/sources.list.d/.list
  line: ''
  state: present
  mode: 288
  create: true
become: true
changed_when: false
when:
- not ansible_check_mode
- unified is not variable_empty
- item.name is defined
- item.repo is defined
with_items: ''
","name: Add sources.list.d directory

Answer: file:
  path: /etc/apt/sources.list.d
  state: directory
  owner: root
  group: root
  mode: 493
",0.7401755452156067,0.23522839555124903
805,,data/repos/ansiblebit/wkhtmltopdf/tasks/source/main.yml,https://old-galaxy.ansible.com/ansiblebit/wkhtmltopdf,wkhtmltopdf,name: build | install runtime dependencies,717,ansiblebit,"action: ' name= state=present'
become: true
when: (task_version_installed is defined and task_version_installed.rc != 0)
with_items: fontconfigfreetypeglibclibstdc++libX11libXextlibXrenderopensslxorg-x11-fonts-Type1xorg-x11-fonts-75dpizlib
","name: build | install runtime dependencies

Answer: become: true
yum:
  name: ''
  state: present
with_items:
- ruby
- ruby-devel
- rubygems
",0.7145805954933167,0.20070884981536097
806,,data/repos/stacktonic/r1soft/tasks/setup-RedHat.yml,https://old-galaxy.ansible.com/stacktonic/r1soft,r1soft,name: Ensure Kernel Source is installed.,14,stacktonic,"package:
  name: kernel-devel
  state: present
","name: Ensure Kernel Source is installed.

Answer: yum:
  name:
  - kernel-devel
  state: installed
",0.8395233750343323,0.3389138843139785
807,MIT,data/repos/overskylab/directslave/tasks/directslave_search_config.yml,https://old-galaxy.ansible.com/overskylab/directslave,directslave,name: Set directslave configuration directory,10,overskylab,"set_fact:
  directslave_host_config_path: ''
when:
- directslave_config_check.results[0] is defined
- directslave_config_check.results[0].stat is defined
- directslave_config_check.results[0].stat.isdir
","name: Set directslave configuration directory

Answer: set_fact:
  _mediawiki_directslave_dir: '{{ _mediawiki_destination[ansible_distribution]
    | default(_mediawiki_destination[''default''] ) }}/mediawiki-{{ _mediawiki_major
    }}.{{ _mediawiki_minor }}.{{ _mediawiki_release }}'
",0.7254241108894348,0.23765245745363292
808,,data/repos/djangoxv/awx_debian/tasks/prereqs.yml,https://old-galaxy.ansible.com/djangoxv/awx_debian,awx_debian,name: Skip Install if AWX 6.1.0 is Installed,72,djangoxv,"set_fact:
  awx_debian_build: false
when:
- awx_installed.stat.exists
- awx_version.stdout is defined
- awx_version.stdout == awx_debian_ver
check_mode: false
","name: Skip Install if AWX 6.1.0 is Installed

Answer: fail:
  msg: 'The AWX installation script already performed.

    Please ignore this message.'
when: not awx_installed.stat.exists or version_compare(awx_version, '6.1.0',
  '>=')
",0.7593727111816406,0.2846685515889202
809,MIT,data/repos/andrelohmann/kubectl/tasks/main.yml,https://old-galaxy.ansible.com/andrelohmann/kubectl,kubectl,name: Install curl,30,andrelohmann,"apt:
  name: ''
  state: latest
  dpkg_options: force-confnew,force-confdef
  autoclean: true
  autoremove: true
  update_cache: true
  cache_valid_time: 3600
vars:
  packages:
  - curl
","name: Install curl

Answer: package:
  name: curl
  state: present
",0.7018455266952515,0.09412939242487134
810,,data/repos/scottrobertson/haproxy/tasks/main.yml,https://old-galaxy.ansible.com/scottrobertson/haproxy,haproxy,name: Empty the folder if not already empty,21,scottrobertson,"command: rm -f /haproxy/listen.d/*.cfg
","name: Empty the folder if not already empty

Answer: file:
  path: /opt/prometheus
  state: absent
when: tar.changed and (not prometheus_opt_dir.stat.exists)
",0.6928390264511108,1.7050813615933506e-78
811,,data/repos/dimpolissiou/openwisp2/tasks/django.yml,https://old-galaxy.ansible.com/dimpolissiou/openwisp2,openwisp2,name: urls.py,19,dimpolissiou,"notify: reload supervisor
template:
  src: ../templates/openwisp2/urls.py
  dest: /opt/openwisp2/openwisp2/urls.py
  owner: www-data
  group: www-data
","name: urls.py
  line: from django.urls import reverse
",0.7081620097160339,0.05693392256171795
812,MIT,data/repos/dzangolab/docker_services/tasks/main.yml,https://old-galaxy.ansible.com/dzangolab/docker_services,docker_services,name: Ensure directory exist,39,dzangolab,"become: true
file:
  group: www-data
  owner: www-data
  path: ''
  state: directory
  recurse: true
","name: Ensure directory exist

Answer: ansible.builtin.file:
  path: /etc/consul.d
  state: directory
  owner: consul
  group: consul
  mode: '0750'
",0.7429230213165283,0.4162260072965338
813,,data/repos/danielino/weblogic/tasks/weblogic.yml,https://old-galaxy.ansible.com/danielino/weblogic,weblogic,name: copy wls-silent.xml,88,danielino,"template:
  src: wls-silent.xml.j2
  dest: '{{ mountpoint }}/tmp/wls-silent.xml'
when: wlssilent.stat.isfile is not defined
","name: copy wls-silent.xml

Answer: template:
  src: wls-silent.xml.j2
  dest: /tmp/wls-silent.xml
  owner: oracle
  group: oinstall
",0.8646567463874817,0.5768053916838267
814,MIT,data/repos/chusiang/zabbix-agent/tasks/use-yum.yml,https://old-galaxy.ansible.com/chusiang/zabbix-agent,zabbix-agent,name: create '/etc/zabbix/zabbix_agentd.conf.d/' directory,82,chusiang,"become: true
file:
  path: /etc/zabbix/zabbix_agentd.conf.d/
  state: directory
","name: create '/etc/zabbix/zabbix_agentd.conf.d/' directory

Answer: ansible.builtin.file:
  path: /etc/zabbix/zabbix_agentd.conf.d/
  state: directory
  mode: '0755'
",0.8847969174385071,0.428724450704315
815,,data/repos/sainadh086/k8ssetup/tasks/master_setup.yml,https://old-galaxy.ansible.com/sainadh086/k8ssetup,k8ssetup,name: Creating an Overlay Network to connect worker nodes,14,sainadh086,"command: kubectl apply -f /root/kube-flannel.yml
","name: Creating an Overlay Network to connect worker nodes

Answer: a10.acos_axapi.a10_network_overlay:
  network_name: net1
  overlay_network:
  - overlay_1
  - overlay_2
  state: present
register: net_resp
",0.6422478556632996,1.2502764742862923e-78
816,MIT,data/repos/andrewrothstein/etcd/tasks/main.yml,https://old-galaxy.ansible.com/andrewrothstein/etcd,etcd,name: check for installation in {{ etcd_install_dir }}/{{ etcd_name }},395077,andrewrothstein,"become: true
stat:
  path: '{{ etcd_install_dir }}/{{ etcd_name }}'
changed_when: false
register: etcd_binary_dir
","name: check for installation in {{ etcd_install_dir }}/{{ etcd_name }}

Answer: become: true
stat:
  path: '{{ etcd_install_dir }}/{{ etcd_name }}'
changed_when: false
register: etcd_binary
",0.9129329919815063,0.5847305856815215
817,,data/repos/kunik/deploy-update-code-git/tasks/main.yml,https://old-galaxy.ansible.com/kunik/deploy-update-code-git,deploy-update-code-git,name: make sure that files/directories that are going to be symlinks do not exist,52,kunik,"file: 'path= state=absent force=yes

  '
with_items:
- /log
- /public/assets
- /tmp/pids
","name: make sure that files/directories that are going to be symlinks do not exist
  file:
    path: ''
    state: absent
",0.675176203250885,0.1975595239160968
818,,data/repos/nfelsen/elasticsearch/tasks/main.yml,https://old-galaxy.ansible.com/nfelsen/elasticsearch,elasticsearch,name: Download Elasticsearch deb,19,nfelsen,"get_url: url=https://download.elasticsearch.org/elasticsearch/elasticsearch/elasticsearch-0.90.5.deb
  dest=/tmp/elasticsearch-0.90.5.deb mode=0440
when: version_exists.stdout == 'no'
","name: Download Elasticsearch deb file

Answer: get_url:
  url: https://artifacts.elastic.co/downloads/elasticsearch/{{ elasticsearch_apt_package_name
    }}
  dest: /tmp/
",0.8322120904922485,0.4659043781740041
819,,data/repos/gavarito/mysql_server/tasks/configure.yml,https://old-galaxy.ansible.com/gavarito/mysql_server,mysql_server,name: Define configuracao do servidor MySQL no RedHat/CentOS,17,gavarito,"when: ansible_os_family == ""RedHat""
template:
  src: mysql-redhat.cnf.j2
  dest: /etc/my.cnf.d/server.cnf
  owner: root
  group: root
  mode: 420
notify:
- Restart MySQL
tags: banco
","name: Define configuracao do servidor MySQL no RedHat/CentOS.

Answer: set_fact:
  percona_server_mysql_configuration: /etc/mysql/my.cnf.d/50-server.cnf
when: ansible_os_family == ""RedHat""
",0.8010452389717102,0.46678619405454475
820,GPL-3.0-only,data/repos/wojciechowskipiotr/docker-cis-hardening/tasks/finish.yml,https://old-galaxy.ansible.com/wojciechowskipiotr/docker-cis-hardening,docker-cis-hardening,name: Start test container prior to final scan,29,wojciechowskipiotr,"docker_container:
  name: test_nginx
  image: nginx
  state: started
","name: Start test container prior to final scan

Answer: docker_container:
  name: test
  image: alpine:3.7
  command: sleep 1000; echo ""Hello world!""
  detach: true
  restart_policy: always
",0.7409055233001709,0.2546308452408445
821,,data/repos/f-s-v/railsbox-image/tasks/main.yml,https://old-galaxy.ansible.com/f-s-v/railsbox-image,railsbox-image,name: Update apt cache,11,f-s-v,"apt: update_cache=yes
","name: Update apt cache

Answer: ansible.builtin.apt:
  update_cache: true
  cache_valid_time: 3600
become: true
when:
- ansible_pkg_mgr == ""apt""
",0.7252982258796692,0.10317633802694
822,,data/repos/michaellessard/mssql/tasks/main.yml,https://old-galaxy.ansible.com/michaellessard/mssql,mssql,name: Add MsSQL command line tools repo,41,michaellessard,"yum_repository:
  name: mssql-cli-tools
  description: MsSQL ommand line prod tools repo
  file: /etc/yum.repos.d/msprod.repo
  baseurl: https://packages.microsoft.com/rhel/7/prod/
  gpgkey: https://packages.microsoft.com/keys/microsoft.asc
  gpgcheck: true
","name: Add MsSQL command line tools repo

Answer: yum_repository:
  name: mssql-cli
  description: Microsoft MSSQL command line tools
  baseurl: https://packages.microsoft.com/yumrepos/ms-teams
  enabled: true
  gpgcheck: true
  gpgkey: https://packages.microsoft.com/keys/microsoft.asc
",0.8934032320976257,0.738340483825151
823,MIT,data/repos/michft/docker/tasks/setup-RedHat.yml,https://old-galaxy.ansible.com/michft/docker,docker,name: Add Docker repository.,23,michft,"get_url:
  url: https://download.docker.com/linux/centos/docker-{{ docker_edition }}.repo
  dest: /etc/yum.repos.d/docker-ce.repo
  owner: root
  group: root
  mode: 420
","name: Add Docker repository.

Answer: apt_repository:
  repo: deb [arch=amd64] https://download.docker.com/linux/ubuntu  stable
  state: present
  update_cache: true
",0.7860198616981506,0.4161790160149644
824,,data/repos/dapiced/vmware_vra_blue_print_compare/tasks/main.yml,https://old-galaxy.ansible.com/dapiced/vmware_vra_blue_print_compare,vmware_vra_blue_print_compare,name: checksum files,12,dapiced,"include: compare.yml file1= file2=
loop: '{''content_id'': ''La'', ''type'': ''composite-blueprint'', ''pathvra'': ''/var/tmp/vra_composite_blueprint/'',
  ''destvra'': ''/var/tmp/vra_composite_blueprint/La.yaml'', ''src'': ''composite-blueprint/La.yaml'',
  ''destans'': ''/var/tmp/ans_composite_blueprint/La.yaml'', ''pathans'': ''/var/tmp/ans_composite_blueprint''}{''content_id'':
  ''rh'', ''type'': ''composite-blueprint'', ''pathvra'': ''/var/tmp/vra_composite_blueprint/'',
  ''destvra'': ''/var/tmp/vra_composite_blueprint/rh.yaml'', ''src'': ''composite-blueprint/rh.yaml'',
  ''destans'': ''/var/tmp/ans_composite_blueprint/rh.yaml'', ''pathans'': ''/var/tmp/ans_composite_blueprint''}{''content_id'':
  ''08'', ''type'': ''xaas-blueprint'', ''pathvra'': ''/var/tmp/vra_xaas_blueprint/'',
  ''destvra'': ''/var/tmp/vra_xaas_blueprint/08.yaml'', ''src'': ''xaas-blueprint/08.yaml'',
  ''destans'': ''/var/tmp/ans_xaas_blueprint/08.yaml'', ''pathans'': ''/var/tmp/ans_xaas_blueprint''}{''content_id'':
  ''4b'', ''type'': ''xaas-blueprint'', ''pathvra'': ''/var/tmp/vra_xaas_blueprint/'',
  ''destvra'': ''/var/tmp/vra_xaas_blueprint/4b.yaml'', ''src'': ''xaas-blueprint/4b.yaml'',
  ''destans'': ''/var/tmp/ans_xaas_blueprint/4b.yaml'', ''pathans'': ''/var/tmp/ans_xaas_blueprint''}'
","name: checksum files

Answer: become: true
become_user: root
with_items:
- /var/lib/nginx_exporter/{{ nginx_exporter_version }}/nginx_exporter
file:
  path: ''
  state: absent
",0.6268757581710815,0.0003820669374824343
825,MIT,data/repos/ohing504/ros-installation/tasks/main.yml,https://old-galaxy.ansible.com/ohing504/ros-installation,ros-installation,name: Resynchronize the package index files from their sources,22,ohing504,"apt:
  update_cache: true
","name: Resynchronize the package index files from their sources

Answer: apt:
  update_cache: true
",0.7930684089660645,0.25363836589948674
826,,data/repos/brunopisca/confbase/tasks/packages.yml,https://old-galaxy.ansible.com/brunopisca/confbase,confbase,name: Instala pacotes base no RedHat/CentOS,17,brunopisca,"when: ansible_os_family == ""RedHat""
yum:
  name: tzdatabind-utilsunzipbzip2vim-enhancedmlocatehtopnfs-utils
  state: present
tags: packages
","name: Instala pacotes base no RedHat/CentOS

Answer: yum:
  name: ''
with_items:
- php
- php-common
- php-gd
- php-mysql
- php-mbstring
- php-xml
- php-zip
when: ansible_os_family == ""RedHat""
",0.7398585081100464,0.3460751718532668
827,,data/repos/cybera/ssp_install/tasks/main.yml,https://old-galaxy.ansible.com/cybera/ssp_install,ssp_install,name: Ensure packages present,51,cybera,"apt: name= state=present update_cache=yes cache_valid_time=3600
with_items:
- apache2
- memcached
- libgcrypt11-dev
- zlib1g-dev
- libapache2-mod-php5
- php5-sasl
- php5-mcrypt
- php5-memcache
- php5-memcached
- php5-mysql
- php5-ldap
- php5-gd
- acl
become: true
","name: Ensure packages present

Answer: ansible.builtin.apt:
  pkg: ''
  state: present
  cache_valid_time: 3600
vars:
  packages:
  - apt-transport-https
  - gnupg2
",0.7430720925331116,0.18262222612219794
828,,data/repos/yfix/memcached/tasks/main.yml,https://old-galaxy.ansible.com/yfix/memcached,memcached,name: Define memcached_user.,1318,yfix,"set_fact:
  memcached_user: memcached
when: memcached_user is not defined
","name: Define memcached_user.

Answer: set_fact:
  memcached_user: ''
when: memcached_user is not defined
",0.9240280985832214,0.6781477136761881
829,,data/repos/stuvusit/postgresql/tasks/install.yml,https://old-galaxy.ansible.com/stuvusit/postgresql,postgresql,name: Install apt packages,16,stuvusit,"apt:
  name:
  - postgresql
  - postgresql-client
  - postgresql-doc
  - libpq-dev
  - python3-psycopg2
register: apt
","name: Install apt packages

Answer: apt: name= state=present update_cache=yes cache_valid_time=3600
with_items:
- unzip
- libwww-perl
- libdatetime-perl
when: ansible_os_family == ""Debian""
become: true
become_method: sudo
",0.7224867343902588,0.12973456936758251
830,"Apache-2.0-Short,Apache-2.0",data/repos/grycap/influxdb/tasks/main.yml,https://old-galaxy.ansible.com/grycap/influxdb,influxdb,name: Drop InfluxDB Config(s),195,grycap,"template:
  src: ''
  dest: ''
  owner: ''
  group: ''
  mode: '0644'
with_items:
- src: influxdb.conf.j2
  dest: /etc/influxdb/influxdb.conf
  owner: root
  group: root
- src: influxdb.j2
  dest: /etc/default/influxdb
  owner: root
  group: root
register: influxdb_config
","name: Drop InfluxDB Config(s)

Answer: become: true
template:
  src: ''
  dest: /etc/systemd/system/influxdb.service.d/
  owner: root
  group: root
  mode: 420
with_items:
- 10-udp.conf
when: sansible_influxdb_udp_port!= 8086
",0.8404605984687805,0.45393731489632166
831,MIT,data/repos/chusiang/vim-and-vi-mode/tasks/use-apt.yml,https://old-galaxy.ansible.com/chusiang/vim-and-vi-mode,vim-and-vi-mode,name: use vi-mode in bash,902,chusiang,"become: true
lineinfile:
  dest: /etc/bash.bashrc
  line: set -o vi
","name: use vi-mode in bash

Answer: become: true
lineinfile:
  dest: /etc/bashrc
  line: set -o vi
",0.8969858884811401,0.6628518517665671
832,,data/repos/samriddhimishra/k8smultinodecluster/kube_master/tasks/debian.yml,https://old-galaxy.ansible.com/samriddhimishra/k8smultinodecluster,k8smultinodecluster,name: Create /.kube directory,31,samriddhimishra,"file:
  path: $HOME/.kube
  state: directory
","name: Create /.kube directory

Answer: become: true
become_user: ''
file:
  path: /home//.kube
  state: directory
",0.8180097937583923,0.3283032465006127
833,MIT,data/repos/newloong/trellis-nginx-build/tasks/modules/naxsi_module.yml,https://old-galaxy.ansible.com/newloong/trellis-nginx-build,trellis-nginx-build,name: Nginx Modules - Make sure the naxsi_module configuration is up to date,155,newloong,"copy:
  src: files/naxsi_core.rules
  dest: /etc/nginx/naxsi_core.rules
  owner: root
  group: root
  mode: 420
","name: Nginx Modules - Make sure the naxsi_module configuration is up to date

Answer: copy:
  src: files/naxsi_core.rules
  dest: /etc/nginx/naxsi_core.rules
  owner: root
  group: root
  mode: 420
",0.9029253125190735,0.5623212831960439
