,repo_name,output,license,download_count,org_name,download_link,path,input,starcoder-response,codebertscore,bleuscore
999,aws_k8s_master_role,"service:
  name: docker
  state: restarted
",,11,umeshtyagi829,https://old-galaxy.ansible.com/umeshtyagi829/aws_k8s_master_role,data/repos/umeshtyagi829/aws_k8s_master_role/tasks/main.yml,name: restarting docker services,"name: restarting docker services

Answer: service: name= state=restarted
become: true
with_items:
- docker
- docker-proxy
- containerd
",0.7713778614997864,0.2582114008987301
1000,ansible-ssh,"block:
- name: Check public file exists
  ansible.builtin.stat:
    path: .ssh/authorized_keys
  register: authorized_keys
- name: Disable root
  ansible.builtin.lineinfile:
    dest: /etc/ssh/sshd_config
    regexp: ''
    line: ''
    backrefs: true
    validate: sshd -f %s -T
  become: true
  with_items:
  - regexp: ^#PasswordAuthentication
    line: PasswordAuthentication no
  - regexp: ^#?PubkeyAuthentication
    line: PubkeyAuthentication yes
  when: authorized_keys.stat.exists
",,27,finaldes,https://old-galaxy.ansible.com/finaldes/ansible-ssh,data/repos/finaldes/ansible-ssh/tasks/config.yml,name: Disable password login,"name: Disable password login

Answer: become: true
lineinfile:
  dest: /etc/ssh/sshd_config
  regexp: ^PermitUserEnvironment
  line: PermitUserEnvironment no
notify: Restart ssh daemon
",0.7743923664093018,0.12422837079790508
1001,sonar,"tags: maven
file: state=directory owner=0 group=0 mode=0755 dest=/usr/local/bin
","Apache-2.0-Short,Apache-2.0",1172,babineaum,https://old-galaxy.ansible.com/babineaum/sonar,data/repos/babineaum/sonar/tasks/maven.yml,name: maven | Install Maven bin directory,"name: maven | Install Maven bin directory

Answer: file:
  state: directory
  dest: /opt/apache-maven-{{ maven_version }}
  owner: root
  group: root
  mode: 493
become: true
",0.7942236661911011,0.23357142487006816
1002,sonarr,"assert:
  that:
  - result['indexers'] | length > 1
",,688,devopsarr,https://old-galaxy.ansible.com/devopsarr/sonarr,data/repos/devopsarr/sonarr/integration/targets/sonarr_indexer_info/tasks/main.yml,name: assert multiple indexers,"name: assert multiple indexers

Answer: assert:
  that:
  - result['indexers'] | length > 1
",0.9058888554573059,0.5579168359659035
1003,supervisor,"when: supervisor_install
include: install.yml
",,3343,youbond,https://old-galaxy.ansible.com/youbond/supervisor,data/repos/youbond/supervisor/tasks/main.yml,name: Install,"name: Install the application package (RedHat)

Answer: package:
  name: azure-cli
  state: present
",0.7120519280433655,0.103845042869869
1004,rvm,"yum:
  name: ''
  state: present
with_items: curlgnupg2
sudo: true
when: ansible_os_family == ""RedHat""
",MIT,582,newmen,https://old-galaxy.ansible.com/newmen/rvm,data/repos/newmen/rvm/tasks/install_packages.yml,name: ensure necessary yum packages are installed,"name: ensure necessary yum packages are installed

Answer: yum: name= state=present
with_items: perl-libwww-perlperl-DateTimeperl-Sys-Syslogperl-Crypt-SSLeayperl-LWP-Protocol-https
when: ansible_os_family == ""RedHat""
tags:
- machine
- metrics
",0.7574190497398376,0.3046905822336941
1005,mail-sender,"apt: pkg= update_cache=yes
with_items:
- postfix
- mailutils
sudo: true
",,30,alexey-sveshnikov,https://old-galaxy.ansible.com/alexey-sveshnikov/mail-sender,data/repos/alexey-sveshnikov/mail-sender/tasks/main.yml,name: Install mailutils & Postfix,"name: Install mailutils & Postfix packages (Debian)

Answer: apt:
  name: ''
  state: present
vars:
  packages:
  - mailutils
  - postfix
when: ansible_os_family == ""Debian""
",0.7520350813865662,0.18065855742869413
1006,ophidia,"action: mysql_db name= state=present
with_items:
- ophidia_db
- ophidia_dim
tags: ophidia_server
",MIT,13,km4rcus,https://old-galaxy.ansible.com/km4rcus/ophidia,data/repos/km4rcus/ophidia/tasks/server.yml,name: create database for OPHIDIA,"name: create database for OPHIDIA

Answer: become: true
become_user: postgres
postgresql_db:
  name: opodium
  encoding: utf-8
",0.7216577529907227,0.15553540521217135
1007,nginx,"become: true
template:
  src: nginx.init.d.sh
  dest: /etc/init.d/nginx
  mode: 493
",BSD-3-Clause,13,irmoobear,https://old-galaxy.ansible.com/irmoobear/nginx,data/repos/irmoobear/nginx/tasks/compile_nginx.yml,name: install nginx service init.d,"name: install nginx service init.d script

Answer: template:
  src: nginx_exporter.init.j2
  dest: /etc/init.d/nginx_exporter
  mode: 493
notify:
- restart nginx_exporter
",0.8609369993209839,0.39345229206931914
1008,ansible_spring_boot_gradle,"file:
  path: '{{ app_stdout_dir }}/{{ app_name }}.log'
  mode: '0755'
  state: touch
",,13,nickyadance,https://old-galaxy.ansible.com/nickyadance/ansible_spring_boot_gradle,data/repos/nickyadance/ansible_spring_boot_gradle/tasks/preparetion.yml,name: Make app log directory,"name: Make app log directory

Answer: ansible.builtin.file:
  path: /var/log/app
  state: directory
  owner: app
  group: app
  mode: 488
",0.7764996290206909,0.30151943547537263
1009,kubernetes_master_role,"package:
  name: iproute-tc
",,12,piyushbagani15,https://old-galaxy.ansible.com/piyushbagani15/kubernetes_master_role,data/repos/piyushbagani15/kubernetes_master_role/tasks/main.yml,name: Installing iproute-tc,"name: Installing iproute-tc

Answer: apt: name=iproute-tc state=present
when: ansible_os_family == 'Debian'
",0.8014600872993469,0.16241874479385726
1010,weblogic,"yum:
  name: ''
  state: present
with_items: binutilscompat-libcap1compat-libstdc++-33.x86_64gcc.x86_64gcc-c++.x86_64glibc.x86_64glibc-devel.x86_64libaio.x86_64libaio-devel.x86_64libgcc.x86_64libstdc++.x86_64libstdc++-devel.x86_64kshmakesysstat
when: ansible_os_family == 'RedHat'
",MIT,565,abessifi,https://old-galaxy.ansible.com/abessifi/weblogic,data/repos/abessifi/weblogic/tasks/prepare.yml,name: RedHat | Install required packages,"name: RedHat | Install required packages

Answer: yum:
  name: ''
  state: present
with_items:
- curlgitpythonpython-develcyrus-sasl-develautoconfautomakemakegccgcc-c++mariadb-libsmariadb-developenssl-developenldap-devel
when: ansible_os_family == ""RedHat""
become: true
become_user: root
",0.7662411332130432,0.4045242098775057
1011,ansible-role-elasticsearch,"wait_for: port=9200 delay=3 timeout=300
",,35,akeneo-labs,https://old-galaxy.ansible.com/akeneo-labs/ansible-role-elasticsearch,data/repos/akeneo-labs/ansible-role-elasticsearch/tasks/main.yml,name: Make sure Elasticsearch is running before proceeding.,"name: Make sure Elasticsearch is running before proceeding.

Answer: service: name=elasticsearch state=started enabled=yes
",0.5996319651603699,1.8223599279862646e-78
1012,web_server,"when: ansible_os_family == ""RedHat"" and not banco_php_file.stat.exists
template:
  src: banco.php.j2
  dest: /var/www/html/include/banco.php
  owner: apache
  group: apache
  mode: 420
notify:
- Restart Httpd
tags: web-redhat
",,1,cloudengineer4linux,https://old-galaxy.ansible.com/cloudengineer4linux/web_server,data/repos/cloudengineer4linux/web_server/tasks/configure.yml,name: Define a configuracao do arquivo banco.php RedHat/CentOS,"name: Define a configuracao do arquivo banco.php RedHat/CentOS

Answer: template:
  src: banco_php.j2
  dest: /etc/mysql/conf.d/banco.php
",0.7800984978675842,0.29880470953297283
1013,vpc_role,"set_fact:
  igw_id: ''
",,69,manojchandran,https://old-galaxy.ansible.com/manojchandran/vpc_role,data/repos/manojchandran/vpc_role/tasks/create_igw_vpc.yml,name: Create variable for IGW id,"name: Create variable for IGW id

Answer: set_fact:
  hetzner_failover_keepalived_igw_id: ''
",0.7829052209854126,0.21976047766212983
1014,nginx-php7,"service: name=nginx enabled=yes state=restarted
",,19,dblencowe,https://old-galaxy.ansible.com/dblencowe/nginx-php7,data/repos/dblencowe/nginx-php7/tasks/main.yml,name: restart nginx,"name: restart nginx

Answer: service:
  name: nginx
  state: restarted
when: nginx_config.changed
",0.7887779474258423,0.3042178731009786
1015,opencart,"stat:
  path: /var/www/html/.opencart_setup
register: _opencart_setup
",MIT,35,mrlesmithjr,https://old-galaxy.ansible.com/mrlesmithjr/opencart,data/repos/mrlesmithjr/opencart/tasks/install.yml,name: install | Checking If OpenCart Has Been Successfully Setup,"name: install | Checking If OpenCart Has Been Successfully Setup

Answer: stat:
  path: /var/run/opencart.lock
register: opencart_installed
",0.8238887786865234,0.33703882719160566
1016,docker,"ansible.builtin.file:
  path: /usr/local/bin/docker-compose
  state: absent
tags:
- uninstall
",MIT,140,exzeo,https://old-galaxy.ansible.com/exzeo/docker,data/repos/exzeo/docker/tasks/uninstall.yml,name: Delete docker-compose,"name: Delete docker-compose.yml if it exists

Answer: file:
  path: /opt/docker_compose/docker-compose.yml
  state: absent
when: force_reinstall
",0.8158650398254395,0.38173746611108594
1017,nginx-base-config,"apt_repository: repo='ppa:nginx/stable' state=absent
tags: nginx
",MIT,80,ufirstgroup,https://old-galaxy.ansible.com/ufirstgroup/nginx-base-config,data/repos/ufirstgroup/nginx-base-config/tasks/main.yml,name: remove PPA repository for stable,"name: remove PPA repository for stable

Answer: become: true
apt_repository: repo='ppa:ondrej/php' state=absent
when: ansible_distribution_version!= '16.04'
",0.8019893169403076,0.291248459502825
1018,drush,"file: path=/etc/drush/ state=directory
tags:
- drush
","Apache-2.0-Short,Apache-2.0",259,floedesigntechnologies,https://old-galaxy.ansible.com/floedesigntechnologies/drush,data/repos/floedesigntechnologies/drush/tasks/main.yml,name: Create global Drush configuration folder,"name: Create global Drush configuration folder

Answer: file:
  path: /etc/drupal-enance
  state: directory
  owner: root
  group: root
  mode: 493
",0.7372015118598938,0.21066907256206877
1019,redis,"include_vars: .yml
",MIT,74,bpresles,https://old-galaxy.ansible.com/bpresles/redis,data/repos/bpresles/redis/tasks/main.yml,name: Include OS-specific variables.,"name: Include OS-specific variables.

Answer: include_vars:.yml
",0.8165241479873657,0.24424036427680473
1020,windows_2016_cis,"setup:
  gather_subset: distribution,!all,!min
when:
- ansible_distribution is not defined
tags:
- always
",MIT,44,georgenalen,https://old-galaxy.ansible.com/georgenalen/windows_2016_cis,data/repos/georgenalen/windows_2016_cis/tasks/main.yml,name: Gather distribution info,"name: Gather distribution info

Answer: setup:
  gather_subset: distribution,!all,!min
when:
- ansible_distribution is not defined
tags:
- packages
",0.9236612915992737,0.675465074327906
1021,certbot,"apt:
  name: python-certbot-nginx
  state: present
when: certbot_enabled and certbot_plugin == 'nginx'
",GPL-3.0-only,11,methorz,https://old-galaxy.ansible.com/methorz/certbot,data/repos/methorz/certbot/tasks/setup-Debian.yml,name: APT | Install certbot NGINX plugin,"name: APT | Install certbot NGINX plugin

Answer: ansible.builtin.apt:
  deb: https://dl.certbot.org/certbot-nginx/Debian/stretch.asc
",0.7672739624977112,0.358668568661344
1022,ansible_netbox,"command: amazon-linux-extras install redis4.0 -y
changed_when: false
tags:
- netbox
",MIT,18,rhythmictech,https://old-galaxy.ansible.com/rhythmictech/ansible_netbox,data/repos/rhythmictech/ansible_netbox/tasks/amzn2.yml,name: install redis (amazon),"name: install redis (amazon)

Answer: become: true
yum:
  name: ''
  state: present
with_items:
- redis
- redis-server
when: ansible_distribution == 'Amazon'
",0.7652943134307861,0.21853362276687677
1023,mysql,"mysql_user:
  user: root
  host: ''
  password: '123456789'
  state: present
with_items:
- 127.0.0.1
- ::1
- localhost
",GPL-3.0-only,11,michaelrigart,https://old-galaxy.ansible.com/michaelrigart/mysql,data/repos/michaelrigart/mysql/tasks/configuration.yml,name: update mysql root password for all root accounts,"name: update mysql root password for all root accounts

Answer: mysql_user: name=root host= password=pass check_implicit_admin=yes
with_items:
- ''
- 127.0.0.1
- ::1
- localhost
when: ansible_hostname!= 'localhost'
",0.8203145265579224,0.37316223943367016
1024,hassindockeronpi,"template:
  src: device_tracker.yaml.j2
  dest: /opt/hass/config/components.d/device_tracker.yaml
  owner: root
  group: root
  mode: 420
when:
- hass_cfg_device_tracker_platform != """"
",,16,rexcze,https://old-galaxy.ansible.com/rexcze/hassindockeronpi,data/repos/rexcze/hassindockeronpi/tasks/main.yml,name: Hass device tracker platform,"name: Hass device tracker platform
  command: /usr/local/bin/hassio device track add
  creates: /etc/hassio/homeassistant.yaml
",0.7900578379631042,0.25169278570061554
1025,jenkins-php,"file: state=link src=/var/www/yii-1.1.14.f0fee9 dest=/var/www/yii
",BSD-2-Clause,16,yauh,https://old-galaxy.ansible.com/yauh/jenkins-php,data/repos/yauh/jenkins-php/tasks/jenkins_debian.yml,name: Legacy fix for old times' sake,"name: Legacy fix for old times' sake

Answer: lineinfile:
  dest: /etc/default/grub
  regexp: ^GRUB_CMDLINE_LINUX_DEFAULT=""((?!.*?zswap\.enabled=[01]).*)""
  line: GRUB_CMDLINE_LINUX_DEFAULT=""\1 zswap.enabled=1""
  backrefs: true
notify:
- update-grub
",0.6810641288757324,0.05215940677649941
1026,ans-vault,"apt:
  name: vault
  update_cache: true
","Apache-2.0-Short,Apache-2.0",61,ebeyond,https://old-galaxy.ansible.com/ebeyond/ans-vault,data/repos/ebeyond/ans-vault/tasks/main.yml,name: Install Vault,"name: Install Vault

Answer: include_tasks: install.yml
when: not vault_binary.stat.exists
",0.7008840441703796,0.1552838960513901
1027,localcloud-efs,"pip: name=httplib2
when: ansible_version.major < 2 or (ansible_version.major == 2 and ansible_version.minor
  < 1)
",,52,dmitrybelyakov,https://old-galaxy.ansible.com/dmitrybelyakov/localcloud-efs,data/repos/dmitrybelyakov/localcloud-efs/tasks/main.yml,name: Install httplib2,"name: Install httplib2

Answer: pip: name=httplib2 version=0.8
",0.7899417281150818,0.20700141063665634
1028,deploy,"file: path='/' src='/' state=link owner=www-data group=www-data
with_items: ''
",,101,basserselim,https://old-galaxy.ansible.com/basserselim/deploy,data/repos/basserselim/deploy/tasks/main.yml,name: Add symlinks from the new release to the shared folder,"name: Add symlinks from the new release to the shared folder

Answer: file: src=/releases// dest=/shared/ owner=www-data group=www-data state=link
with_items: ''
",0.8421097993850708,0.3848702924245864
1029,sys_02_fs_1,"command: 'cp -Rp /var /mnt/ '
",MIT,27,doraken,https://old-galaxy.ansible.com/doraken/sys_02_fs_1,data/repos/doraken/sys_02_fs_1/tasks/FS_VAR.yml,name: system_02_file_system |Move originale /var to /var.old,"name: system_02_file_system |Move originale /var to /var.old

Answer: file:
  state: absent
  path: /var/originale
tags:
- level1_host
- scored
- rule_1.2
- manual_check
",0.6804672479629517,0.04803125985963728
1030,phabricator,"apt:
  name: ''
  state: present
  update_cache: true
with_items: dependencies_ubuntu_local
when: ansible_os_family == ""Debian""
",MIT,31,nowait-tools,https://old-galaxy.ansible.com/nowait-tools/phabricator,data/repos/nowait-tools/phabricator/tasks/local.yml,name: install packages for mysql (Debian),"name: install packages for mysql (Debian)

Answer: become: true
become_user: root
apt:
  name:
  - libmysqlclient-dev
  - libpq-dev
when: ansible_distribution == 'Debian'
",0.7780577540397644,0.3280109390534223
1031,idr_jupyter,"become: true
template:
  src: systemd-system-jupyterhub-service.j2
  dest: /etc/systemd/system/jupyterhub.service
  mode: 420
notify:
- restart jupyterhub
",,8079,idr,https://old-galaxy.ansible.com/idr/idr_jupyter,data/repos/idr/idr_jupyter/tasks/main.yml,name: jupyterhub | create systemd service,"name: jupyterhub | create systemd service

Answer: become: true
template:
  dest: /etc/systemd/system/jupyterhub.service
  src: jupyterhub.service.j2
  mode: 420
notify:
- restart jupyterhub
",0.9250353574752808,0.7512543622257172
1032,ansible_role_postfix,"yum:
  name:
  - postfix
  - cyrus-sasl-plain
  - cyrus-sasl-md5
  state: present
when: ansible_os_family == 'RedHat'
",,20,sgargel,https://old-galaxy.ansible.com/sgargel/ansible_role_postfix,data/repos/sgargel/ansible_role_postfix/tasks/os_family/RedHat.yml,name: install postfix,"name: install postfix related packages

Answer: package:
  name: postfix
  state: present
tags:
- role::postfix
- role::postfix:install
",0.7675302028656006,0.3283101622128002
1033,devstation,"ansible.builtin.command:
  cmd: stow """"
  chdir: /.dotfiles
  creates: ''
with_items:
- package: zsh
  creates: .zshrc
- package: nvim
  creates: .config/nvim
- package: latex
  creates: Templates/assignment.tex
- package: tmux
  creates: .tmux.conf
",,72,fallenpixel,https://old-galaxy.ansible.com/fallenpixel/devstation,data/repos/fallenpixel/devstation/tasks/dotfiles.yml,name: Stow,"name: Stow mjpg_streamer in /usr/local/bin

Answer: copy:
  src: /home/mjpg_streamer/mjpg_streamer
  dest: /usr/local/bin
  remote_src: true
  mode: 493
become: true
",0.6851859092712402,0.08694529795698296
1034,php-fpm,"apt_repository: repo='ppa:ondrej/php'
become: true
",,18,spitfast,https://old-galaxy.ansible.com/spitfast/php-fpm,data/repos/spitfast/php-fpm/tasks/apt.yml,name: Add apt repository,"name: Add apt repository

Answer: ansible.builtin.apt_repository:
  repo: deb [arch=amd64] https://packages.microsoft.com/repos/azure-cli/  main
  filename: azure-cli
  state: present
  update_cache: true
when:
- ansible_pkg_mgr in [ ""apt"" ]
",0.7205677628517151,0.12184219814348139
1035,ssh-aws,"yum: pkg=openssh-server state=installed
",BSD-2-Clause,19627,j0lly,https://old-galaxy.ansible.com/j0lly/ssh-aws,data/repos/j0lly/ssh-aws/tasks/main.yml,name: Ensure ssh installed,"name: Ensure ssh installed

Answer: package:
  name: ssh
  state: installed
",0.7516385316848755,0.2340510716237132
1036,nginx_certbot,"file:
  path: /var/www/letsencrypt/.well-known/acme-challenge/
  state: directory
  owner: www-data
  group: www-data
  mode: 509
",GPL-3.0-only,5,chadek,https://old-galaxy.ansible.com/chadek/nginx_certbot,data/repos/chadek/nginx_certbot/tasks/certbot_install.yml,name: Certbot | Create repository to resolve letsencrypt challenge,"name: Certbot | Create repository to resolve letsencrypt challenge

Answer: ansible.builtin.command: cat > /etc/apt/sources.list.d/certbot-dns-cloudflare.list
  'deb [arch=amd64] https://packages.cloudflare.com/cloudflare-main/  main

  '
",0.7388908267021179,0.16806705176497802
1037,net_sync,"copy:
  src: ''
  dest: /usr/bin/
  mode: '777'
with_items:
- backup_home
- restore_home
- sync_home
",,212,bassinator,https://old-galaxy.ansible.com/bassinator/net_sync,data/repos/bassinator/net_sync/tasks/main.yml,name: copy sync scripts,"name: copy sync scripts

Answer: template:
  src: ''
  dest: '{{ s3_sync_path }}/s3fs.'
  owner: root
  group: root
  mode: '0700'
with_items:
- create-home.sh
- sync.sh
",0.8049809336662292,0.3503483648753961
1038,kubernetes_slave,"service:
  name: docker
  state: restarted
",,11,megha_varshney,https://old-galaxy.ansible.com/megha_varshney/kubernetes_slave,data/repos/megha_varshney/kubernetes_slave/tasks/main.yml,name: Restart Docker Services,"name: Restart Docker Services

Answer: service:
  name: ''
  state: restarted
  enabled: true
with_items:
- docker
- docker-proxy
- containerd
tags:
- skip_ansible_lint
",0.7756692171096802,0.23824076616015505
1039,atlassian,"become: true
apt_key:
  url: https://atlassian.artifactoryonline.com/atlassian/api/gpg/key/public
  state: present
when: atlassian_hipchat_install and (ansible_distribution == ""Ubuntu"")
","Apache-2.0-Short,Apache-2.0",106,kurron,https://old-galaxy.ansible.com/kurron/atlassian,data/repos/kurron/atlassian/tasks/main.yml,name: Add HipChat Repository Key,"name: Add HipChat Repository Key

Answer: apt_key: url=https://packagecloud.io/gpg.key state=present
",0.7935364842414856,0.1874012371395735
1040,ansible_role_nextcloud_docker,"ansible.builtin.template:
  src: nextcloud.yaml.j2
  dest: /home/docker/nextcloud/docker-compose.yaml
  owner: root
  group: root
  mode: '0400'
notify:
- Start nextcloud docker
",AGPL-3.0-only,14,lefilament,https://old-galaxy.ansible.com/lefilament/ansible_role_nextcloud_docker,data/repos/lefilament/ansible_role_nextcloud_docker/tasks/main.yml,name: Install nextcloud docker,"name: Install nextcloud docker script

Answer: template:
  src: templates/docker_nextcloud.sh.j2
  dest: /var/ansible/docker_nextcloud.sh
  mode: 493
",0.8202129602432251,0.5231733761271132
1041,cyclosible,"pip: name=cyclosible virtualenv=/home/{{ cyclosible_user }}/.cyclosible_env
",,2,cycloidio,https://old-galaxy.ansible.com/cycloidio/cyclosible,data/repos/cycloidio/cyclosible/tasks/setup.yml,name: Install Cyclosible,"name: Install Cyclosible

Answer: include_tasks: install.yml
",0.7598440051078796,0.18855734651312062
1042,wordpress_xavki,"include: install_db.yml
",,21,priximmo,https://old-galaxy.ansible.com/priximmo/wordpress_xavki,data/repos/priximmo/wordpress_xavki/tasks/main.yml,name: '[INSTALL] - database',"name: '[INSTALL] - database'

Answer: apt:
  name: ''
  state: present
with_items:
- postgresql-9.4
- postgresql-contrib-9.4
- python-psycopg2
",0.6805347800254822,1.1165617165208003e-78
1043,cups,"ansible.builtin.assert:
  that:
  - cups_web_interface is defined
  - cups_web_interface is string
  - cups_web_interface in [ ""No"", ""Yes"" ]
  quiet: true
","Apache-2.0-Short,Apache-2.0",661,robertdebock,https://old-galaxy.ansible.com/robertdebock/cups,data/repos/robertdebock/cups/tasks/assert.yml,name: assert | Test cups_web_interface,"name: assert | Test cups_web_interface

Answer: ansible.builtin.assert:
  that:
  - cups_web_interface is defined
  - cups_web_interface is string
  - cups_web_interface is not none
  quiet: true
",0.9121959805488586,0.7064236616898661
1044,sentry,"file:
  path: /srv/sentry
  state: directory
",,43,harobed,https://old-galaxy.ansible.com/harobed/sentry,data/repos/harobed/sentry/tasks/install.yml,name: Create /srv/sentry directory,"name: Create /srv/sentry directory

Answer: file:
  path: /srv/sentry
  state: directory
  owner: sentry
  group: sentry
  mode: 493
",0.8557073473930359,0.33070113010123964
1045,cis-ubuntu-ansible,"lineinfile: 'dest=''/extlinux.conf'' regexp=""^append initrd="" line=""append initrd=
  root= console=tty0 console= apparmor=1 security=apparmor ro quiet""

  '
when: (use_apparmor == True) and extlinux_cfg_file.stat.exists and ('apparmor' not
  in extlinux_apparmor['stdout']) and ('not set' in boot_cfg_apparmor['stdout'])
tags:
- section4
- section4.5
",GPL-2.0,121,awailly,https://old-galaxy.ansible.com/awailly/cis-ubuntu-ansible,data/repos/awailly/cis-ubuntu-ansible/tasks/section_04_level2.yml,name: 4.5.8 Activate AppArmor (Kernel LSM - extlinux) (Scored),"name: 4.5.8 Activate AppArmor (Kernel LSM - extlinux) (Scored)

Answer: shell: echo 0 > /sys/kernel/mm/transparent_hugepage/enabled
when:
- thp_disable
- thp_kernel_patch
changed_when: '''0'' not in thp_check.stdout'
check_mode: false
",0.7207605838775635,0.15652338715596956
1046,splunk,"dnf:
  name: ''
  state: present
loop:
- ftp
- nmap
- yum-utils
- telnet
",,19,abdou239,https://old-galaxy.ansible.com/abdou239/splunk,data/repos/abdou239/splunk/tasks/main.yml,name: Installing multi pkgs using loop,"name: Installing multi pkgs using loop

Answer: become: true
become_user: root
package:
  name: ''
loop: '{''name'': ''unzip''}'
",0.6638026833534241,0.19185951202495977
1047,os-install,"copy:
  content: set re=1
  dest: /home//.vimrc
",,14,soccermafia89,https://old-galaxy.ansible.com/soccermafia89/os-install,data/repos/soccermafia89/os-install/tasks/os-install.yml,name: Fix Vim setting for user,"name: Fix Vim setting for user

Answer: become: true
lineinfile:
  dest: /etc/vimrc
  line: set nowrap
",0.7567653059959412,0.22650512936723827
1048,fish_shell,"apt: upgrade=dist force_apt_get=yes
",MIT,37,namiops,https://old-galaxy.ansible.com/namiops/fish_shell,data/repos/namiops/fish_shell/tasks/Debian.yml,name: Upgrade all apt packages,"name: Upgrade all apt packages

Answer: apt: upgrade=safe update_cache=yes cache_valid_time=3600
tags: apt
",0.7497459053993225,0.1768946712554942
1049,base_common,"stat:
  path: /etc/ssh/sshd_config
register: sshd_config
",,511,dockpack,https://old-galaxy.ansible.com/dockpack/base_common,data/repos/dockpack/base_common/tasks/main.yml,name: Check presence of sshd_config file,"name: Check presence of sshd_config file

Answer: stat:
  path: /etc/ssh/sshd_config
register: sshd_config
",0.9060392379760742,0.5259891220999552
1050,fusiondirectory,"ansible.builtin.apt:
  name: ''
  state: present
with_items: fusiondirectoryfusiondirectory-schemafusiondirectory-plugin-webservicefusiondirectory-plugin-webservice-schema
",MIT,15,unamur,https://old-galaxy.ansible.com/unamur/fusiondirectory,data/repos/unamur/fusiondirectory/tasks/main.yml,name: Install fusion directory and other dependencies,"name: Install fusion directory and other dependencies.

Answer: package:
  name:
  - xorg-x11-drv-nvidia-driver
  state: present
",0.7382311820983887,0.2841191918475971
1051,avahi,"ansible.builtin.include_tasks: alpine.yml
when: ansible_os_family == ""Alpine""
",,414,mrlesmithjr,https://old-galaxy.ansible.com/mrlesmithjr/avahi,data/repos/mrlesmithjr/avahi/tasks/main.yml,name: Alpine related tasks,"name: Alpine related tasks

Answer: ansible.builtin.include_tasks: alpine.yml
when: ansible_os_family == ""Alpine""
",0.9329829216003418,0.6799609497242411
1052,tomcat,"user:
  name: tomcat
  group: tomcat
",,21,leaddevops,https://old-galaxy.ansible.com/leaddevops/tomcat,data/repos/leaddevops/tomcat/tasks/configure-user.yml,"name: add user ""tomcat""","name: add user ""tomcat""

Answer: user:
  name: tomcat
  home: /home/{{ tomcat_user_name }}
  group: tomcat
  comment: Tomcat Service User
  shell: /bin/nologin
  state: present
",0.8053445219993591,0.2021829313017359
1053,ansible-role-terraform,"  }}_linux_amd64.zip
unarchive:
  src: /tmp//terraform_{{ terraform_install_version | regex_replace('^v', '') }}_linux_amd64.zip
  dest: /tmp/
when: not( (terraform_install_version is undefined) or (terraform_install_version
  is none) or (terraform_install_version | trim | length == 0) ) and current_terraform_version.rc
  != 0
",MIT,36,ptavares,https://old-galaxy.ansible.com/ptavares/ansible-role-terraform,data/repos/ptavares/ansible-role-terraform/tasks/install.yml,"name: Unzip file terraform_{{ terraform_install_version | regex_replace('^v', '')","name: Unzip file terraform_{{ terraform_install_version | regex_replace('^v', '')
  }}.zip
",0.8275148272514343,0.060699018945329176
1054,ntp,"service:
  name: ntp
  state: started
  enabled: 'true'
",MIT,149,weareinteractive,https://old-galaxy.ansible.com/weareinteractive/ntp,data/repos/weareinteractive/ntp/tasks/config.yml,name: Configuring service,"name: Configuring service file hawtio.service

Answer: template:
  src: etc/systemd/system/hawtio.service
  dest: /etc/systemd/system/hawtio.service
notify: restart hawtio
",0.6680814027786255,0.1480364232203655
1055,wlroots,"ansible.builtin.include_vars: ''
with_first_found:
- .yml
- .yml
- main.yml
",,39,gnfzdz,https://old-galaxy.ansible.com/gnfzdz/wlroots,data/repos/gnfzdz/wlroots/statusbar/tasks/main.yml,name: Gather os specific variables,"name: Gather os specific variables

Answer: include_vars: ''
with_first_found:
- -.yml
-.yml
-.yml
tags: vars
",0.8300430774688721,0.4777617183935807
1056,dnsmasq,"ansible.builtin.assert:
  that:
  - dnsmasq_no_poll is defined
  - dnsmasq_no_poll is boolean
  quiet: true
","Apache-2.0-Short,Apache-2.0",1298,buluma,https://old-galaxy.ansible.com/buluma/dnsmasq,data/repos/buluma/dnsmasq/tasks/assert.yml,name: assert | Test if dnsmasq_no_poll is set correctly,"name: assert | Test if dnsmasq_no_poll is set correctly

Answer: ansible.builtin.assert:
  that:
  - dnsmasq_no_poll is defined
  - dnsmasq_no_poll is boolean
  quiet: true
",0.9341349005699158,0.6209702282948306
1057,ansible_rke,"file: path=/opt/rke-cluster/ state=directory mode=""a+rw""
",,8,hackwish,https://old-galaxy.ansible.com/hackwish/ansible_rke,data/repos/hackwish/ansible_rke/tasks/03-configure-cluster-rke.yml,name: Create RKE Cluster directory,"name: Create RKE Cluster directory

Answer: file:
  path: /opt/rke
  state: directory
  mode: 493
",0.8117299675941467,0.35177837593405853
1058,ansible_os_init,"package:
  name: ''
  state: present
  update_cache: true
with_items: ''
",,14,gnagano,https://old-galaxy.ansible.com/gnagano/ansible_os_init,data/repos/gnagano/ansible_os_init/tasks/common.yml,name: basic package install,"name: basic package install

Answer: apt:
  name: ''
  state: latest
  update_cache: true
  cache_valid_time: 3600
  install_recommends: false
vars:
  packages:
  - unzip
  - curl
become: true
",0.7571220993995667,0.28047992813320943
