,input,output,org_name,repo_name,license,path,download_link,download_count,starcoder-response,codebertscore,bleuscore
799,name: Installing required packages,"apt:
  name:
  - apt-transport-https
  - ca-certificates
  - curl
  - gnupg-agent
  - software-properties-common
  state: present
",pogosoftware,docker,MIT,data/repos/pogosoftware/docker/tasks/main.yml,https://old-galaxy.ansible.com/pogosoftware/docker,57,"name: Installing required packages

Answer: ansible.builtin.package:
  name: '{{ _lynis_packages[ansible_os_family] | default(_lynis_packages[''default''])
    }}'
  state: present
register: result
until: result is success
retries: 3
delay: 2
",0.6778050661087036,0.17881000457093352
800,name: Debian/Ubuntu Family | Downloading/Extracting archive for cni 1.3.0 to /opt/cni/bin,"ansible.builtin.unarchive:
  src: https://github.com/containernetworking/plugins/releases/download/v{{ cni_version
    }}/cni-plugins-{{ cni_os }}-{{ cni_arch }}-v{{ cni_version }}.tgz
  dest: /opt/cni/bin
  mode: '0755'
  remote_src: true
",darkwizard242,cni,MIT,data/repos/darkwizard242/cni/tasks/install_debian.yml,https://old-galaxy.ansible.com/darkwizard242/cni,3839,"name: Debian/Ubuntu Family | Downloading/Extracting archive for cni 1.3.0 to /opt/cni/bin

Answer: ansible.builtin.unarchive:
  src: https://github.com/containernetworking/plugins/releases/download/v{{ cni_version
    }}/cni-plugins-{{ cni_os }}-{{ cni_arch }}-v{{ cni_version }}.tgz
  dest: /opt/cni/bin
  extra_opts:
  - --strip-components=1
  remote_src: true
  owner: root
  group: root
  mode: '0755'
",0.8887580633163452,0.5877457138758662
801,name: Download and unarchive node_exporter into temporary location.,"unarchive:
  src: https://github.com/prometheus/node_exporter/releases/download/v{{ node_exporter_version
    }}/node_exporter-{{ node_exporter_version }}.linux-{{ node_exporter_arch }}.tar.gz
  dest: /tmp
  remote_src: true
  mode: 493
when: 'node_exporter_version_check.stdout is not defined or node_exporter_version
  not in node_exporter_version_check.stdout

  '
register: node_exporter_download_check
",sckol,node_exporter,MIT,data/repos/sckol/node_exporter/tasks/main.yml,https://old-galaxy.ansible.com/sckol/node_exporter,50,"name: Download and unarchive node_exporter into temporary location.

Answer: unarchive:
  src: https://github.com/prometheus/node_exporter/releases/download/v{{ node_exporter_version
    }}/{{ node_exporter_package }}
  dest: /tmp
  remote_src: true
  creates: '{{ node_exporter_temp_dir }}/{{ node_exporter_package }}'
when: node_exporter_force_reinstall or node_exporter_check is failed or ""node_exporter,
  version "" + node_exporter_version not in node_exporter_check.stdout
",0.8967618346214294,0.6829466149092205
802,name: check if edit server_name,"shell: grep ""fastcgi_param CAKE_ENV "" /
register: execute_edit_cake_env
failed_when: execute_edit_cake_env.rc not in [0, 1]
",gnagano,ansible_cakephp3_auto_settings,,data/repos/gnagano/ansible_cakephp3_auto_settings/tasks/nginx_default_env.yml,https://old-galaxy.ansible.com/gnagano/ansible_cakephp3_auto_settings,23,"name: check if edit server_name is set correctly

Answer: ansible.builtin.assert:
  that:
  - dnsmasq_server_names is iterable
  quiet: true
when:
- dnsmasq_server_names is defined
",0.6882396340370178,0.09624956469164199
803,name: Download consul archive Linux 32 bits,"get_url:
  url: https://releases.hashicorp.com/consul/latest/consul_latest_linux_386.zip
  dest: /tmp/consul-latest.zip
when: '''32'' in ansible_architecture and ''Linux'' == ansible_system'
",andrelohmann,consul,MIT,data/repos/andrelohmann/consul/tasks/download.yml,https://old-galaxy.ansible.com/andrelohmann/consul,9,"name: Download consul archive Linux 32 bits

Answer: get_url:
  url: https://releases.hashicorp.com/consul/{{ consul_version }}/consul_{{ consul_version
    }}_linux_386.zip
  dest: /tmp/consul-1.9.4.zip
when: '''32'' in ansible_architecture and ''Linux'' == ansible_system'
",0.9137552976608276,0.6215465573937796
804,name: Add sources.,"lineinfile:
  path: /etc/apt/sources.list.d/.list
  line: ''
  state: present
  mode: 288
  create: true
become: true
changed_when: false
when:
- not ansible_check_mode
- unified is not variable_empty
- item.name is defined
- item.repo is defined
with_items: ''
",constrict0r,sourcez,MIT,data/repos/constrict0r/sourcez/tasks/main.yml,https://old-galaxy.ansible.com/constrict0r/sourcez,1992,"name: Add sources.list

Answer: ansible.builtin.copy:
  src: sources.list
  dest: /etc/apt/sources.list
  owner: root
  group: root
  mode: '0644'
",0.7319196462631226,0.21616948719267767
805,name: build | install runtime dependencies,"action: ' name= state=present'
become: true
when: (task_version_installed is defined and task_version_installed.rc != 0)
with_items: fontconfigfreetypeglibclibstdc++libX11libXextlibXrenderopensslxorg-x11-fonts-Type1xorg-x11-fonts-75dpizlib
",ansiblebit,wkhtmltopdf,,data/repos/ansiblebit/wkhtmltopdf/tasks/source/main.yml,https://old-galaxy.ansible.com/ansiblebit/wkhtmltopdf,717,"name: build | install runtime dependencies

Answer: become: true
apt:
  name:
  - build-essential
  - libssl-dev
  - zlib1g-dev
  - libbz2-dev
  - libreadline-dev
  - libsqlite3-dev
  - wget
  - curl
  - llvm
  - libncurses5-dev
  - xz-utils
  - tk-dev
  - libffi-dev
  - liblzma-dev
  state: present
",0.7181960940361023,0.2072291012462223
806,name: Ensure Kernel Source is installed.,"package:
  name: kernel-devel
  state: present
",stacktonic,r1soft,,data/repos/stacktonic/r1soft/tasks/setup-RedHat.yml,https://old-galaxy.ansible.com/stacktonic/r1soft,14,"name: Ensure Kernel Source is installed.

Answer: apt:
  name: linux-source
  state: present
",0.8239599466323853,0.3332058513965177
807,name: Set directslave configuration directory,"set_fact:
  directslave_host_config_path: ''
when:
- directslave_config_check.results[0] is defined
- directslave_config_check.results[0].stat is defined
- directslave_config_check.results[0].stat.isdir
",overskylab,directslave,MIT,data/repos/overskylab/directslave/tasks/directslave_search_config.yml,https://old-galaxy.ansible.com/overskylab/directslave,10,"name: Set directslave configuration directory

Answer: set_fact:
  directslave_config_dir: /etc/consul.d/directslave
when: consul_role == 'directslave'
",0.7680982351303101,0.40108309528581004
808,name: Skip Install if AWX 6.1.0 is Installed,"set_fact:
  awx_debian_build: false
when:
- awx_installed.stat.exists
- awx_version.stdout is defined
- awx_version.stdout == awx_debian_ver
check_mode: false
",djangoxv,awx_debian,,data/repos/djangoxv/awx_debian/tasks/prereqs.yml,https://old-galaxy.ansible.com/djangoxv/awx_debian,72,"name: Skip Install if AWX 6.1.0 is Installed

Answer: ansible.builtin.fail:
  msg: AWX 6.1.0 is already installed. Please upgrade to AWX 6.2.0 or greater.
when: awx_current_version.stdout | version_compare('6.1.0', '>=')
",0.7365992069244385,0.2709210794503973
809,name: Install curl,"apt:
  name: ''
  state: latest
  dpkg_options: force-confnew,force-confdef
  autoclean: true
  autoremove: true
  update_cache: true
  cache_valid_time: 3600
vars:
  packages:
  - curl
",andrelohmann,kubectl,MIT,data/repos/andrelohmann/kubectl/tasks/main.yml,https://old-galaxy.ansible.com/andrelohmann/kubectl,30,"name: Install curl

Answer: apt:
  name: curl
  state: present
",0.7059781551361084,0.07716614969098193
810,name: Empty the folder if not already empty,"command: rm -f /haproxy/listen.d/*.cfg
",scottrobertson,haproxy,,data/repos/scottrobertson/haproxy/tasks/main.yml,https://old-galaxy.ansible.com/scottrobertson/haproxy,21,"name: Empty the folder if not already empty

Answer: file:
  path: ''
  state: absent
when:
- not ansible_check_mode
- current_folder.stat.files|length > 0
changed_when: false
",0.6359924674034119,4.422611346996878e-155
811,name: urls.py,"notify: reload supervisor
template:
  src: ../templates/openwisp2/urls.py
  dest: /opt/openwisp2/openwisp2/urls.py
  owner: www-data
  group: www-data
",dimpolissiou,openwisp2,,data/repos/dimpolissiou/openwisp2/tasks/django.yml,https://old-galaxy.ansible.com/dimpolissiou/openwisp2,19,"name: urls.py

Answer: template:
  src: urls.py.j2
  dest: '{{ django_project_directory }}/{{ django_project_name }}/urls.py'
  owner: www-data
  group: www-data
  mode: 420
",0.8399230241775513,0.4686583519307919
812,name: Ensure directory exist,"become: true
file:
  group: www-data
  owner: www-data
  path: ''
  state: directory
  recurse: true
",dzangolab,docker_services,MIT,data/repos/dzangolab/docker_services/tasks/main.yml,https://old-galaxy.ansible.com/dzangolab/docker_services,39,"name: Ensure directory exist

Answer: file:
  path: /opt/cerebro-0.8.2
  state: directory
  owner: root
  group: root
  mode: 493
",0.7464687824249268,0.46330864387405507
813,name: copy wls-silent.xml,"template:
  src: wls-silent.xml.j2
  dest: '{{ mountpoint }}/tmp/wls-silent.xml'
when: wlssilent.stat.isfile is not defined
",danielino,weblogic,,data/repos/danielino/weblogic/tasks/weblogic.yml,https://old-galaxy.ansible.com/danielino/weblogic,88,"name: copy wls-silent.xml

Answer: copy:
  src: wls-silent.xml
  dest: '{{ oracle.home_dir }}/product/middleware/user_projects/domains/base_domain/bin/wls-silent.xml'
  owner: oracle
  group: oinstall
  mode: 416
become: true
",0.7981230616569519,0.3170475178672009
814,name: create '/etc/zabbix/zabbix_agentd.conf.d/' directory,"become: true
file:
  path: /etc/zabbix/zabbix_agentd.conf.d/
  state: directory
",chusiang,zabbix-agent,MIT,data/repos/chusiang/zabbix-agent/tasks/use-yum.yml,https://old-galaxy.ansible.com/chusiang/zabbix-agent,82,"name: create '/etc/zabbix/zabbix_agentd.conf.d/' directory

Answer: file:
  path: /etc/zabbix/zabbix_agentd.conf.d/
  state: directory
  mode: '0755'
",0.9017165303230286,0.47342834399521416
815,name: Creating an Overlay Network to connect worker nodes,"command: kubectl apply -f /root/kube-flannel.yml
",sainadh086,k8ssetup,,data/repos/sainadh086/k8ssetup/tasks/master_setup.yml,https://old-galaxy.ansible.com/sainadh086/k8ssetup,14,"name: Creating an Overlay Network to connect worker nodes to the Docker Swarm Manager

Answer: command: 'docker network create --driver  --driver-opts overlay.subnet=172.21.0.1/16  '
args:
  creates: /var/lib/docker/overlay2/
",0.6943419575691223,0.0649290501574065
816,name: check for installation in {{ etcd_install_dir }}/{{ etcd_name }},"become: true
stat:
  path: '{{ etcd_install_dir }}/{{ etcd_name }}'
changed_when: false
register: etcd_binary_dir
",andrewrothstein,etcd,MIT,data/repos/andrewrothstein/etcd/tasks/main.yml,https://old-galaxy.ansible.com/andrewrothstein/etcd,395077,"name: check for installation in {{ etcd_install_dir }}/{{ etcd_name }}

Answer: become: true
stat:
  path: '{{ etcd_install_dir }}/{{ etcd_name }}'
changed_when: false
register: etcd_binary
",0.9129329919815063,0.5847305856815215
817,name: make sure that files/directories that are going to be symlinks do not exist,"file: 'path= state=absent force=yes

  '
with_items:
- /log
- /public/assets
- /tmp/pids
",kunik,deploy-update-code-git,,data/repos/kunik/deploy-update-code-git/tasks/main.yml,https://old-galaxy.ansible.com/kunik/deploy-update-code-git,52,"name: make sure that files/directories that are going to be symlinks do not exist

Answer: file:
  path: ''
  state: absent
with_items:
- /usr/local/bin/node_exporter
- /etc/systemd/system/node_exporter.service
- /var/log/node_exporter
- /var/lib/node_exporter
when: 'node_exporter_install_method == ""binary""'
",0.756686806678772,0.1517458378250281
818,name: Download Elasticsearch deb,"get_url: url=https://download.elasticsearch.org/elasticsearch/elasticsearch/elasticsearch-0.90.5.deb
  dest=/tmp/elasticsearch-0.90.5.deb mode=0440
when: version_exists.stdout == 'no'
",nfelsen,elasticsearch,,data/repos/nfelsen/elasticsearch/tasks/main.yml,https://old-galaxy.ansible.com/nfelsen/elasticsearch,19,"name: Download Elasticsearch deb

Answer: get_url: url=http://packages.elasticsearch.org/elasticsearch/1.4/debian/elasticsearch-1.4.deb
  dest=/tmp/elasticsearch-1.4.deb
",0.8922927379608154,0.637803308455113
819,name: Define configuracao do servidor MySQL no RedHat/CentOS,"when: ansible_os_family == ""RedHat""
template:
  src: mysql-redhat.cnf.j2
  dest: /etc/my.cnf.d/server.cnf
  owner: root
  group: root
  mode: 420
notify:
- Restart MySQL
tags: banco
",gavarito,mysql_server,,data/repos/gavarito/mysql_server/tasks/configure.yml,https://old-galaxy.ansible.com/gavarito/mysql_server,17,"name: Define configuracao do servidor MySQL no RedHat/CentOS

Answer: include: redhat/config.yml
when: ansible_os_family == 'RedHat'
",0.7420410513877869,0.31049665607483473
820,name: Start test container prior to final scan,"docker_container:
  name: test_nginx
  image: nginx
  state: started
",wojciechowskipiotr,docker-cis-hardening,GPL-3.0-only,data/repos/wojciechowskipiotr/docker-cis-hardening/tasks/finish.yml,https://old-galaxy.ansible.com/wojciechowskipiotr/docker-cis-hardening,29,"name: Start test container prior to final scan

Answer: docker_container:
  name: test
  image: busybox
  state: started
",0.8371361494064331,0.47048730529237026
821,name: Update apt cache,"apt: update_cache=yes
",f-s-v,railsbox-image,,data/repos/f-s-v/railsbox-image/tasks/main.yml,https://old-galaxy.ansible.com/f-s-v/railsbox-image,11,"name: Update apt cache

Answer: apt:
  update_cache: true
when: ansible_os_family == ""Debian""
",0.7730749845504761,0.16194206384798873
822,name: Add MsSQL command line tools repo,"yum_repository:
  name: mssql-cli-tools
  description: MsSQL ommand line prod tools repo
  file: /etc/yum.repos.d/msprod.repo
  baseurl: https://packages.microsoft.com/rhel/7/prod/
  gpgkey: https://packages.microsoft.com/keys/microsoft.asc
  gpgcheck: true
",michaellessard,mssql,,data/repos/michaellessard/mssql/tasks/main.yml,https://old-galaxy.ansible.com/michaellessard/mssql,41,"name: Add MsSQL command line tools repo

Answer: yum_repository:
  name: mssql-tools-ci
  description: Microsoft SQL Server command line tools
  baseurl: https://packages.microsoft.com/yumrepos/ms-mssql-tools-ci-rpms
  gpgkey: https://packages.microsoft.com/keys/microsoft.asc
  gpgcheck: true
  enabled: true
when:
- ansible_distribution == ""CentOS""
- ansible_distribution_major_version == ""7""
",0.8646871447563171,0.5370563535594155
823,name: Add Docker repository.,"get_url:
  url: https://download.docker.com/linux/centos/docker-{{ docker_edition }}.repo
  dest: /etc/yum.repos.d/docker-ce.repo
  owner: root
  group: root
  mode: 420
",michft,docker,MIT,data/repos/michft/docker/tasks/setup-RedHat.yml,https://old-galaxy.ansible.com/michft/docker,23,"name: Add Docker repository.

Answer: ansible.builtin.apt_repository:
  repo: deb [arch=] https://download.docker.com/linux/ubuntu  stable
  state: present
  filename: docker
  update_cache: true
",0.774664580821991,0.3944274391725161
824,name: checksum files,"include: compare.yml file1= file2=
loop: '{''content_id'': ''La'', ''type'': ''composite-blueprint'', ''pathvra'': ''/var/tmp/vra_composite_blueprint/'',
  ''destvra'': ''/var/tmp/vra_composite_blueprint/La.yaml'', ''src'': ''composite-blueprint/La.yaml'',
  ''destans'': ''/var/tmp/ans_composite_blueprint/La.yaml'', ''pathans'': ''/var/tmp/ans_composite_blueprint''}{''content_id'':
  ''rh'', ''type'': ''composite-blueprint'', ''pathvra'': ''/var/tmp/vra_composite_blueprint/'',
  ''destvra'': ''/var/tmp/vra_composite_blueprint/rh.yaml'', ''src'': ''composite-blueprint/rh.yaml'',
  ''destans'': ''/var/tmp/ans_composite_blueprint/rh.yaml'', ''pathans'': ''/var/tmp/ans_composite_blueprint''}{''content_id'':
  ''08'', ''type'': ''xaas-blueprint'', ''pathvra'': ''/var/tmp/vra_xaas_blueprint/'',
  ''destvra'': ''/var/tmp/vra_xaas_blueprint/08.yaml'', ''src'': ''xaas-blueprint/08.yaml'',
  ''destans'': ''/var/tmp/ans_xaas_blueprint/08.yaml'', ''pathans'': ''/var/tmp/ans_xaas_blueprint''}{''content_id'':
  ''4b'', ''type'': ''xaas-blueprint'', ''pathvra'': ''/var/tmp/vra_xaas_blueprint/'',
  ''destvra'': ''/var/tmp/vra_xaas_blueprint/4b.yaml'', ''src'': ''xaas-blueprint/4b.yaml'',
  ''destans'': ''/var/tmp/ans_xaas_blueprint/4b.yaml'', ''pathans'': ''/var/tmp/ans_xaas_blueprint''}'
",dapiced,vmware_vra_blue_print_compare,,data/repos/dapiced/vmware_vra_blue_print_compare/tasks/main.yml,https://old-galaxy.ansible.com/dapiced/vmware_vra_blue_print_compare,12,"name: checksum files

Answer: ansible.builtin.command: sha256sum /opt/prometheus/dist/alertmanager-0.21.0.linux-amd64/alertmanager
changed_when: false
register: alertmanager_binary_checksum
",0.6107762455940247,0.0003473331109674869
825,name: Resynchronize the package index files from their sources,"apt:
  update_cache: true
",ohing504,ros-installation,MIT,data/repos/ohing504/ros-installation/tasks/main.yml,https://old-galaxy.ansible.com/ohing504/ros-installation,22,"name: Resynchronize the package index files from their sources

Answer: apt:
  update_cache: true
when: apt_sources_file.changed
",0.7651574611663818,0.1919639254034823
826,name: Instala pacotes base no RedHat/CentOS,"when: ansible_os_family == ""RedHat""
yum:
  name: tzdatabind-utilsunzipbzip2vim-enhancedmlocatehtopnfs-utils
  state: present
tags: packages
",brunopisca,confbase,,data/repos/brunopisca/confbase/tasks/packages.yml,https://old-galaxy.ansible.com/brunopisca/confbase,17,"name: Instala pacotes base no RedHat/CentOS

Answer: yum:
  name:
  - git
  - gcc
  - make
  - autoconf
  - automake
  - libtool
  - bzip2
  - libffi-devel
  - openssl-devel
  - curl
  - tar
  - bzip2-devel
  - libffi-devel
  - openssl-devel
  - curl-devel
  - readline-devel
  - sqlite-devel
  - gdbm-devel
  - libdb
  - libdb-devel
  - libdb
  - libdb-devel
  state: present
become: true
when: ansible_os_family == ""RedHat""
",0.7101752161979675,0.20002751122419343
827,name: Ensure packages present,"apt: name= state=present update_cache=yes cache_valid_time=3600
with_items:
- apache2
- memcached
- libgcrypt11-dev
- zlib1g-dev
- libapache2-mod-php5
- php5-sasl
- php5-mcrypt
- php5-memcache
- php5-memcached
- php5-mysql
- php5-ldap
- php5-gd
- acl
become: true
",cybera,ssp_install,,data/repos/cybera/ssp_install/tasks/main.yml,https://old-galaxy.ansible.com/cybera/ssp_install,51,"name: Ensure packages present

Answer: ansible.builtin.package:
  name: '{{ _dns_packages[ansible_os_family] | default(_dns_packages[''default''])
    }}'
  state: present
",0.6737003326416016,0.10302823158258763
828,name: Define memcached_user.,"set_fact:
  memcached_user: memcached
when: memcached_user is not defined
",yfix,memcached,,data/repos/yfix/memcached/tasks/main.yml,https://old-galaxy.ansible.com/yfix/memcached,1318,"name: Define memcached_user.

Answer: set_fact:
  memcached_user: ''
when: memcached_user is not defined
",0.9240280985832214,0.6781477136761881
829,name: Install apt packages,"apt:
  name:
  - postgresql
  - postgresql-client
  - postgresql-doc
  - libpq-dev
  - python3-psycopg2
register: apt
",stuvusit,postgresql,,data/repos/stuvusit/postgresql/tasks/install.yml,https://old-galaxy.ansible.com/stuvusit/postgresql,16,"name: Install apt packages

Answer: apt:
  name: ''
  state: present
  update_cache: true
vars:
  packages:
  - apt-transport-https
  - software-properties-common
",0.7555432319641113,0.2610107844897839
830,name: Drop InfluxDB Config(s),"template:
  src: ''
  dest: ''
  owner: ''
  group: ''
  mode: '0644'
with_items:
- src: influxdb.conf.j2
  dest: /etc/influxdb/influxdb.conf
  owner: root
  group: root
- src: influxdb.j2
  dest: /etc/default/influxdb
  owner: root
  group: root
register: influxdb_config
",grycap,influxdb,"Apache-2.0-Short,Apache-2.0",data/repos/grycap/influxdb/tasks/main.yml,https://old-galaxy.ansible.com/grycap/influxdb,195,"name: Drop InfluxDB Config(s)

Answer: file:
  path: ''
  state: absent
with_items: ''
notify: Restart InfluxDB
",0.7172738909721375,0.10084520957532589
831,name: use vi-mode in bash,"become: true
lineinfile:
  dest: /etc/bash.bashrc
  line: set -o vi
",chusiang,vim-and-vi-mode,MIT,data/repos/chusiang/vim-and-vi-mode/tasks/use-apt.yml,https://old-galaxy.ansible.com/chusiang/vim-and-vi-mode,902,"name: use vi-mode in bash

Answer: become: true
lineinfile:
  dest: /etc/bashrc
  line: set -o vi
",0.8969858884811401,0.6628518517665671
832,name: Create /.kube directory,"file:
  path: $HOME/.kube
  state: directory
",samriddhimishra,k8smultinodecluster,,data/repos/samriddhimishra/k8smultinodecluster/kube_master/tasks/debian.yml,https://old-galaxy.ansible.com/samriddhimishra/k8smultinodecluster,31,"name: Create /.kube directory

Answer: ansible.builtin.file:
  path: /root/.kube
  state: directory
  owner: root
  group: root
  mode: 493
become: true
",0.7965659499168396,0.24378413837008261
833,name: Nginx Modules - Make sure the naxsi_module configuration is up to date,"copy:
  src: files/naxsi_core.rules
  dest: /etc/nginx/naxsi_core.rules
  owner: root
  group: root
  mode: 420
",newloong,trellis-nginx-build,MIT,data/repos/newloong/trellis-nginx-build/tasks/modules/naxsi_module.yml,https://old-galaxy.ansible.com/newloong/trellis-nginx-build,155,"name: Nginx Modules - Make sure the naxsi_module configuration is up to date

Answer: template:
  src: templates/modules.conf.j2
  dest: /etc/nginx/conf.d/modules.conf
  owner: root
  group: root
  mode: 420
notify:
- Restart Nginx
",0.8181139230728149,0.36177361676679054
834,name: install requirements,"ansible.builtin.package:
  name: '{{ _hostname_requirements[ansible_distribution ~ ''-'' ~ ansible_distribution_major_version]
    | default(_hostname_requirements[ansible_distribution] | default(_hostname_requirements[''default'']
    )) }}'
  state: present
",mikepadge,hostname,"Apache-2.0-Short,Apache-2.0",data/repos/mikepadge/hostname/tasks/main.yml,https://old-galaxy.ansible.com/mikepadge/hostname,9,"name: install requirements

Answer: ansible.builtin.package:
  name: '{{ _mediawiki_requirements[ansible_os_family] | default(_mediawiki_requirements[''default''])
    }}'
  state: present
",0.8693852424621582,0.5172959145071355
835,name: Open public services,"firewalld:
  zone: public
  permanent: true
  immediate: true
  service: ''
  state: enabled
with_items: ''
",pinkeen,firewalld,,data/repos/pinkeen/firewalld/tasks/main.yml,https://old-galaxy.ansible.com/pinkeen/firewalld,202,"name: Open public services

Answer: firewalld:
  zone: public
  service: ''
  permanent: true
  immediate: true
  state: enabled
notify: restart firewalld
with_items:
- '{{ open_public_services }}'
",0.8732566237449646,0.5290258861608741
836,name: Allow SSH through UFW,"ufw: rule=""allow"" name=""OpenSSH""
",l-p,server-init,MIT,data/repos/l-p/server-init/tasks/misc.yml,https://old-galaxy.ansible.com/l-p/server-init,14,"name: Allow SSH through UFW

Answer: ufw: rule=allow name=OpenSSH state=enabled
when: not ssh_allow_from_all_hosts
",0.7708463072776794,0.19141017266431493
837,name: config_squid_transparent_proxy | ensuring ferm is installed (RedHat),"yum:
  name: ferm
  state: present
become: true
register: result
until: result is successful
when: ansible_os_family == ""RedHat""
",anon8675309,ansible_squid,,data/repos/anon8675309/ansible_squid/tasks/config_squid_transparent_proxy.yml,https://old-galaxy.ansible.com/anon8675309/ansible_squid,9,"name: config_squid_transparent_proxy | ensuring ferm is installed (RedHat)

Answer: ansible.builtin.yum:
  name: ferm
  state: present
become: true
register: result
until: result is successful
when: ansible_os_family == ""RedHat""
",0.8896153569221497,0.5604247801057635
838,name: Copy nginx configuration,"template:
  backup: ''
  src: nginx-server.conf.j2
  dest: /usr/local/etc/nginx/includes/{{ jail_name }}-wordpress.conf
notify:
- Reload  nginx
",joergfiedler,freebsd-jailed-wordpress,,data/repos/joergfiedler/freebsd-jailed-wordpress/tasks/nginx-server.yml,https://old-galaxy.ansible.com/joergfiedler/freebsd-jailed-wordpress,69,"name: Copy nginx configuration

Answer: template:
  src: nginx.conf.j2
  dest: /etc/nginx/nginx.conf
  owner: root
  group: root
  mode: 420
notify: Restart nginx
",0.8430006504058838,0.4715796752274066
839,name: Enable for admin only | Check if group exists,"command: /usr/sbin/dseditgroup -o read -n /Local/Default -q com.apple.access_ssh
register: access_exists
changed_when: false
ignore_errors: true
",ants-framework,macos_ssh,GPL-3.0-only,data/repos/ants-framework/macos_ssh/tasks/ssh_for_admin.yml,https://old-galaxy.ansible.com/ants-framework/macos_ssh,145,"name: Enable for admin only | Check if group exists

Answer: stat:
  path: /etc/group
register: group_file
",0.7322717905044556,0.20714301978780014
840,name: Create nagcmd group,"group: name=nagcmd state=present
",networklore,nagios,,data/repos/networklore/nagios/tasks/main.yml,https://old-galaxy.ansible.com/networklore/nagios,818,"name: Create nagcmd group

Answer: ansible.builtin.group:
  name: nagcmd
  state: present
",0.8385010361671448,0.2766759477944177
841,name: command with arguments,"lilatomic.azcli.cli:
  cmd: account set
  args:
    s: ''
",lilatomic,azcli,,data/repos/lilatomic/azcli/integration/targets/action_cli/tasks/main.yml,https://old-galaxy.ansible.com/lilatomic/azcli,2133,"name: command with arguments

Answer: oracle_sql:
  service_name: XEPDB1
  username: SYS
  password: password
  mode: sysdba
  script: 'create user foo identified by ""password"";

    grant create session to foo;

    grant create table to foo;

    grant create view to foo;

    grant create synonym to foo;

    grant create materialized view to foo;

    grant create sequence to foo;

    grant create directory to foo;

    grant create procedure to foo;

    grant create function to foo;

    grant create trigger to foo;

    grant create job to foo;

    '
register: _
failed_when: _.failed or 'create user foo identified by' not in _.ddls[0]
",0.615851104259491,0.027304841497511362
842,name: ensure apache service is start (RedHat os family),"service:
  name: httpd
  state: started
  enabled: true
when: ansible_facts['os_family'] == ""RedHat""
",medsalahmeddeb,web_role,,data/repos/medsalahmeddeb/web_role/tasks/main.yml,https://old-galaxy.ansible.com/medsalahmeddeb/web_role,10,"name: ensure apache service is start (RedHat os family)

Answer: service:
  name: httpd
  state: started
  enabled: true
when: ansible_os_family == ""RedHat""
",0.8998472690582275,0.5729652065208697
843,name: Check if packages are installed in ~/.local,"stat:
  path: '{{ ansible_env.HOME }}/.local/lib/python2.7/site-packages/'
register: aws_tools_local_packages
with_items:
- awscli
- aws-shell
become: false
",markosamuli,aws_tools,MIT,data/repos/markosamuli/aws_tools/tasks/remove_local_install.yml,https://old-galaxy.ansible.com/markosamuli/aws_tools,1174,"name: Check if packages are installed in ~/.local/bin

Answer: stat:
  path: ''
with_items: '{''name'': ''beanstalkd'', ''executable'': ''beanstalkd'', ''plugin'':
  ''beanstalkd.beanstalkd''}'
register: binary_locations
",0.7519829869270325,0.3106596803536377
844,name: Install firewall profile default,"include_tasks: install.yml
when: firewall_remove is falsy
",katomaso,firewall,MIT,data/repos/katomaso/firewall/tasks/main.yml,https://old-galaxy.ansible.com/katomaso/firewall,4,"name: Install firewall profile default

Answer: ansible.builtin.import_tasks: firewall-profile-default.yml
when:
- ansible_facts['os_family'] == ""RedHat""
- firewall_profile_default | bool
",0.7491761445999146,0.18379628698635683
845,name: Installing Required Softwares for HDFS Clsuter configuration,"include: install.yml
when: ansible_os_family in ['RedHat','CentOS']
",ajaypathak372,ansible_hadoop,,data/repos/ajaypathak372/ansible_hadoop/tasks/main.yml,https://old-galaxy.ansible.com/ajaypathak372/ansible_hadoop,15,"name: Installing Required Softwares for HDFS Clsuter configuration

Answer: ansible.builtin.package:
  name: sssdrealmdoddjoboddjob-mkhomediradclisamba-commonsamba-common-toolskrb5-workstationopenldap-clientspython3-pip
  state: present
environment: ''
when:
- use_proxy is defined
- use_proxy
",0.6739747524261475,0.0894552169774929
846,name: Install phpMemcachedAdmin,"unarchive:
  src: https://github.com/elijaa/phpmemcachedadmin/archive/1.3.0.tar.gz
  dest: /var/www/phpmemcachedadmin/
  remote_src: true
  extra_opts: --strip-components=1
  mode: '0755'
tags:
- memcached
",evogalaxy,memcached,,data/repos/evogalaxy/memcached/tasks/phpmemcachedadmin.yml,https://old-galaxy.ansible.com/evogalaxy/memcached,14,"name: Install phpMemcachedAdmin

Answer: apt: pkg=php5-memcached=3.0.4-1ubuntu3.10 state=present
when: '''php5-memcached'' not in php_modules.stdout'
",0.716846764087677,0.21296514071672165
847,name: create cronjob to update composer,"cron:
  name: PHP composer update
  minute: 55
  hour: 4
  user: root
  job: /usr/local/bin/composer selfupdate --quiet --no-interaction
  cron_file: php-composer-update
",mejo-,php-composer,GPL-3.0-only,data/repos/mejo-/php-composer/tasks/main.yml,https://old-galaxy.ansible.com/mejo-/php-composer,14,"name: create cronjob to update composer

Answer: cron:
  name: composer update
  minute: '*/5'
  job: /usr/local/bin/composer update
when: laravel_update_composer
",0.8403903841972351,0.6027294670473751
