,repo_name,license,input,download_link,download_count,output,path,org_name,starcoder-response,codebertscore,bleuscore
836,server-init,MIT,name: Allow SSH through UFW,https://old-galaxy.ansible.com/l-p/server-init,14,"ufw: rule=""allow"" name=""OpenSSH""
",data/repos/l-p/server-init/tasks/misc.yml,l-p,"name: Allow SSH through UFW

Answer: ansible.posix.ufw:
  rule: allow
  port: ''
  proto: ''
loop:
- port: 22
  proto: tcp
  state: present
- port: 2376
  proto: tcp
  state: present
- port: 2377
  proto: tcp
  state: present
- port: 7946
  proto: tcp
  state: present
- port: 7946
  proto: udp
  state: present
when: ansible_os_family == ""Debian""
",0.6701576709747314,0.04019330509150315
837,ansible_squid,,name: config_squid_transparent_proxy | ensuring ferm is installed (RedHat),https://old-galaxy.ansible.com/anon8675309/ansible_squid,9,"yum:
  name: ferm
  state: present
become: true
register: result
until: result is successful
when: ansible_os_family == ""RedHat""
",data/repos/anon8675309/ansible_squid/tasks/config_squid_transparent_proxy.yml,anon8675309,"name: config_squid_transparent_proxy | ensuring ferm is installed (RedHat)

Answer: ansible.builtin.yum:
  name: ferm
  state: present
become: true
register: result
until: result is successful
when: ansible_os_family == ""RedHat""
",0.8896153569221497,0.5604247801057635
838,freebsd-jailed-wordpress,,name: Copy nginx configuration,https://old-galaxy.ansible.com/joergfiedler/freebsd-jailed-wordpress,69,"template:
  backup: ''
  src: nginx-server.conf.j2
  dest: /usr/local/etc/nginx/includes/{{ jail_name }}-wordpress.conf
notify:
- Reload  nginx
",data/repos/joergfiedler/freebsd-jailed-wordpress/tasks/nginx-server.yml,joergfiedler,"name: Copy nginx configuration

Answer: template:
  src: nginx.conf.j2
  dest: /etc/nginx/nginx.conf
  owner: root
  group: root
  mode: 420
notify: Restart nginx
",0.8430005311965942,0.4715796752274066
839,macos_ssh,GPL-3.0-only,name: Enable for admin only | Check if group exists,https://old-galaxy.ansible.com/ants-framework/macos_ssh,145,"command: /usr/sbin/dseditgroup -o read -n /Local/Default -q com.apple.access_ssh
register: access_exists
changed_when: false
ignore_errors: true
",data/repos/ants-framework/macos_ssh/tasks/ssh_for_admin.yml,ants-framework,"name: Enable for admin only | Check if group exists

Answer: ansible.builtin.stat:
  path: /etc/vsftpd/vsftpd.conf
register: vsftpd_systemd_check
when: vsftpd_systemd_service_name == 'vsftpd'
",0.7136626839637756,0.21325554103335986
840,nagios,,name: Create nagcmd group,https://old-galaxy.ansible.com/networklore/nagios,818,"group: name=nagcmd state=present
",data/repos/networklore/nagios/tasks/main.yml,networklore,"name: Create nagcmd group

Answer: ansible.builtin.group:
  name: nagcmd
  state: present
",0.8385010361671448,0.2766759477944177
841,azcli,,name: command with arguments,https://old-galaxy.ansible.com/lilatomic/azcli,2133,"lilatomic.azcli.cli:
  cmd: account set
  args:
    s: ''
",data/repos/lilatomic/azcli/integration/targets/action_cli/tasks/main.yml,lilatomic,"name: command with arguments

Answer: lucasheld.uptime_kuma.command:
  api_url: http://127.0.0.1:3001
  api_username: admin
  api_password: secret123
  api_timeout: 1
  api_wait_events: 0.01
  command: UptimeKuma.GetCommands
  payload: '{''command'': ''uptime''}'
register: uptime
",0.6600630283355713,0.06654956177127563
842,web_role,,name: ensure apache service is start (RedHat os family),https://old-galaxy.ansible.com/medsalahmeddeb/web_role,10,"service:
  name: httpd
  state: started
  enabled: true
when: ansible_facts['os_family'] == ""RedHat""
",data/repos/medsalahmeddeb/web_role/tasks/main.yml,medsalahmeddeb,"name: ensure apache service is start (RedHat os family)

Answer: service: name=apache2 state=started
when: ansible_os_family == ""RedHat""
",0.8377537131309509,0.4676125291629847
843,aws_tools,MIT,name: Check if packages are installed in ~/.local,https://old-galaxy.ansible.com/markosamuli/aws_tools,1174,"stat:
  path: '{{ ansible_env.HOME }}/.local/lib/python2.7/site-packages/'
register: aws_tools_local_packages
with_items:
- awscli
- aws-shell
become: false
",data/repos/markosamuli/aws_tools/tasks/remove_local_install.yml,markosamuli,"name: Check if packages are installed in ~/.local

Answer: stat:
  path: /.local/bin//
register: rvm1_install_pkgs
with_items:
- rvm1
when: rvm1_install_binaries
",0.7740939259529114,0.4260864234864951
844,firewall,MIT,name: Install firewall profile default,https://old-galaxy.ansible.com/katomaso/firewall,4,"include_tasks: install.yml
when: firewall_remove is falsy
",data/repos/katomaso/firewall/tasks/main.yml,katomaso,"name: Install firewall profile default rules

Answer: ansible.builtin.copy:
  src: firewall.default
  dest: /etc/firewall/firewall.default
  owner: root
  group: root
  mode: 420
notify: Restart firewall
",0.6804435849189758,0.10404660303254035
845,ansible_hadoop,,name: Installing Required Softwares for HDFS Clsuter configuration,https://old-galaxy.ansible.com/ajaypathak372/ansible_hadoop,15,"include: install.yml
when: ansible_os_family in ['RedHat','CentOS']
",data/repos/ajaypathak372/ansible_hadoop/tasks/main.yml,ajaypathak372,"name: Installing Required Softwares for HDFS Clsuter configuration

Answer: yum: name= state=present
with_items:
- zsh
- vim
- curl
- wget
- jq
- java-1.8.0-openjdk
- java-1.8.0-openjdk-devel
- java-11-openjdk
- java-11-openjdk-devel
when: ansible_os_family == 'RedHat'
become: true
become_method: sudo
",0.705406904220581,0.13854562293893097
846,memcached,,name: Install phpMemcachedAdmin,https://old-galaxy.ansible.com/evogalaxy/memcached,14,"unarchive:
  src: https://github.com/elijaa/phpmemcachedadmin/archive/1.3.0.tar.gz
  dest: /var/www/phpmemcachedadmin/
  remote_src: true
  extra_opts: --strip-components=1
  mode: '0755'
tags:
- memcached
",data/repos/evogalaxy/memcached/tasks/phpmemcachedadmin.yml,evogalaxy,"name: Install phpMemcachedAdmin

Answer: tags: phpMemcachedAdmin
git: repo=https://github.com/phpMemcachedAdmin/phpMemcachedAdmin.git dest=/tmp/phpMemcachedAdmin
  version=1.0.2
notify: restart webserver
",0.7942982912063599,0.3728087894669001
847,php-composer,GPL-3.0-only,name: create cronjob to update composer,https://old-galaxy.ansible.com/mejo-/php-composer,14,"cron:
  name: PHP composer update
  minute: 55
  hour: 4
  user: root
  job: /usr/local/bin/composer selfupdate --quiet --no-interaction
  cron_file: php-composer-update
",data/repos/mejo-/php-composer/tasks/main.yml,mejo-,"name: create cronjob to update composer as root

Answer: cron:
  name: update composer as root
  minute: '0'
  hour: '1'
  job: /usr/local/bin/composer self-update --no-interaction --no-dev
  user: root
when: php_composer_update_as_root | default(False)
",0.8828431963920593,0.5354649823411892
848,appmgr-app,MIT,name: 'Configuring app ',https://old-galaxy.ansible.com/hamnis/appmgr-app,13,"appmgr_config: name= key= value= base=/opt/apps
with_items: app.config
sudo_user: app
when: app.config is defined
sudo: true
",data/repos/hamnis/appmgr-app/tasks/main.yml,hamnis,"name: 'Configuring app '

Answer: template:
  src: app.conf.j2
  dest: '{{ consul_config_dir }}/apps//app.conf'
  owner: consul
  group: consul
  mode: 420
with_items: ''
notify:
- Restart consul
",0.7328720092773438,0.2863456513000781
849,librenms_agent,MIT,name: Install Agent Local Scripts,https://old-galaxy.ansible.com/sparknsh/librenms_agent,67,"get_url:
  url: https://raw.githubusercontent.com/librenms/librenms-agent/master/agent-local/
  dest: '{{ librenms_agent__snmp_dir }}/scripts/'
  force: 'false'
  mode: 493
failed_when: false
with_flattened: ''
when: librenms_agent__agent_local_scripts is defined and ( librenms_agent__agent_local_scripts
  | length > 0 )
",data/repos/sparknsh/librenms_agent/tasks/main.yml,sparknsh,"name: Install Agent Local Scripts

Answer: become: true
become_user: root
with_items:
- run-install.sh
- run-upgrade.sh
template:
  src:.j2
  dest: /usr/local/lib/run-
  mode: 493
",0.7263296842575073,0.165151784129494
850,peervpn,GPL-3.0-only,name: Create PeerVPN install directory,https://old-galaxy.ansible.com/sandvige/peervpn,15,"file:
  path: /opt/{{peervpn_version}}/peervpn-0-044
  owner: root
  group: root
  mode: 493
  state: directory
tags:
- peervpn
",data/repos/sandvige/peervpn/tasks/main.yml,sandvige,"name: Create PeerVPN install directory

Answer: become: true
file:
  path: /opt/peertunnel
  state: directory
  mode: 493
",0.7955201864242554,0.4820882614210283
851,rocannon,,name: config nginx site,https://old-galaxy.ansible.com/ilbonzo/rocannon,0,"template: src=templates/nginx.conf.j2 dest=/etc/nginx/sites-available/demo mode=0644
notify: restart nginx
",data/repos/ilbonzo/rocannon/ansible/roles/nginx/tasks/main.yml,ilbonzo,"name: config nginx site

Answer: template:
  src: site.conf.j2
  dest: /etc/nginx/sites-available/{{ application_name }}.conf
  owner: root
  group: root
  mode: 420
notify: restart nginx
when: nginx_proxy_config.stat.exists
",0.8495824337005615,0.34908282033361904
852,nginx-source,,name: Download NGINX source code.,https://old-galaxy.ansible.com/michaelbruton/nginx-source,22,"get_url: url=http://nginx.org/download/nginx-.tar.gz dest=/nginx-.tar.gz
",data/repos/michaelbruton/nginx-source/tasks/main.yml,michaelbruton,"name: Download NGINX source code.

Answer: git:
  repo: https://github.com/nginx/nginx.git
  dest: /tmp/nginx-1.14.0.tar.gz
  version: 1.14.0
",0.7918267250061035,0.26687513724061457
853,drupal_webserver_ansible,,name: firewall add https service,https://old-galaxy.ansible.com/jorikvandamme/drupal_webserver_ansible,10,"become: true
firewalld:
  service: https
  permanent: true
  state: enabled
when: enableHTTPS
notify: restart firewall
",data/repos/jorikvandamme/drupal_webserver_ansible/tasks/main.yml,jorikvandamme,"name: firewall add https service

Answer: ansible.posix.firewalld:
  service: https
  permanent: true
  immediate: true
  state: enabled
notify: restart firewalld
when: ansible_distribution == ""CentOS"" and ansible_distribution_major_version == ""7""
",0.8234289288520813,0.41452200925822197
854,certbot,GPL-3.0-only,name: FACTS - Define certbot package,https://old-galaxy.ansible.com/methorz/certbot,11,"set_fact:
  certbot_package: certbot
when: certbot_package is not defined
",data/repos/methorz/certbot/tasks/setup-variables.yml,methorz,"name: FACTS - Define certbot package name.

Answer: set_fact:
  certbot_package_name: certbot
  certbot_alternative_package_name: pvenode
when: certbot_package_name is not defined
",0.8719443082809448,0.39597652282042634
855,docker_compose_pi,,name: Make,https://old-galaxy.ansible.com/wagawo/docker_compose_pi,13,"make:
  chdir: /tmp/compose
",data/repos/wagawo/docker_compose_pi/tasks/main.yml,wagawo,"name: Make sure the packages are installed

Answer: apt:
  pkg: ''
  state: present
with_items:
- unzip
",0.6487933993339539,0.05175868905841914
856,docker-compose,"Apache-2.0-Short,Apache-2.0",name: Deactivate docker-clean timer,https://old-galaxy.ansible.com/luzifer-ansible/docker-compose,25,"systemd:
  name: docker-clean.timer
  daemon_reload: true
  enabled: false
  state: stopped
ignore_errors: true
when: not docker_compose_add_cleanjob
",data/repos/luzifer-ansible/docker-compose/tasks/main.yml,luzifer-ansible,"name: Deactivate docker-clean timer

Answer: ansible.builtin.systemd:
  name: docker-clean
  enabled: false
  masked: true
become: true
",0.8056790828704834,0.5468686466808437
857,tinypilot,MIT,name: enable dwc2 driver in boot config,https://old-galaxy.ansible.com/verseczi/tinypilot,23,"lineinfile:
  path: /boot/config.txt
  create: false
  line: dtoverlay=dwc2
when: boot_config_stat.stat.exists
",data/repos/verseczi/tinypilot/tasks/install_usb_gadget.yml,verseczi,"name: enable dwc2 driver in boot config

Answer: lineinfile:
  dest: /etc/default/grub
  regexp: ^GRUB_CMDLINE_LINUX_DEFAULT=""((?!.*?dwc2).*)""
  line: GRUB_CMDLINE_LINUX_DEFAULT=""\1 dwc2""
  backrefs: true
notify:
- update-grub
",0.7391523122787476,0.19750836050888743
858,logstash-settings,,name: Create Logstash configuration file for tomcat syslog.,https://old-galaxy.ansible.com/albanandrieu/logstash-settings,9,"template:
  src: 04-local-tomcat-input.conf.j2
  dest: /etc/logstash/conf.d/04-local-tomcat-input.conf
  owner: root
  group: root
  mode: 420
when: logstash_monitor_tomcat_enabled
notify: restart logstash
",data/repos/albanandrieu/logstash-settings/tasks/main.yml,albanandrieu,"name: Create Logstash configuration file for tomcat syslog.

Answer: template:
  src: 50tomcat.conf.j2
  dest: /etc/logstash/conf.d/50tomcat.conf
  owner: root
  group: root
  mode: 420
",0.8641682863235474,0.6274648324723585
859,amonagent,,name: Add repository - Debian/Ubuntu,https://old-galaxy.ansible.com/amonapp/amonagent,22,"apt_repository:
  repo: deb https://packages.amon.cx/repo amon contrib
  state: present
  filename: amonagent
",data/repos/amonapp/amonagent/tasks/setup_debian.yml,amonapp,"name: Add repository - Debian/Ubuntu

Answer: apt_repository:
  repo: deb [arch=amd64] https://packages.microsoft.com/repos/azure-cli/  main
  filename: azure-cli
  state: present
when: ansible_os_family == 'Debian'
",0.7867460250854492,0.38637867883909294
860,python,,name: ensure python packages is installed,https://old-galaxy.ansible.com/cecepm/python,14,"apt: name= state=installed
with_items:
- python
- python-dev
- python-pip
- python-setuptools
- python-virtualenv
- virtualenvwrapper
sudo: true
",data/repos/cecepm/python/tasks/main.yml,cecepm,"name: ensure python packages is installed

Answer: yum:
  name: ''
  state: present
",0.7328168153762817,0.17385101555755536
861,percona,,name: Kill alisql server on ARM64 Server,https://old-galaxy.ansible.com/hubzhangxj/percona,15,"shell: ps -ef | grep mysql | grep -v grep | awk '{print ""kill -9 "" $2}' | sh &
",data/repos/hubzhangxj/percona/tasks/test_mysql.yml,hubzhangxj,"name: Kill alisql server on ARM64 Server

Answer: shell:'set -o pipefail

  ps -ef | grep alisql | grep -v grep | awk \'{print $2}\' | xargs kill -9

  '
args:
  executable: /bin/bash
changed_when: false
when: ansible_architecture == ""aarch64""
",0.7929213047027588,0.25164689199357615
862,rkt,,name: Stat rkt,https://old-galaxy.ansible.com/pgporada/rkt,18,"stat:
  path: rkt-v1.15.0/rkt
register: foo_stat
",data/repos/pgporada/rkt/tasks/setup-RedHat.yml,pgporada,"name: Stat rkt containerd.service

Answer: stat:
  path: /etc/systemd/system/containerd.service
register: rkt_containerd_service
",0.7763292789459229,0.2309187950455218
863,psplibraries,,name: Configure libpng-1.5.7,https://old-galaxy.ansible.com/nabilbendafi/psplibraries,14,"shell: ./configure --host=psp --prefix=
args:
  chdir: /tmp//libpng-1.5.7
  creates: /tmp//libpng-1.5.7/Makefile
environment:
  LDFLAGS: -L/lib -L/lib -lc -lpspuser
  LIBS: -lc -lpspuser
  PATH: :/bin
",data/repos/nabilbendafi/psplibraries/tasks/libpng.yml,nabilbendafi,"name: Configure libpng-1.5.7

Answer: when: not _png_module.stat.exists
copy:
  src: /usr/include/libpng15/png.h
  dest: /usr/include/libpng15/png.h
  owner: root
  group: root
  mode: 420
become: true
",0.7630850672721863,0.2583220882046705
864,test,,name: install,https://old-galaxy.ansible.com/shweta0318/test,8,"yum:
  name: httpd
  state: latest
notify: restart httpd
",data/repos/shweta0318/test/tasks/main.yml,shweta0318,"name: install_base_soft

Answer: ansible.builtin.include_tasks: ''
with_first_found:
- files:
  - -.yml
  -.yml
  -.yml
  - main.yml
  paths:
  - install
loop_control:
  loop_var: taskfile
",0.6378862261772156,0.07826381967938563
865,dotfiles,MIT,name: install homebrew packages with options,https://old-galaxy.ansible.com/pcsforeducation/dotfiles,4,"homebrew: name= install_options= state=latest
with_items: dotfiles_homebrew_packages_with_options
",data/repos/pcsforeducation/dotfiles/tasks/osx.yml,pcsforeducation,"name: install homebrew packages with options

Answer: homebrew:
  name: ''
  state: present
  update_homebrew: true
  update_homebrew_cache: true
with_items: gitvimcurlopensslpcre-developenssl-developenldap-develzlib-devel
",0.7517221570014954,0.28423976298117704
866,tmux_install,,name: Installing Tmux from source,https://old-galaxy.ansible.com/v01ddweller/tmux_install,169,"when: not tmux_version_installed.stdout is search(tmux_version)
block:
- name: Gathering facts
  ansible.builtin.setup:
    gather_subset: min
- name: Installing Ubuntu/Debian dependencies
  ansible.builtin.apt:
    name:
    - automake
    - bison
    - gcc
    - git
    - libevent-dev
    - libncurses5-dev
    - make
    - pkg-config
    state: present
  when: ansible_pkg_mgr == 'apt'
- name: Installing Fedora/EL dependencies
  ansible.builtin.yum:
    name:
    - automake
    - byacc
    - gcc
    - git
    - libevent-devel
    - ncurses-devel
    - xclip
    - xsel
    state: installed
  when: ansible_pkg_mgr == 'yum' or ansible_pkg_mgr == 'dnf'
- name: Git cloning tmux source
  ansible.builtin.git:
    repo: https://github.com/tmux/tmux.git
    dest: /usr/src/tmux
    version: 3.3a
- name: Running autogen.sh
  ansible.builtin.command: /bin/sh autogen.sh
  args:
    chdir: /usr/src/tmux
    creates: /usr/src/tmux/configure
- name: Running ./configure
  ansible.builtin.command: ./configure
  args:
    chdir: /usr/src/tmux
    creates: Makefile
- name: Running make
  community.general.make:
    chdir: /usr/src/tmux
    params:
      NUMTHREADS: 4
- name: Installing via make install
  community.general.make:
    chdir: /usr/src/tmux
    target: install
- name: Adding /usr/local/bin to PATH via /etc/profile.d/tmux.sh
  ansible.builtin.copy:
    src: tmux.sh
    dest: /etc/profile.d/tmux.sh
    mode: '0644'
  when: ansible_os_family == 'RedHat'
",data/repos/v01ddweller/tmux_install/tasks/main.yml,v01ddweller,"name: Installing Tmux from source

Answer: include_tasks: install-from-source.yml
when: tmux_source =='source'
",0.6367672085762024,2.6788413234764706e-06
867,docker,,name: Install docker,https://old-galaxy.ansible.com/robrowan/docker,183,"package: name= state=present
with_items:
- docker.io
- python-pip
when: ansible_os_family == ""Debian""
",data/repos/robrowan/docker/tasks/main.yml,robrowan,"name: Install docker_ce_requirements

Answer: ansible.builtin.package:
  name: '{{ _docker_ce_requirements[ansible_os_family ~ ''-'' ~ ansible_distribution_major_version]
    | default(_docker_ce_requirements[''default''] ) }}'
  state: present
",0.7599434852600098,0.21396862197628608
868,packer_rhel,MIT,name: Check if VMWare is running the guest VM.,https://old-galaxy.ansible.com/kamm/packer_rhel,38,"shell: cat /proc/scsi/scsi | grep VMware
changed_when: false
failed_when: false
register: vmware_check
",data/repos/kamm/packer_rhel/tasks/main.yml,kamm,"name: Check if VMWare is running the guest VM.

Answer: shell: dmesg | grep VMware | wc -l
changed_when: false
failed_when: false
register: vmware_check
",0.832822859287262,0.543762722828346
869,kapacitor,"Apache-2.0-Short,Apache-2.0",name: Write kapacitor systemd unit file,https://old-galaxy.ansible.com/opentelekomcloud_infra/kapacitor,361,"become: true
template:
  dest: '{{ ''/etc/systemd/system/'' + kapacitor_systemd_service_name }}'
  src: kapacitor-service.service
notify:
- restart kapacitor
",data/repos/opentelekomcloud_infra/kapacitor/tasks/main.yml,opentelekomcloud_infra,"name: Write kapacitor systemd unit file

Answer: template:
  src: kapacitor.service.j2
  dest: /etc/systemd/system/kapacitor.service
  owner: root
  group: root
  mode: 420
notify: Restart kapacitor
",0.8604568839073181,0.5543650779339633
870,ansible_user_password,,name: Add a user to a password file and ensure permissions are set,https://old-galaxy.ansible.com/nanomatic/ansible_user_password,14,"shell: htpasswd -bB
",data/repos/nanomatic/ansible_user_password/tasks/main.yml,nanomatic,"name: Add a user to a password file and ensure permissions are set

Answer: user:
  name: ''
  group: ''
  append: true
  home: /home//.vnc
become: true
with_items: ''
when:
- vnc_users is defined
",0.624632716178894,0.027732484307668552
871,openshift_workshopper,,name: assign user as project admin,https://old-galaxy.ansible.com/siamaksade/openshift_workshopper,14488,"shell: oc adm policy add-role-to-user admin  -n workshopper
ignore_errors: true
when:
- workshopper_project_result is failed
- project_admin is defined
- project_admin is not none
- project_admin|trim() != """"
",data/repos/siamaksade/openshift_workshopper/tasks/main.yml,siamaksade,"name: assign user as project admin

Answer: shell: oc adm policy add-role-to-user admin  -n openshift-config
ignore_errors: true
when:
- project_result is failed
- project_result.stdout is not search(""already assigned"")
- project_result.stdout is not search(""You are not a member of any projects"")
- project_version is defined
- project_version!= """"
",0.8537001609802246,0.47140353086160086
872,ansible-role-osx-defaults,BSD-2-Clause,name: Displays - Automatically adjust brightness  (BezelServices),https://old-galaxy.ansible.com/andras_tim/ansible-role-osx-defaults,35,"osx_defaults:
  domain: com.apple.BezelServices
  key: dAuto
  type: bool
  value: ''
when: Displays_AutomaticallyAdjustBrightness is defined
",data/repos/andras_tim/ansible-role-osx-defaults/tasks/displays.yml,andras_tim,"name: Displays - Automatically adjust brightness  (BezelServices)

Answer: win_regedit:
  path: HKLM:\Software\Policies\Microsoft\Windows\Control Panel\Desktop
  name: BezelServices_Brightness
  data: 0
  type: dword
when: rule_18_9_98_1
tags:
- level1
- level2
- rule_18.9.98.1
- patch
",0.7326700687408447,0.2752371706072056
873,kubernetes_master_role,,name: Adding yum repository for Kubernetes,https://old-galaxy.ansible.com/visheshgargavi/kubernetes_master_role,12,"yum_repository:
  baseurl: https://packages.cloud.google.com/yum/repos/kubernetes-el7-x86_64
  name: KUBERNETES
  state: present
  gpgcheck: true
  repo_gpgcheck: true
  description: Kubernetes
  gpgkey: https://packages.cloud.google.com/yum/doc/yum-key.gpg https://packages.cloud.google.com/yum/doc/rpm-package-key.gpg
  enabled: true
",data/repos/visheshgargavi/kubernetes_master_role/tasks/main.yml,visheshgargavi,"name: Adding yum repository for Kubernetes

Answer: ansible.builtin.get_url:
  url: https://packages.cloud.google.com/yum/repos/kubernetes-el7-x86_64
  dest: /etc/yum.repos.d/kubernetes.repo
  validate_certs: false
when:
- ansible_os_family == ""RedHat""
- repo_epel_add_yum_repo
",0.8226873278617859,0.41727227296221636
874,htpc,,name: Load the rsyslog imfile module,https://old-galaxy.ansible.com/marvinpinto/htpc,49,"lineinfile:
  dest: /etc/rsyslog.conf
  state: present
  regexp: ^\$ModLoad imfile
  line: $ModLoad imfile
  insertbefore: ^\$IncludeConfig
notify: restart-ansible-role-htpc-rsyslog
",data/repos/marvinpinto/htpc/tasks/main.yml,marvinpinto,"name: Load the rsyslog imfile module

Answer: template:
  src: imfile.conf.j2
  dest: /etc/rsyslog.d/99-imfile.conf
notify:
- restart rsyslog
",0.7977962493896484,0.4189801370108404
875,datacollector,"Apache-2.0-Short,Apache-2.0",name: Deploy LDAP config,https://old-galaxy.ansible.com/streamsets/datacollector,20,"become_user: sdc
template: dest=""/etc/{{ sdc_instance }}/"" src="".j2"" owner=""sdc"" group=""sdc"" mode=400
with_items:
- ldap-login.conf
- ldap-bind-password.txt
notify: Restart sdc
when: http_authentication_login_module == ""ldap""
",data/repos/streamsets/datacollector/tasks/main.yml,streamsets,"name: Deploy LDAP config

Answer: template:
  src: ldap.conf.j2
  dest: /etc/openldap/ldap.conf
  owner: root
  group: root
  mode: 420
",0.8093001246452332,0.20909050286883943
876,centos-jupyterhub,MIT,name: jupyterhub config - (PAM) set sessions policy,https://old-galaxy.ansible.com/natbusa/centos-jupyterhub,29,"lineinfile: dest=/etc/jupyterhub/jupyterhub_config.py line=""c.PAMAuthenticator.open_sessions
  = False""
",data/repos/natbusa/centos-jupyterhub/tasks/main.yml,natbusa,"name: jupyterhub config - (PAM) set sessions policy to allow

Answer: become: true
lineinfile:
  dest: /etc/pam.d/common-session
  regexp: ^session required pam_limits.so
  line: session required pam_limits.so
",0.8040282726287842,0.23477196734095046
877,superlumic-postgresql,,name: increase shared memory max,https://old-galaxy.ansible.com/superlumic/superlumic-postgresql,42,"become: true
sysctl: name=kern.sysv.shmmax value=524288000 state=present reload=no sysctl_set=yes
",data/repos/superlumic/superlumic-postgresql/tasks/main.yml,superlumic,"name: increase shared memory max

Answer: become: true
lineinfile:
  regexp: ^#?MaxSharedMemory
  line: MaxSharedMemory 512MB
  dest: /etc/sysctl.conf
  notify: reload sysctl
",0.7327080965042114,0.21958933464538552
878,redis_role,Apache-2.0-Short,name: REDIS | Extract sources,https://old-galaxy.ansible.com/idealista/redis_role,12084,"unarchive:
  copy: false
  src: /tmp/redis-5.0.5.tar.gz
  dest: /tmp
when: not redis_is_installed or redis_install_new_version
",data/repos/idealista/redis_role/tasks/install.yml,idealista,"name: REDIS | Extract sources

Answer: unarchive:
  copy: false
  src: /tmp/redis-5.0.5.tar.gz
  dest: /usr/src
when: not redis_is_installed or redis_install_new_version
",0.9420509934425354,0.7208718431737003
879,ophidia,MIT,name: configure munge,https://old-galaxy.ansible.com/km4rcus/ophidia,13,"action: copy src=etc/munge/munge.key dest=/etc/munge/munge.key owner=munge group=munge
  mode=0400
tags: slurm
",data/repos/km4rcus/ophidia/tasks/slurm.yml,km4rcus,"name: configure munge

Answer: template: src=munge.conf.j2 dest=/etc/munge/munge.conf
notify:
- restart munge
tags:
- configuration
- munge
",0.831463098526001,0.4127820971293422
880,gcp_basic_configurations,"Apache-2.0-Short,Apache-2.0","name: user - Add as sudoers, generate ssh-key",https://old-galaxy.ansible.com/tansudasli/gcp_basic_configurations,35,"user:
  name: ''
  shell: /bin/bash
  groups: ''
  append: true
  generate_ssh_key: true
  ssh_key_type: ''
  ssh_key_file: .ssh/id_rsa
  ssh_key_bits: 4096
with_dict: '{''xxx'': {''type'': ''rsa'', ''file'': ''/home/xxx/.ssh/id_rsa'', ''groups'':
  ''google-sudoers,adm''}}'
",data/repos/tansudasli/gcp_basic_configurations/tasks/main.yml,tansudasli,"name: user - Add as sudoers, generate ssh-key

Answer: user:
  name: ''
  group: ''
  home: /home//.ssh
  shell: /bin/bash
  createhome: false
  state: present
with_items:
- ''
- ''
ssh_key:
  path: ''
  state: present
",0.7887641191482544,0.40578793361431936
881,freebsd-jailed-wordpress,,name: Copy pf configuration (nat rules),https://old-galaxy.ansible.com/joergfiedler/freebsd-jailed-wordpress,69,"template:
  backup: ''
  src: pf.anchor.nat-jail.conf.j2
  dest: /etc/pf.anchor.nat-jail.-wordpress.conf
notify:
- Reload pf
",data/repos/joergfiedler/freebsd-jailed-wordpress/tasks/pf.yml,joergfiedler,"name: Copy pf configuration (nat rules)

Answer: ansible.builtin.template:
  src: nat.conf.j2
  dest: /etc/iptables/nat/nat.conf
  owner: root
  group: root
  mode: 420
notify:
- Restart iptables
",0.7940872311592102,0.34091193668067826
