,org_name,license,input,path,output,repo_name,download_count,download_link,starcoder-response,codebertscore,bleuscore
827,cybera,,name: Ensure packages present,data/repos/cybera/ssp_install/tasks/main.yml,"apt: name= state=present update_cache=yes cache_valid_time=3600
with_items:
- apache2
- memcached
- libgcrypt11-dev
- zlib1g-dev
- libapache2-mod-php5
- php5-sasl
- php5-mcrypt
- php5-memcache
- php5-memcached
- php5-mysql
- php5-ldap
- php5-gd
- acl
become: true
",ssp_install,51,https://old-galaxy.ansible.com/cybera/ssp_install,"name: Ensure packages present

Answer: ansible.builtin.package:
  name: '{{ _ntp_packages[ansible_os_family] | default(_ntp_packages[''default''])
    }}'
  state: present
",0.6705490350723267,0.10344790720017477
828,yfix,,name: Define memcached_user.,data/repos/yfix/memcached/tasks/main.yml,"set_fact:
  memcached_user: memcached
when: memcached_user is not defined
",memcached,1318,https://old-galaxy.ansible.com/yfix/memcached,"name: Define memcached_user.

Answer: set_fact:
  memcached_user: ''
when: memcached_user is not defined
",0.9240280389785767,0.6781477136761881
829,stuvusit,,name: Install apt packages,data/repos/stuvusit/postgresql/tasks/install.yml,"apt:
  name:
  - postgresql
  - postgresql-client
  - postgresql-doc
  - libpq-dev
  - python3-psycopg2
register: apt
",postgresql,16,https://old-galaxy.ansible.com/stuvusit/postgresql,"name: Install apt packages

Answer: apt:
  name: ''
  state: present
with_items:
- python-pip
- python-dev
- python-setuptools
- python-virtualenv
- python-virtualenv-wrapper
- python-pip
- python-mysqldb
- python-mysqldb-dev
- python-pycurl
- python-pycurl-dev
- python-pyopenssl
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-setuptools
- python-pip
- python-dev
- python-",0.6549012660980225,0.014646797186050114
830,grycap,"Apache-2.0-Short,Apache-2.0",name: Drop InfluxDB Config(s),data/repos/grycap/influxdb/tasks/main.yml,"template:
  src: ''
  dest: ''
  owner: ''
  group: ''
  mode: '0644'
with_items:
- src: influxdb.conf.j2
  dest: /etc/influxdb/influxdb.conf
  owner: root
  group: root
- src: influxdb.j2
  dest: /etc/default/influxdb
  owner: root
  group: root
register: influxdb_config
",influxdb,195,https://old-galaxy.ansible.com/grycap/influxdb,"name: Drop InfluxDB Config(s)

Answer: ansible.builtin.template:
  src: ''
  dest: ''
  mode: 420
  owner: root
  group: root
with_items:
- src: etc/systemd/system/influxdb.service.j2
  dest: /etc/systemd/system/influxdb.service
- src: etc/systemd/system/influxdb.service.d/10-config.conf.j2
  dest: /etc/systemd/system/influxdb.service.d/10-config.conf
notify: Restart InfluxDB
",0.8601346611976624,0.49651155521812207
831,chusiang,MIT,name: use vi-mode in bash,data/repos/chusiang/vim-and-vi-mode/tasks/use-apt.yml,"become: true
lineinfile:
  dest: /etc/bash.bashrc
  line: set -o vi
",vim-and-vi-mode,902,https://old-galaxy.ansible.com/chusiang/vim-and-vi-mode,"name: use vi-mode in bash

Answer: become: true
lineinfile:
  dest: /etc/bash.bashrc
  regexp: ^#?vi
  line: vi
",0.8533575534820557,0.5462797706859771
832,samriddhimishra,,name: Create /.kube directory,data/repos/samriddhimishra/k8smultinodecluster/kube_master/tasks/debian.yml,"file:
  path: $HOME/.kube
  state: directory
",k8smultinodecluster,31,https://old-galaxy.ansible.com/samriddhimishra/k8smultinodecluster,"name: Create /.kube directory

Answer: file:
  path: /.kube
  state: directory
  owner: ''
  group: ''
  mode: 493
",0.7784498333930969,0.32541042492025013
833,newloong,MIT,name: Nginx Modules - Make sure the naxsi_module configuration is up to date,data/repos/newloong/trellis-nginx-build/tasks/modules/naxsi_module.yml,"copy:
  src: files/naxsi_core.rules
  dest: /etc/nginx/naxsi_core.rules
  owner: root
  group: root
  mode: 420
",trellis-nginx-build,155,https://old-galaxy.ansible.com/newloong/trellis-nginx-build,"name: Nginx Modules - Make sure the naxsi_module configuration is up to date

Answer: template:
  src: naxsi_module.conf.j2
  dest: /etc/nginx/conf.d/naxsi_module.conf
  owner: root
  group: root
  mode: 420
notify:
- reload nginx
",0.8370823264122009,0.37582239900108627
834,mikepadge,"Apache-2.0-Short,Apache-2.0",name: install requirements,data/repos/mikepadge/hostname/tasks/main.yml,"ansible.builtin.package:
  name: '{{ _hostname_requirements[ansible_distribution ~ ''-'' ~ ansible_distribution_major_version]
    | default(_hostname_requirements[ansible_distribution] | default(_hostname_requirements[''default'']
    )) }}'
  state: present
",hostname,9,https://old-galaxy.ansible.com/mikepadge/hostname,"name: install requirements

Answer: ansible.builtin.package:
  name: '{{ _dns_requirements[ansible_os_family] | default(_dns_requirements[''default''])
    }}'
  state: present
",0.8723006844520569,0.495172820537185
835,pinkeen,,name: Open public services,data/repos/pinkeen/firewalld/tasks/main.yml,"firewalld:
  zone: public
  permanent: true
  immediate: true
  service: ''
  state: enabled
with_items: ''
",firewalld,202,https://old-galaxy.ansible.com/pinkeen/firewalld,"name: Open public services

Answer: become: true
lineinfile:
  dest: /etc/ssh/sshd_config
  regexp: ^#?PermitRootLogin
  line: PermitRootLogin no
notify: restart ssh daemon
",0.6841410994529724,0.22731247982706998
836,l-p,MIT,name: Allow SSH through UFW,data/repos/l-p/server-init/tasks/misc.yml,"ufw: rule=""allow"" name=""OpenSSH""
",server-init,14,https://old-galaxy.ansible.com/l-p/server-init,"name: Allow SSH through UFW

Answer: ufw:
  rule: allow
  port: 22
  proto: tcp
  permanent: true
when: ansible_distribution == ""Ubuntu""
",0.692451000213623,0.10411163957026999
837,anon8675309,,name: config_squid_transparent_proxy | ensuring ferm is installed (RedHat),data/repos/anon8675309/ansible_squid/tasks/config_squid_transparent_proxy.yml,"yum:
  name: ferm
  state: present
become: true
register: result
until: result is successful
when: ansible_os_family == ""RedHat""
",ansible_squid,9,https://old-galaxy.ansible.com/anon8675309/ansible_squid,"name: config_squid_transparent_proxy | ensuring ferm is installed (RedHat)

Answer: ansible.builtin.yum:
  name: ferm
  state: present
become: true
when: ansible_os_family == ""RedHat""
",0.8534649014472961,0.5248157223557574
838,joergfiedler,,name: Copy nginx configuration,data/repos/joergfiedler/freebsd-jailed-wordpress/tasks/nginx-server.yml,"template:
  backup: ''
  src: nginx-server.conf.j2
  dest: /usr/local/etc/nginx/includes/{{ jail_name }}-wordpress.conf
notify:
- Reload  nginx
",freebsd-jailed-wordpress,69,https://old-galaxy.ansible.com/joergfiedler/freebsd-jailed-wordpress,"name: Copy nginx configuration file

Answer: template:
  src: nginx.conf.j2
  dest: /etc/nginx/nginx.conf
  owner: root
  group: root
  mode: 420
notify: restart nginx
",0.8442877531051636,0.4584442321838473
839,ants-framework,GPL-3.0-only,name: Enable for admin only | Check if group exists,data/repos/ants-framework/macos_ssh/tasks/ssh_for_admin.yml,"command: /usr/sbin/dseditgroup -o read -n /Local/Default -q com.apple.access_ssh
register: access_exists
changed_when: false
ignore_errors: true
",macos_ssh,145,https://old-galaxy.ansible.com/ants-framework/macos_ssh,"name: Enable for admin only | Check if group exists

Answer: ansible.builtin.group:
  name: ''
  state: present
with_items:
- admin
",0.6730309724807739,0.17677621521600706
840,networklore,,name: Create nagcmd group,data/repos/networklore/nagios/tasks/main.yml,"group: name=nagcmd state=present
",nagios,818,https://old-galaxy.ansible.com/networklore/nagios,"name: Create nagcmd group

Answer: ansible.builtin.group:
  name: nagcmd
  state: present
",0.8385010361671448,0.2766759477944177
841,lilatomic,,name: command with arguments,data/repos/lilatomic/azcli/integration/targets/action_cli/tasks/main.yml,"lilatomic.azcli.cli:
  cmd: account set
  args:
    s: ''
",azcli,2133,https://old-galaxy.ansible.com/lilatomic/azcli,"name: command with arguments

Answer: shell: echo ""Hello world""
register: result
changed_when: false
",0.6863637566566467,0.05793574651661998
842,medsalahmeddeb,,name: ensure apache service is start (RedHat os family),data/repos/medsalahmeddeb/web_role/tasks/main.yml,"service:
  name: httpd
  state: started
  enabled: true
when: ansible_facts['os_family'] == ""RedHat""
",web_role,10,https://old-galaxy.ansible.com/medsalahmeddeb/web_role,"name: ensure apache service is start (RedHat os family)

Answer: service: name=httpd state=started
when: ansible_os_family == ""RedHat""
",0.8590108752250671,0.49564686662399987
843,markosamuli,MIT,name: Check if packages are installed in ~/.local,data/repos/markosamuli/aws_tools/tasks/remove_local_install.yml,"stat:
  path: '{{ ansible_env.HOME }}/.local/lib/python2.7/site-packages/'
register: aws_tools_local_packages
with_items:
- awscli
- aws-shell
become: false
",aws_tools,1174,https://old-galaxy.ansible.com/markosamuli/aws_tools,"name: Check if packages are installed in ~/.local

Answer: ansible.builtin.stat:
  path: ''
register: stat_result
with_items: ''
changed_when: false
failed_when: false
",0.7441991567611694,0.43740201217251684
844,katomaso,MIT,name: Install firewall profile default,data/repos/katomaso/firewall/tasks/main.yml,"include_tasks: install.yml
when: firewall_remove is falsy
",firewall,4,https://old-galaxy.ansible.com/katomaso/firewall,"name: Install firewall profile default

Answer: ansible.builtin.command:
  cmd: firewall-cmd --permanent --new-profile=default
  creates: /etc/firewalld/services/default.xml
when: fw_default_profile
notify: restart firewalld
",0.6843490600585938,0.12401809784792384
845,ajaypathak372,,name: Installing Required Softwares for HDFS Clsuter configuration,data/repos/ajaypathak372/ansible_hadoop/tasks/main.yml,"include: install.yml
when: ansible_os_family in ['RedHat','CentOS']
",ansible_hadoop,15,https://old-galaxy.ansible.com/ajaypathak372/ansible_hadoop,"name: Installing Required Softwares for HDFS Clsuter configuration

Answer: ansible.builtin.yum:
  name:
  - python3-dnf
  - python3-libselinux
  - python3-pip
  - python3-virtualenv
  state: present
become: true
",0.6887234449386597,0.09782280263834908
846,evogalaxy,,name: Install phpMemcachedAdmin,data/repos/evogalaxy/memcached/tasks/phpmemcachedadmin.yml,"unarchive:
  src: https://github.com/elijaa/phpmemcachedadmin/archive/1.3.0.tar.gz
  dest: /var/www/phpmemcachedadmin/
  remote_src: true
  extra_opts: --strip-components=1
  mode: '0755'
tags:
- memcached
",memcached,14,https://old-galaxy.ansible.com/evogalaxy/memcached,"name: Install phpMemcachedAdmin

Answer: git:
  repo: https://github.com/php-memcached-admin/php-memcached-admin.git
  dest: /var/www/html/phpMemcachedAdmin
  version: master
",0.8034401535987854,0.43494795018117144
847,mejo-,GPL-3.0-only,name: create cronjob to update composer,data/repos/mejo-/php-composer/tasks/main.yml,"cron:
  name: PHP composer update
  minute: 55
  hour: 4
  user: root
  job: /usr/local/bin/composer selfupdate --quiet --no-interaction
  cron_file: php-composer-update
",php-composer,14,https://old-galaxy.ansible.com/mejo-/php-composer,"name: create cronjob to update composer

Answer: cron:
  name: composer update
  minute: '*/5'
  job: php /var/www/html/composer.phar update
when: composer_installed.rc!= 0
",0.8083841800689697,0.5266125536805527
848,hamnis,MIT,name: 'Configuring app ',data/repos/hamnis/appmgr-app/tasks/main.yml,"appmgr_config: name= key= value= base=/opt/apps
with_items: app.config
sudo_user: app
when: app.config is defined
sudo: true
",appmgr-app,13,https://old-galaxy.ansible.com/hamnis/appmgr-app,"name: 'Configuring app '

Answer: template:
  src: app.conf.j2
  dest: /opt/monasca/agent/etc/app.conf
  owner: monasca
  group: monasca
  mode: 420
notify: restart monasca-agent
",0.7263112664222717,0.2332428948865
849,sparknsh,MIT,name: Install Agent Local Scripts,data/repos/sparknsh/librenms_agent/tasks/main.yml,"get_url:
  url: https://raw.githubusercontent.com/librenms/librenms-agent/master/agent-local/
  dest: '{{ librenms_agent__snmp_dir }}/scripts/'
  force: 'false'
  mode: 493
failed_when: false
with_flattened: ''
when: librenms_agent__agent_local_scripts is defined and ( librenms_agent__agent_local_scripts
  | length > 0 )
",librenms_agent,67,https://old-galaxy.ansible.com/sparknsh/librenms_agent,"name: Install Agent Local Scripts

Answer: ansible.builtin.template:
  src: ''
  dest: ''
  owner: root
  group: root
  mode: 493
with_items:
- src: run_agent.sh
  dest: /usr/sbin/run_agent.sh
- src: run_agent.sh.j2
  dest: /usr/sbin/run_agent.sh.j2
",0.7270872592926025,0.267749149692309
850,sandvige,GPL-3.0-only,name: Create PeerVPN install directory,data/repos/sandvige/peervpn/tasks/main.yml,"file:
  path: /opt/{{peervpn_version}}/peervpn-0-044
  owner: root
  group: root
  mode: 493
  state: directory
tags:
- peervpn
",peervpn,15,https://old-galaxy.ansible.com/sandvige/peervpn,"name: Create PeerVPN install directory

Answer: file:
  path: /opt/peertunnel
  state: directory
  owner: root
  group: root
  mode: 493
",0.8231123685836792,0.6231346643692648
851,ilbonzo,,name: config nginx site,data/repos/ilbonzo/rocannon/ansible/roles/nginx/tasks/main.yml,"template: src=templates/nginx.conf.j2 dest=/etc/nginx/sites-available/demo mode=0644
notify: restart nginx
",rocannon,0,https://old-galaxy.ansible.com/ilbonzo/rocannon,"name: config nginx site

Answer: template:
  src: site.conf.j2
  dest: /etc/nginx/sites-available/site.conf
  owner: root
  group: root
  mode: 420
notify: restart nginx
",0.8758773803710938,0.4578977140415134
852,michaelbruton,,name: Download NGINX source code.,data/repos/michaelbruton/nginx-source/tasks/main.yml,"get_url: url=http://nginx.org/download/nginx-.tar.gz dest=/nginx-.tar.gz
",nginx-source,22,https://old-galaxy.ansible.com/michaelbruton/nginx-source,"name: Download NGINX source code.

Answer: get_url:
  url: https://nginx.org/download/nginx-{{ nginx_version }}.tar.gz
  dest: /tmp/nginx-1.19.3.tar.gz
",0.8616632223129272,0.3928189053639551
853,jorikvandamme,,name: firewall add https service,data/repos/jorikvandamme/drupal_webserver_ansible/tasks/main.yml,"become: true
firewalld:
  service: https
  permanent: true
  state: enabled
when: enableHTTPS
notify: restart firewall
",drupal_webserver_ansible,10,https://old-galaxy.ansible.com/jorikvandamme/drupal_webserver_ansible,"name: firewall add https service

Answer: ansible.posix.firewalld:
  service: https
  permanent: true
  immediate: true
  state: enabled
notify: restart firewalld
",0.8631746768951416,0.6025341065505778
854,methorz,GPL-3.0-only,name: FACTS - Define certbot package,data/repos/methorz/certbot/tasks/setup-variables.yml,"set_fact:
  certbot_package: certbot
when: certbot_package is not defined
",certbot,11,https://old-galaxy.ansible.com/methorz/certbot,"name: FACTS - Define certbot package name.

Answer: set_fact:
  certbot_package: certbot
when: certbot_package is not defined
",0.9040898680686951,0.5822835452693599
855,wagawo,,name: Make,data/repos/wagawo/docker_compose_pi/tasks/main.yml,"make:
  chdir: /tmp/compose
",docker_compose_pi,13,https://old-galaxy.ansible.com/wagawo/docker_compose_pi,"name: Make sure the service is enabled

Answer: service:
  name: nginx_exporter
  enabled: true
",0.6819876432418823,0.07505484288584272
856,luzifer-ansible,"Apache-2.0-Short,Apache-2.0",name: Deactivate docker-clean timer,data/repos/luzifer-ansible/docker-compose/tasks/main.yml,"systemd:
  name: docker-clean.timer
  daemon_reload: true
  enabled: false
  state: stopped
ignore_errors: true
when: not docker_compose_add_cleanjob
",docker-compose,25,https://old-galaxy.ansible.com/luzifer-ansible/docker-compose,"name: Deactivate docker-clean timer

Answer: ansible.builtin.systemd:
  name: docker-clean
  state: stopped
  enabled: false
when:
- docker_clean_enabled
- docker_clean_remove_unused|bool
",0.818488597869873,0.5126568005925938
857,verseczi,MIT,name: enable dwc2 driver in boot config,data/repos/verseczi/tinypilot/tasks/install_usb_gadget.yml,"lineinfile:
  path: /boot/config.txt
  create: false
  line: dtoverlay=dwc2
when: boot_config_stat.stat.exists
",tinypilot,23,https://old-galaxy.ansible.com/verseczi/tinypilot,"name: enable dwc2 driver in boot config

Answer: lineinfile:
  dest: /etc/default/grub
  regexp: ^GRUB_CMDLINE_LINUX_DEFAULT=""(.*)dwc_otg.lpm=on(.*)""$
  line: GRUB_CMDLINE_LINUX_DEFAULT=""\1dwc_otg.lpm=on\2""
  state: present
",0.7475746273994446,0.21879240513089268
858,albanandrieu,,name: Create Logstash configuration file for tomcat syslog.,data/repos/albanandrieu/logstash-settings/tasks/main.yml,"template:
  src: 04-local-tomcat-input.conf.j2
  dest: /etc/logstash/conf.d/04-local-tomcat-input.conf
  owner: root
  group: root
  mode: 420
when: logstash_monitor_tomcat_enabled
notify: restart logstash
",logstash-settings,9,https://old-galaxy.ansible.com/albanandrieu/logstash-settings,"name: Create Logstash configuration file for tomcat syslog.

Answer: template:
  src: etc/logstash/conf.d/tomcat.conf.j2
  dest: /etc/logstash/conf.d/tomcat.conf
  owner: root
  group: root
  mode: 420
when:
- logstash_tomcat_syslog_enabled | bool
- logstash_tomcat_syslog_port | int
",0.8665140867233276,0.5457376456758093
859,amonapp,,name: Add repository - Debian/Ubuntu,data/repos/amonapp/amonagent/tasks/setup_debian.yml,"apt_repository:
  repo: deb https://packages.amon.cx/repo amon contrib
  state: present
  filename: amonagent
",amonagent,22,https://old-galaxy.ansible.com/amonapp/amonagent,"name: Add repository - Debian/Ubuntu

Answer: apt_repository:
  repo: deb [arch=amd64] https://packages.microsoft.com/repos/azure-cli/  main
  filename: azure-cli
  state: present
  update_cache: true
when: ansible_os_family == ""Debian""
",0.7814253568649292,0.356697333937538
860,cecepm,,name: ensure python packages is installed,data/repos/cecepm/python/tasks/main.yml,"apt: name= state=installed
with_items:
- python
- python-dev
- python-pip
- python-setuptools
- python-virtualenv
- virtualenvwrapper
sudo: true
",python,14,https://old-galaxy.ansible.com/cecepm/python,"name: ensure python packages is installed

Answer: become: true
apt:
  name:
  - python3-pip
  - python3-dev
  - python3-setuptools
  - python3-venv
  - python3-virtualenv
  state: present
",0.8624877333641052,0.48356009701855257
861,hubzhangxj,,name: Kill alisql server on ARM64 Server,data/repos/hubzhangxj/percona/tasks/test_mysql.yml,"shell: ps -ef | grep mysql | grep -v grep | awk '{print ""kill -9 "" $2}' | sh &
",percona,15,https://old-galaxy.ansible.com/hubzhangxj/percona,"name: Kill alisql server on ARM64 Server

Answer: shell:'set -eu

  killall -9 alisql

  '
when: ansible_architecture == ""aarch64"" and install_al_server
",0.6899902820587158,0.13781362785292905
862,pgporada,,name: Stat rkt,data/repos/pgporada/rkt/tasks/setup-RedHat.yml,"stat:
  path: rkt-v1.15.0/rkt
register: foo_stat
",rkt,18,https://old-galaxy.ansible.com/pgporada/rkt,"name: Stat rkt binary

Answer: stat:
  path: /usr/bin/rkt
register: rkt_binary
",0.8142142295837402,0.3954225136361638
863,nabilbendafi,,name: Configure libpng-1.5.7,data/repos/nabilbendafi/psplibraries/tasks/libpng.yml,"shell: ./configure --host=psp --prefix=
args:
  chdir: /tmp//libpng-1.5.7
  creates: /tmp//libpng-1.5.7/Makefile
environment:
  LDFLAGS: -L/lib -L/lib -lc -lpspuser
  LIBS: -lc -lpspuser
  PATH: :/bin
",psplibraries,14,https://old-galaxy.ansible.com/nabilbendafi/psplibraries,"name: Configure libpng-1.5.7

Answer: ansible.builtin.template:
  src: libpng-1.5.7.j2
  dest: /usr/include/libpng15.so
  owner: root
  group: root
  mode: 420
",0.7649288773536682,0.27075181785350155
864,shweta0318,,name: install,data/repos/shweta0318/test/tasks/main.yml,"yum:
  name: httpd
  state: latest
notify: restart httpd
",test,8,https://old-galaxy.ansible.com/shweta0318/test,"name: install_base_soft

Answer: ansible.builtin.package:
  name: '{{ _base_soft[ansible_os_family] | default(_base_soft[''default''])
    }}'
  state: present
",0.6957957148551941,0.15166509559391364
865,pcsforeducation,MIT,name: install homebrew packages with options,data/repos/pcsforeducation/dotfiles/tasks/osx.yml,"homebrew: name= install_options= state=latest
with_items: dotfiles_homebrew_packages_with_options
",dotfiles,4,https://old-galaxy.ansible.com/pcsforeducation/dotfiles,"name: install homebrew packages with options

Answer: homebrew:
  name: ''
  state: present
  update_homebrew: true
with_items: ''
when: ansible_os_family == ""Darwin""
",0.7865428328514099,0.3816167094645901
866,v01ddweller,,name: Installing Tmux from source,data/repos/v01ddweller/tmux_install/tasks/main.yml,"when: not tmux_version_installed.stdout is search(tmux_version)
block:
- name: Gathering facts
  ansible.builtin.setup:
    gather_subset: min
- name: Installing Ubuntu/Debian dependencies
  ansible.builtin.apt:
    name:
    - automake
    - bison
    - gcc
    - git
    - libevent-dev
    - libncurses5-dev
    - make
    - pkg-config
    state: present
  when: ansible_pkg_mgr == 'apt'
- name: Installing Fedora/EL dependencies
  ansible.builtin.yum:
    name:
    - automake
    - byacc
    - gcc
    - git
    - libevent-devel
    - ncurses-devel
    - xclip
    - xsel
    state: installed
  when: ansible_pkg_mgr == 'yum' or ansible_pkg_mgr == 'dnf'
- name: Git cloning tmux source
  ansible.builtin.git:
    repo: https://github.com/tmux/tmux.git
    dest: /usr/src/tmux
    version: 3.3a
- name: Running autogen.sh
  ansible.builtin.command: /bin/sh autogen.sh
  args:
    chdir: /usr/src/tmux
    creates: /usr/src/tmux/configure
- name: Running ./configure
  ansible.builtin.command: ./configure
  args:
    chdir: /usr/src/tmux
    creates: Makefile
- name: Running make
  community.general.make:
    chdir: /usr/src/tmux
    params:
      NUMTHREADS: 4
- name: Installing via make install
  community.general.make:
    chdir: /usr/src/tmux
    target: install
- name: Adding /usr/local/bin to PATH via /etc/profile.d/tmux.sh
  ansible.builtin.copy:
    src: tmux.sh
    dest: /etc/profile.d/tmux.sh
    mode: '0644'
  when: ansible_os_family == 'RedHat'
",tmux_install,169,https://old-galaxy.ansible.com/v01ddweller/tmux_install,"name: Installing Tmux from source

Answer: shell: make install
args:
  chdir: /tmp/tmux-2.2
when: not tmux_installed.stat.exists
",0.6804547309875488,2.2699229437361895e-05
867,robrowan,,name: Install docker,data/repos/robrowan/docker/tasks/main.yml,"package: name= state=present
with_items:
- docker.io
- python-pip
when: ansible_os_family == ""Debian""
",docker,183,https://old-galaxy.ansible.com/robrowan/docker,"name: Install docker-compose

Answer: ansible.builtin.package:
  name: docker-compose
  state: present
",0.7854602932929993,0.39877100124415205
868,kamm,MIT,name: Check if VMWare is running the guest VM.,data/repos/kamm/packer_rhel/tasks/main.yml,"shell: cat /proc/scsi/scsi | grep VMware
changed_when: false
failed_when: false
register: vmware_check
",packer_rhel,38,https://old-galaxy.ansible.com/kamm/packer_rhel,"name: Check if VMWare is running the guest VM.

Answer: command: dmesg | grep VMware | wc -l
register: vmware_check
changed_when: false
ignore_errors: true
",0.7998319268226624,0.4098166129361506
869,opentelekomcloud_infra,"Apache-2.0-Short,Apache-2.0",name: Write kapacitor systemd unit file,data/repos/opentelekomcloud_infra/kapacitor/tasks/main.yml,"become: true
template:
  dest: '{{ ''/etc/systemd/system/'' + kapacitor_systemd_service_name }}'
  src: kapacitor-service.service
notify:
- restart kapacitor
",kapacitor,361,https://old-galaxy.ansible.com/opentelekomcloud_infra/kapacitor,"name: Write kapacitor systemd unit file

Answer: template:
  src: kapacitor.service.j2
  dest: /etc/systemd/system/kapacitor.service
  owner: root
  group: root
  mode: 420
notify: restart kapacitor
",0.8678835034370422,0.5614068541482556
870,nanomatic,,name: Add a user to a password file and ensure permissions are set,data/repos/nanomatic/ansible_user_password/tasks/main.yml,"shell: htpasswd -bB
",ansible_user_password,14,https://old-galaxy.ansible.com/nanomatic/ansible_user_password,"name: Add a user to a password file and ensure permissions are set

Answer: user:
  name: ''
  groups: ''
  append: true
  createhome: false
  home: /home//.ssh
  shell: /bin/bash
  state: present
with_items: ''
",0.6160302758216858,0.0479377639827163
871,siamaksade,,name: assign user as project admin,data/repos/siamaksade/openshift_workshopper/tasks/main.yml,"shell: oc adm policy add-role-to-user admin  -n workshopper
ignore_errors: true
when:
- workshopper_project_result is failed
- project_admin is defined
- project_admin is not none
- project_admin|trim() != """"
",openshift_workshopper,14488,https://old-galaxy.ansible.com/siamaksade/openshift_workshopper,"name: assign user as project admin

Answer: shell: oc adm policy add-role-to-user admin -n default
when: project_admin_user is defined
",0.8470117449760437,0.40199716012897496
872,andras_tim,BSD-2-Clause,name: Displays - Automatically adjust brightness  (BezelServices),data/repos/andras_tim/ansible-role-osx-defaults/tasks/displays.yml,"osx_defaults:
  domain: com.apple.BezelServices
  key: dAuto
  type: bool
  value: ''
when: Displays_AutomaticallyAdjustBrightness is defined
",ansible-role-osx-defaults,35,https://old-galaxy.ansible.com/andras_tim/ansible-role-osx-defaults,"name: Displays - Automatically adjust brightness  (BezelServices)

Answer: win_regedit:
  path: HKLM:\Software\Policies\Microsoft\Windows\System
  name: BezelServices_Brightness
  data: 1
  type: dword
when: rule_18_9_26_1_2
tags:
- level1
- level2
- rule_18.9.26.1.2
- patch
",0.7312626242637634,0.28545935958542745
873,visheshgargavi,,name: Adding yum repository for Kubernetes,data/repos/visheshgargavi/kubernetes_master_role/tasks/main.yml,"yum_repository:
  baseurl: https://packages.cloud.google.com/yum/repos/kubernetes-el7-x86_64
  name: KUBERNETES
  state: present
  gpgcheck: true
  repo_gpgcheck: true
  description: Kubernetes
  gpgkey: https://packages.cloud.google.com/yum/doc/yum-key.gpg https://packages.cloud.google.com/yum/doc/rpm-package-key.gpg
  enabled: true
",kubernetes_master_role,12,https://old-galaxy.ansible.com/visheshgargavi/kubernetes_master_role,"name: Adding yum repository for Kubernetes

Answer: ansible.builtin.yum_repository:
  name: kubernetes
  description: Kubernetes repository
  baseurl: https://packages.cloud.google.com/yum/repos/kubernetes-el7-x86_64
  gpgcheck: 'true'
  gpgkey: https://packages.cloud.google.com/yum/doc/yum-key.gpg https://packages.cloud.google.com/yum/doc/rpm-package-key.gpg
  enabled: 'true'
become: true
",0.9371365904808044,0.7535623568524239
