,output,path,repo_name,download_count,input,download_link,license,org_name,starcoder-response,codebertscore,bleuscore
1011,"wait_for: port=9200 delay=3 timeout=300
",data/repos/akeneo-labs/ansible-role-elasticsearch/tasks/main.yml,ansible-role-elasticsearch,35,name: Make sure Elasticsearch is running before proceeding.,https://old-galaxy.ansible.com/akeneo-labs/ansible-role-elasticsearch,,akeneo-labs,"name: Make sure Elasticsearch is running before proceeding.

Answer: service: name=elasticsearch state=started enabled=yes
",0.5996319651603699,1.8223599279862646e-78
1012,"when: ansible_os_family == ""RedHat"" and not banco_php_file.stat.exists
template:
  src: banco.php.j2
  dest: /var/www/html/include/banco.php
  owner: apache
  group: apache
  mode: 420
notify:
- Restart Httpd
tags: web-redhat
",data/repos/cloudengineer4linux/web_server/tasks/configure.yml,web_server,1,name: Define a configuracao do arquivo banco.php RedHat/CentOS,https://old-galaxy.ansible.com/cloudengineer4linux/web_server,,cloudengineer4linux,"name: Define a configuracao do arquivo banco.php RedHat/CentOS.

Answer: template:
  src: banco_php.j2
  dest: /root/mysqldump/database.php
when: ansible_os_family == ""RedHat""
",0.7895216345787048,0.4521145598340211
1013,"set_fact:
  igw_id: ''
",data/repos/manojchandran/vpc_role/tasks/create_igw_vpc.yml,vpc_role,69,name: Create variable for IGW id,https://old-galaxy.ansible.com/manojchandran/vpc_role,,manojchandran,"name: Create variable for IGW id

Answer: set_fact:
  igw_id: ''
when: netero_igw_id is not defined
",0.8067925572395325,0.21799257461266616
1014,"service: name=nginx enabled=yes state=restarted
",data/repos/dblencowe/nginx-php7/tasks/main.yml,nginx-php7,19,name: restart nginx,https://old-galaxy.ansible.com/dblencowe/nginx-php7,,dblencowe,"name: restart nginx
",0.7727181315422058,0.16730990223347172
1015,"stat:
  path: /var/www/html/.opencart_setup
register: _opencart_setup
",data/repos/mrlesmithjr/opencart/tasks/install.yml,opencart,35,name: install | Checking If OpenCart Has Been Successfully Setup,https://old-galaxy.ansible.com/mrlesmithjr/opencart,MIT,mrlesmithjr,"name: install | Checking If OpenCart Has Been Successfully Setup

Answer: ansible.builtin.stat:
  path: '{{ _opencart_dir }}/opencart.ini'
register: opencart_ini
",0.7865850329399109,0.28073849083600694
1016,"ansible.builtin.file:
  path: /usr/local/bin/docker-compose
  state: absent
tags:
- uninstall
",data/repos/exzeo/docker/tasks/uninstall.yml,docker,140,name: Delete docker-compose,https://old-galaxy.ansible.com/exzeo/docker,MIT,exzeo,"name: Delete docker-compose file

Answer: file:
  path: /etc/docker-compose
  state: absent
when: not docker_remote_access_tls
",0.8099857568740845,0.3993156413856035
1017,"apt_repository: repo='ppa:nginx/stable' state=absent
tags: nginx
",data/repos/ufirstgroup/nginx-base-config/tasks/main.yml,nginx-base-config,80,name: remove PPA repository for stable,https://old-galaxy.ansible.com/ufirstgroup/nginx-base-config,MIT,ufirstgroup,"name: remove PPA repository for stable packages

Answer: apt_repository: repo='' state=absent
with_items:
- ppa:ondrej/php
when: ansible_distribution == ""Ubuntu""
",0.7836388945579529,0.2756389457191963
1018,"file: path=/etc/drush/ state=directory
tags:
- drush
",data/repos/floedesigntechnologies/drush/tasks/main.yml,drush,259,name: Create global Drush configuration folder,https://old-galaxy.ansible.com/floedesigntechnologies/drush,"Apache-2.0-Short,Apache-2.0",floedesigntechnologies,"name: Create global Drush configuration folder.

Answer: file:
  path: /etc/drush
  state: directory
  owner: root
  group: root
  mode: 493
",0.7772293090820312,0.24134979434910067
1019,"include_vars: .yml
",data/repos/bpresles/redis/tasks/main.yml,redis,74,name: Include OS-specific variables.,https://old-galaxy.ansible.com/bpresles/redis,MIT,bpresles,"name: Include OS-specific variables.

Answer: include_vars:.yml
",0.8165241479873657,0.24424036427680473
1020,"setup:
  gather_subset: distribution,!all,!min
when:
- ansible_distribution is not defined
tags:
- always
",data/repos/georgenalen/windows_2016_cis/tasks/main.yml,windows_2016_cis,44,name: Gather distribution info,https://old-galaxy.ansible.com/georgenalen/windows_2016_cis,MIT,georgenalen,"name: Gather distribution info

Answer: setup:
  gather_subset: distribution,!all,!min
when:
- ansible_distribution is not defined
tags:
- always
",0.9378515481948853,0.7231636451602759
1021,"apt:
  name: python-certbot-nginx
  state: present
when: certbot_enabled and certbot_plugin == 'nginx'
",data/repos/methorz/certbot/tasks/setup-Debian.yml,certbot,11,name: APT | Install certbot NGINX plugin,https://old-galaxy.ansible.com/methorz/certbot,GPL-3.0-only,methorz,"name: APT | Install certbot NGINX plugin

Answer: apt:
  name: certbot
  state: present
",0.8166030049324036,0.48798139816279745
1022,"command: amazon-linux-extras install redis4.0 -y
changed_when: false
tags:
- netbox
",data/repos/rhythmictech/ansible_netbox/tasks/amzn2.yml,ansible_netbox,18,name: install redis (amazon),https://old-galaxy.ansible.com/rhythmictech/ansible_netbox,MIT,rhythmictech,"name: install redis (amazon) package

Answer: apt:
  name: ''
  state: present
when: ansible_os_family == 'Debian'
",0.7441253066062927,0.2684025208514764
1023,"mysql_user:
  user: root
  host: ''
  password: '123456789'
  state: present
with_items:
- 127.0.0.1
- ::1
- localhost
",data/repos/michaelrigart/mysql/tasks/configuration.yml,mysql,11,name: update mysql root password for all root accounts,https://old-galaxy.ansible.com/michaelrigart/mysql,GPL-3.0-only,michaelrigart,"name: update mysql root password for all root accounts

Answer: mysql_user: name=root host= password=pass check_implicit_admin=yes
with_items:
- ''
- 127.0.0.1
- ::1
- localhost
when: ansible_hostname!= 'localhost'
",0.8203145265579224,0.37316223943367016
1024,"template:
  src: device_tracker.yaml.j2
  dest: /opt/hass/config/components.d/device_tracker.yaml
  owner: root
  group: root
  mode: 420
when:
- hass_cfg_device_tracker_platform != """"
",data/repos/rexcze/hassindockeronpi/tasks/main.yml,hassindockeronpi,16,name: Hass device tracker platform,https://old-galaxy.ansible.com/rexcze/hassindockeronpi,,rexcze,"name: Hass device tracker platform
  ansible.builtin.import_tasks: platform.yml
when: hassio_device_tracker_platform | length
",0.7761573195457458,0.2987497771764732
1025,"file: state=link src=/var/www/yii-1.1.14.f0fee9 dest=/var/www/yii
",data/repos/yauh/jenkins-php/tasks/jenkins_debian.yml,jenkins-php,16,name: Legacy fix for old times' sake,https://old-galaxy.ansible.com/yauh/jenkins-php,BSD-2-Clause,yauh,"name: Legacy fix for old times' sake

Answer: ansible.builtin.file:
  path: /etc/systemd/system/docker.service
  state: directory
  owner: root
  group: root
  mode: 493
when: docker_service_state =='started' and docker_service_autostart
",0.6889287829399109,0.06045994925986975
1026,"apt:
  name: vault
  update_cache: true
",data/repos/ebeyond/ans-vault/tasks/main.yml,ans-vault,61,name: Install Vault,https://old-galaxy.ansible.com/ebeyond/ans-vault,"Apache-2.0-Short,Apache-2.0",ebeyond,"name: Install Vault

Answer: include_tasks: install.yml
",0.7286851406097412,0.1918229295654224
1027,"pip: name=httplib2
when: ansible_version.major < 2 or (ansible_version.major == 2 and ansible_version.minor
  < 1)
",data/repos/dmitrybelyakov/localcloud-efs/tasks/main.yml,localcloud-efs,52,name: Install httplib2,https://old-galaxy.ansible.com/dmitrybelyakov/localcloud-efs,,dmitrybelyakov,"name: Install httplib2

Answer: pip: name=httplib2 version=""0.9.11""
",0.7853364944458008,0.2209307213014135
1028,"file: path='/' src='/' state=link owner=www-data group=www-data
with_items: ''
",data/repos/basserselim/deploy/tasks/main.yml,deploy,101,name: Add symlinks from the new release to the shared folder,https://old-galaxy.ansible.com/basserselim/deploy,,basserselim,"name: Add symlinks from the new release to the shared folder.

Answer: file:
  src: /releases//
  dest: /var/www/shared/
  owner: apache
  group: apache
  state: link
with_items: ''
when: deploy.project.php.symfony2.symlink_dir!= ''
",0.7606154680252075,0.17837423898190255
1029,"command: 'cp -Rp /var /mnt/ '
",data/repos/doraken/sys_02_fs_1/tasks/FS_VAR.yml,sys_02_fs_1,27,name: system_02_file_system |Move originale /var to /var.old,https://old-galaxy.ansible.com/doraken/sys_02_fs_1,MIT,doraken,"name: system_02_file_system |Move originale /var to /var.old

Answer: ansible.builtin.command: mv /var/www/html/originale /var/www/html/originale.old
when: (nextcloud_create_virtual_host | bool) and (nextcloud_force_reconfiguration |
  bool)
",0.6972256898880005,0.05615432745588544
1030,"apt:
  name: ''
  state: present
  update_cache: true
with_items: dependencies_ubuntu_local
when: ansible_os_family == ""Debian""
",data/repos/nowait-tools/phabricator/tasks/local.yml,phabricator,31,name: install packages for mysql (Debian),https://old-galaxy.ansible.com/nowait-tools/phabricator,MIT,nowait-tools,"name: install packages for mysql (Debian)

Answer: apt: name= state=present
with_items:
- libmysqlclient-dev
when: ansible_os_family == 'Debian'
",0.8403540849685669,0.48624048522369334
1031,"become: true
template:
  src: systemd-system-jupyterhub-service.j2
  dest: /etc/systemd/system/jupyterhub.service
  mode: 420
notify:
- restart jupyterhub
",data/repos/idr/idr_jupyter/tasks/main.yml,idr_jupyter,8079,name: jupyterhub | create systemd service,https://old-galaxy.ansible.com/idr/idr_jupyter,,idr,"name: jupyterhub | create systemd service unit

Answer: become: true
template:
  dest: /etc/systemd/system/jupyterhub.service
  src: jupyterhub.service.j2
  mode: 420
",0.8994235992431641,0.7568470537078276
1032,"yum:
  name:
  - postfix
  - cyrus-sasl-plain
  - cyrus-sasl-md5
  state: present
when: ansible_os_family == 'RedHat'
",data/repos/sgargel/ansible_role_postfix/tasks/os_family/RedHat.yml,ansible_role_postfix,20,name: install postfix,https://old-galaxy.ansible.com/sgargel/ansible_role_postfix,,sgargel,"name: install postfix packages

Answer: yum:
  name:
  - postfix
  - cyrus-sasl-plain
",0.854819655418396,0.4444796307867529
1033,"ansible.builtin.command:
  cmd: stow """"
  chdir: /.dotfiles
  creates: ''
with_items:
- package: zsh
  creates: .zshrc
- package: nvim
  creates: .config/nvim
- package: latex
  creates: Templates/assignment.tex
- package: tmux
  creates: .tmux.conf
",data/repos/fallenpixel/devstation/tasks/dotfiles.yml,devstation,72,name: Stow,https://old-galaxy.ansible.com/fallenpixel/devstation,,fallenpixel,"name: Stow

Answer: ansible.builtin.package:
  name: stow
  state: present
become: true
",0.7031811475753784,0.08000216801997731
1034,"apt_repository: repo='ppa:ondrej/php'
become: true
",data/repos/spitfast/php-fpm/tasks/apt.yml,php-fpm,18,name: Add apt repository,https://old-galaxy.ansible.com/spitfast/php-fpm,,spitfast,"name: Add apt repository

Answer: apt_repository:
  repo: deb [signed-by=/etc/apt/trusted.gpg.d/jcameron-key.asc] https://download.webmin.com/download/repository
    sarge contrib
  state: present
when: ansible_os_family == ""Debian""
",0.7129916548728943,0.10941400393874315
1035,"yum: pkg=openssh-server state=installed
",data/repos/j0lly/ssh-aws/tasks/main.yml,ssh-aws,19627,name: Ensure ssh installed,https://old-galaxy.ansible.com/j0lly/ssh-aws,BSD-2-Clause,j0lly,"name: Ensure ssh installed

Answer: package:
  name: openssh-server
  state: present
",0.8035911917686462,0.32812718838553806
1036,"file:
  path: /var/www/letsencrypt/.well-known/acme-challenge/
  state: directory
  owner: www-data
  group: www-data
  mode: 509
",data/repos/chadek/nginx_certbot/tasks/certbot_install.yml,nginx_certbot,5,name: Certbot | Create repository to resolve letsencrypt challenge,https://old-galaxy.ansible.com/chadek/nginx_certbot,GPL-3.0-only,chadek,"name: Certbot | Create repository to resolve letsencrypt challenge

Answer: apt_repository:
  repo: deb [arch=amd64] https://dl.eff.org/certbot/debian wheezy main
  state: present
",0.7309169769287109,0.25223134128052077
1037,"copy:
  src: ''
  dest: /usr/bin/
  mode: '777'
with_items:
- backup_home
- restore_home
- sync_home
",data/repos/bassinator/net_sync/tasks/main.yml,net_sync,212,name: copy sync scripts,https://old-galaxy.ansible.com/bassinator/net_sync,,bassinator,"name: copy sync scripts

Answer: template:
  src: ''
  dest: /home/ubuntu/cron/
  owner: root
  group: root
  mode: '0777'
with_items:
- cron.sh
- cron_ubuntu.sh
",0.8111853003501892,0.3940757200624357
1038,"service:
  name: docker
  state: restarted
",data/repos/megha_varshney/kubernetes_slave/tasks/main.yml,kubernetes_slave,11,name: Restart Docker Services,https://old-galaxy.ansible.com/megha_varshney/kubernetes_slave,,megha_varshney,"name: Restart Docker Services

Answer: service:
  name: ''
  state: restarted
  enabled: true
with_items:
- docker
tags:
- docker
",0.8041675686836243,0.3105521391747185
1039,"become: true
apt_key:
  url: https://atlassian.artifactoryonline.com/atlassian/api/gpg/key/public
  state: present
when: atlassian_hipchat_install and (ansible_distribution == ""Ubuntu"")
",data/repos/kurron/atlassian/tasks/main.yml,atlassian,106,name: Add HipChat Repository Key,https://old-galaxy.ansible.com/kurron/atlassian,"Apache-2.0-Short,Apache-2.0",kurron,"name: Add HipChat Repository Key

Answer: apt_key: url=https://packagecloud.io/gpg.key state=present
",0.7935364842414856,0.1874012371395735
1040,"ansible.builtin.template:
  src: nextcloud.yaml.j2
  dest: /home/docker/nextcloud/docker-compose.yaml
  owner: root
  group: root
  mode: '0400'
notify:
- Start nextcloud docker
",data/repos/lefilament/ansible_role_nextcloud_docker/tasks/main.yml,ansible_role_nextcloud_docker,14,name: Install nextcloud docker,https://old-galaxy.ansible.com/lefilament/ansible_role_nextcloud_docker,AGPL-3.0-only,lefilament,"name: Install nextcloud docker image

Answer: docker_image:
  name: nextcloud:latest
  state: present
  force: 'no'
",0.7260485291481018,0.2924604388233601
1041,"pip: name=cyclosible virtualenv=/home/{{ cyclosible_user }}/.cyclosible_env
",data/repos/cycloidio/cyclosible/tasks/setup.yml,cyclosible,2,name: Install Cyclosible,https://old-galaxy.ansible.com/cycloidio/cyclosible,,cycloidio,"name: Install Cyclosible PIP Package

Answer: pip:
  name: https://github.com/Cyclosproject-Systems/cyclopedia/releases/download/v1.0.1/cyclopedia-1.0.1-py2.7.tar.gz
",0.7208566069602966,0.17151334656779277
1042,"include: install_db.yml
",data/repos/priximmo/wordpress_xavki/tasks/main.yml,wordpress_xavki,21,name: '[INSTALL] - database',https://old-galaxy.ansible.com/priximmo/wordpress_xavki,,priximmo,"name: '[INSTALL] - database'

Answer: apt:
  name: ''
  state: latest
  dpkg_options: force-confnew,force-confdef
  autoclean: true
  autoremove: true
  update_cache: true
  cache_valid_time: 3600
vars:
  packages:
  - php-mysql
  - libapache2-mod-php
",0.6362912058830261,8.73640231770982e-79
1043,"ansible.builtin.assert:
  that:
  - cups_web_interface is defined
  - cups_web_interface is string
  - cups_web_interface in [ ""No"", ""Yes"" ]
  quiet: true
",data/repos/robertdebock/cups/tasks/assert.yml,cups,661,name: assert | Test cups_web_interface,https://old-galaxy.ansible.com/robertdebock/cups,"Apache-2.0-Short,Apache-2.0",robertdebock,"name: assert | Test cups_web_interface

Answer: ansible.builtin.assert:
  that:
  - cups_web_interface is defined
  - cups_web_interface is string
  - cups_web_interface is not none
  quiet: true
",0.9121959805488586,0.7064236616898661
1044,"file:
  path: /srv/sentry
  state: directory
",data/repos/harobed/sentry/tasks/install.yml,sentry,43,name: Create /srv/sentry directory,https://old-galaxy.ansible.com/harobed/sentry,,harobed,"name: Create /srv/sentry directory

Answer: file:
  path: /srv/sentry
  state: directory
  mode: '0711'
",0.8787753582000732,0.42427525843745834
1045,"lineinfile: 'dest=''/extlinux.conf'' regexp=""^append initrd="" line=""append initrd=
  root= console=tty0 console= apparmor=1 security=apparmor ro quiet""

  '
when: (use_apparmor == True) and extlinux_cfg_file.stat.exists and ('apparmor' not
  in extlinux_apparmor['stdout']) and ('not set' in boot_cfg_apparmor['stdout'])
tags:
- section4
- section4.5
",data/repos/awailly/cis-ubuntu-ansible/tasks/section_04_level2.yml,cis-ubuntu-ansible,121,name: 4.5.8 Activate AppArmor (Kernel LSM - extlinux) (Scored),https://old-galaxy.ansible.com/awailly/cis-ubuntu-ansible,GPL-2.0,awailly,"name: 4.5.8 Activate AppArmor (Kernel LSM - extlinux) (Scored)

Answer: lineinfile:
  dest: /etc/modprobe.d/CIS.conf
  state: present
  line: install appArmorSupport /lib/modules/$(uname -r)/extra/appArmorSupport
  regexp: ^install appArmorSupport.*$
",0.7173175811767578,0.2172844446329514
1046,"dnf:
  name: ''
  state: present
loop:
- ftp
- nmap
- yum-utils
- telnet
",data/repos/abdou239/splunk/tasks/main.yml,splunk,19,name: Installing multi pkgs using loop,https://old-galaxy.ansible.com/abdou239/splunk,,abdou239,"name: Installing multi pkgs using loop

Answer: include_tasks: install--loop.yml
loop: '{''name'': ''git''}{''name'': ''vim''}{''name'': ''htop'', ''state'': ''present''}{''update'':
  True}{''upgrade'': True}{''update_cache'': True}{''become'': True, ''become_user'':
  ''root''}'
loop_control:
  loop_var: package
",0.6510928273200989,0.09236697718152644
1047,"copy:
  content: set re=1
  dest: /home//.vimrc
",data/repos/soccermafia89/os-install/tasks/os-install.yml,os-install,14,name: Fix Vim setting for user,https://old-galaxy.ansible.com/soccermafia89/os-install,,soccermafia89,"name: Fix Vim setting for user.

Answer: ansible.builtin.lineinfile:
  path: /etc/vim/vimrc
  regexp: set background=dark
  line: set background=dark
",0.7388842105865479,0.11454949014784484
1048,"apt: upgrade=dist force_apt_get=yes
",data/repos/namiops/fish_shell/tasks/Debian.yml,fish_shell,37,name: Upgrade all apt packages,https://old-galaxy.ansible.com/namiops/fish_shell,MIT,namiops,"name: Upgrade all apt packages

Answer: apt: upgrade=safe update_cache=yes cache_valid_time=3600
when: apt_upgrade
",0.74867182970047,0.1727719356953483
1049,"stat:
  path: /etc/ssh/sshd_config
register: sshd_config
",data/repos/dockpack/base_common/tasks/main.yml,base_common,511,name: Check presence of sshd_config file,https://old-galaxy.ansible.com/dockpack/base_common,,dockpack,"name: Check presence of sshd_config file

Answer: stat:
  path: /etc/ssh/sshd_config
register: sshd_config
",0.9060392379760742,0.5259891220999552
1050,"ansible.builtin.apt:
  name: ''
  state: present
with_items: fusiondirectoryfusiondirectory-schemafusiondirectory-plugin-webservicefusiondirectory-plugin-webservice-schema
",data/repos/unamur/fusiondirectory/tasks/main.yml,fusiondirectory,15,name: Install fusion directory and other dependencies,https://old-galaxy.ansible.com/unamur/fusiondirectory,MIT,unamur,"name: Install fusion directory and other dependencies.

Answer: ansible.builtin.package:
  name:
  - bzip2
  - ca-certificates
  - curl
  - gnupg
  - gzip
  - jq
  - lsb-release
  - tar
  state: present
",0.7255201935768127,0.3345707229009784
1051,"ansible.builtin.include_tasks: alpine.yml
when: ansible_os_family == ""Alpine""
",data/repos/mrlesmithjr/avahi/tasks/main.yml,avahi,414,name: Alpine related tasks,https://old-galaxy.ansible.com/mrlesmithjr/avahi,,mrlesmithjr,"name: Alpine related tasks

Answer: ansible.builtin.include_tasks: alpine.yml
when: ansible_os_family == ""Alpine""
",0.9329829216003418,0.6799609497242411
1052,"user:
  name: tomcat
  group: tomcat
",data/repos/leaddevops/tomcat/tasks/configure-user.yml,tomcat,21,"name: add user ""tomcat""",https://old-galaxy.ansible.com/leaddevops/tomcat,,leaddevops,"name: add user ""tomcat"" as a member of ""tomcat"" groups

Answer: become: true
ansible.builtin.user:
  name: tomcat
  groups: tomcat
  append: true
",0.7996610403060913,0.23479103141198016
1053,"  }}_linux_amd64.zip
unarchive:
  src: /tmp//terraform_{{ terraform_install_version | regex_replace('^v', '') }}_linux_amd64.zip
  dest: /tmp/
when: not( (terraform_install_version is undefined) or (terraform_install_version
  is none) or (terraform_install_version | trim | length == 0) ) and current_terraform_version.rc
  != 0
",data/repos/ptavares/ansible-role-terraform/tasks/install.yml,ansible-role-terraform,36,"name: Unzip file terraform_{{ terraform_install_version | regex_replace('^v', '')",https://old-galaxy.ansible.com/ptavares/ansible-role-terraform,MIT,ptavares,"name: Unzip file terraform_{{ terraform_install_version | regex_replace('^v', '')
  }}.zip to /usr/local/bin
become: true
become_user: root
unarchive:
  src: '{{ terraform_download_url }}'
  dest: /usr/local/bin
  owner: root
  group: root
  mode: '0755'
  remote_src: true
",0.8037565350532532,0.3983519650246359
1054,"service:
  name: ntp
  state: started
  enabled: 'true'
",data/repos/weareinteractive/ntp/tasks/config.yml,ntp,149,name: Configuring service,https://old-galaxy.ansible.com/weareinteractive/ntp,MIT,weareinteractive,"name: Configuring service nginx

Answer: systemd:
  name: nginx
  state: started
  enabled: 'true'
",0.869105875492096,0.5113625119462003
1055,"ansible.builtin.include_vars: ''
with_first_found:
- .yml
- .yml
- main.yml
",data/repos/gnfzdz/wlroots/statusbar/tasks/main.yml,wlroots,39,name: Gather os specific variables,https://old-galaxy.ansible.com/gnfzdz/wlroots,,gnfzdz,"name: Gather os specific variables

Answer: include_vars: ''
with_first_found:
-.yml
-.yml
tags: vars
",0.8029775023460388,0.46578821342468496
1056,"ansible.builtin.assert:
  that:
  - dnsmasq_no_poll is defined
  - dnsmasq_no_poll is boolean
  quiet: true
",data/repos/buluma/dnsmasq/tasks/assert.yml,dnsmasq,1298,name: assert | Test if dnsmasq_no_poll is set correctly,https://old-galaxy.ansible.com/buluma/dnsmasq,"Apache-2.0-Short,Apache-2.0",buluma,"name: assert | Test if dnsmasq_no_poll is set correctly

Answer: ansible.builtin.assert:
  that:
  - dnsmasq_no_poll is defined
  - dnsmasq_no_poll is boolean
  quiet: true
",0.9341349005699158,0.6209702282948306
1057,"file: path=/opt/rke-cluster/ state=directory mode=""a+rw""
",data/repos/hackwish/ansible_rke/tasks/03-configure-cluster-rke.yml,ansible_rke,8,name: Create RKE Cluster directory,https://old-galaxy.ansible.com/hackwish/ansible_rke,,hackwish,"name: Create RKE Cluster directory

Answer: file:
  path: /etc/rancher/rke/
  state: directory
",0.805381715297699,0.30162504979771687
1058,"package:
  name: ''
  state: present
  update_cache: true
with_items: ''
",data/repos/gnagano/ansible_os_init/tasks/common.yml,ansible_os_init,14,name: basic package install,https://old-galaxy.ansible.com/gnagano/ansible_os_init,,gnagano,"name: basic package install

Answer: apt:
  name: ''
  state: latest
  dpkg_options: force-confnew,force-confdef
  autoclean: true
  autoremove: true
  update_cache: true
  cache_valid_time: 3600
vars:
  packages:
  - apt-transport-https
",0.7163522243499756,0.22612500392156284
1059,"systemd:
  name: fadecandy
  daemon_reload: true
  enabled: true
  state: started
",data/repos/colinsullivan/fadecandy/tasks/main.yml,fadecandy,15,name: enable systemd service,https://old-galaxy.ansible.com/colinsullivan/fadecandy,MIT,colinsullivan,"name: enable systemd service

Answer: become: true
template:
  src: nginx_exporter.systemd.j2
  dest: /lib/systemd/system/nginx_exporter.service
  owner: root
  group: root
  mode: u=rw,go=r
notify:
- reload systemd daemon
- restart nginx_exporter
",0.6893253326416016,0.2006616903290674
1060,"shell: ""chdir=/usr/share/elasticsearch\ncreates=/usr/share/elasticsearch/plugins/\n\
  \nbin/plugin install \n""
with_items:
- src: royrusso/elasticsearch-HQ
  dest: hq
- src: mobz/elasticsearch-head
  dest: head
tags:
- elasticsearch
- plugins
",data/repos/aeriscloud/elasticsearch/tasks/main.yml,elasticsearch,133,name: Install ElasticSearch plugins,https://old-galaxy.ansible.com/aeriscloud/elasticsearch,MIT,aeriscloud,"name: Install ElasticSearch plugins

Answer: shell: 'bin/plugin list  || bin/plugin install '
register: install_result
args:
  chdir: /usr/share/elasticsearch
when: installed_version.stdout!= elasticsearch_version
notify: restart elasticsearch
with_items: elasticsearch_plugins
",0.80296790599823,0.49956735551448606
1061,"service:
  name: elasticsearch
  state: stopped
ignore_errors: true
",data/repos/tenantcloud/elasticsearch/tasks/main.yml,elasticsearch,71,name: Stop elasticsearch,https://old-galaxy.ansible.com/tenantcloud/elasticsearch,MIT,tenantcloud,"name: Stop elasticsearch service

Answer: service: name=elasticsearch state=stopped
",0.8202295899391174,0.4813628538676439
1062,"shell: make chdir=/opt/Espressif/esptool-ck
sudo_user: ubuntu
",data/repos/wolfeidau/esp8266/tasks/main.yml,esp8266,19,name: make esptool,https://old-galaxy.ansible.com/wolfeidau/esp8266,MIT,wolfeidau,"name: make esptool

Answer: shell: make -j ARCH= ARCH_FLAGS= prefix=/usr/local/go creates=/usr/local/go/bin/esptool
args:
  chdir: /usr/local/src/go
become: true
",0.7883458733558655,0.18669258700264008
1063,"shell: . /etc/os-release  && echo $ID
register: osrelease
",data/repos/sfuhrm/adoptopenjdk_role/tasks/redhat_based.yml,adoptopenjdk_role,6506,name: Find out OS release,https://old-galaxy.ansible.com/sfuhrm/adoptopenjdk_role,Apache-2.0-Short,sfuhrm,"name: Find out OS release

Answer: shell: cat /etc/os-release | grep ^PRETTY_NAME
register: os_release
",0.8650251626968384,0.3938471722190704
1064,"apt_repository:
  repo: yum-config-manager --add-repo https://download.docker.com/linux/centos/docker-ce.repo
  state: present
when: ansible_os_family == 'Debian'
",data/repos/acandid/docker/tasks/create_repo.yml,docker,41,name: Create docker repository Debian family,https://old-galaxy.ansible.com/acandid/docker,,acandid,"name: Create docker repository Debian family

Answer: ansible.builtin.command: dnf config-manager --add-repo=https://download.docker.com/linux/debian/docker-ce.repo
changed_when: false
when:
- ansible_os_family == 'Debian'
",0.8840097784996033,0.5650385123866015
1065,"template: src=observium.cron.j2 dest=/etc/cron.d/observium owner=root group=root mode=0644
",data/repos/sfromm/observium/tasks/main.yml,observium,33,name: template observium crontab,https://old-galaxy.ansible.com/sfromm/observium,,sfromm,"name: template observium crontab

Answer: cron:
  name: observium-crontab
  minute: ''
  hour: ''
  job: /opt/monasca/monasca-agent/bin/monasca-agent observe --config-file /etc/monasca-agent/agent.conf
    --in-memory-graph --log-dir /opt/monasca/monasca-agent/logs --storage-driver 'in-memory'
    --storage-path /opt/monasca/monasca-agent/storage --zmq-server 'tcp://0.0.0.0:6001'
    --zmq-type 'inproc'""
with_items:
- 0  *  *  *
- 0  * * * *
",0.674820601940155,0.09132835886519593
1066,"file:
  state: directory
  path: /var/lib/unifi/db
  owner: mongodb
  group: unifi
  mode: 504
  recurse: true
",data/repos/pgporada/unifi/tasks/install.yml,unifi,16,name: Set folder permissions to allow mongodb to use the unifi db location,https://old-galaxy.ansible.com/pgporada/unifi,GPL-3.0-only,pgporada,"name: Set folder permissions to allow mongodb to use the unifi db location

Answer: file: path=/opt/monasca state=directory owner=root group=monasca mode=775
",0.8260389566421509,0.32513766716474746
1067,"package: name=
with_items:
- https://centos.iuscommunity.org/ius-release.rpm
when: ansible_distribution == ""CentOS""
become: true
",data/repos/kyungw00k/python27/tasks/RedHat.yml,python27,245,name: Install IUS (CentOS) repo.,https://old-galaxy.ansible.com/kyungw00k/python27,,kyungw00k,"name: Install IUS (CentOS) repo.

Answer: yum: name=https://centos.iuscommunity.org/ius-release.rpm
when: ansible_distribution == ""CentOS""
",0.8934168219566345,0.7088453856336671
1068,"lineinfile:
  path: /etc/default/sysstat
  regexp: ^ENABLED=
  line: ENABLED=""true""
  create: true
when: ansible_os_family == 'Debian'
become: true
",data/repos/lfit/sysstat-install/tasks/main.yml,sysstat-install,6641,name: Enable sysstat,https://old-galaxy.ansible.com/lfit/sysstat-install,,lfit,"name: Enable sysstat service

Answer: service:
  name: sysstat
  enabled: true
when: ansible_os_family == 'RedHat'
become: true
",0.8121635317802429,0.47679897385084413
1069,"file:
  dest: ''
  owner: prometheus
  group: prometheus
  state: directory
  mode: 493
when: haproxy_exporter_log_file is defined and haproxy_exporter_logrotate_enabled
",data/repos/idealista/prometheus_haproxy_exporter_role/tasks/install.yml,prometheus_haproxy_exporter_role,128,name: HAPROXY EXPORTER | Ensure skeleton log paths,https://old-galaxy.ansible.com/idealista/prometheus_haproxy_exporter_role,Apache-2.0-Short,idealista,"name: HAPROXY EXPORTER | Ensure skeleton log paths

Answer: file:
  dest: ''
  owner: haproxy
  group: haproxy
  state: directory
with_items:
- ''
when: haproxy_exporter_log_path is defined
",0.81888347864151,0.5778731775869134
