,license,org_name,download_count,input,repo_name,path,output,download_link,starcoder-response,codebertscore,bleuscore
1044,,harobed,43,name: Create /srv/sentry directory,sentry,data/repos/harobed/sentry/tasks/install.yml,"file:
  path: /srv/sentry
  state: directory
",https://old-galaxy.ansible.com/harobed/sentry,"name: Create /srv/sentry directory

Answer: ansible.builtin.file:
  path: /srv/sentry
  state: directory
  owner: root
  group: root
  mode: 493
become: true
",0.8374122381210327,0.2778705208239643
1045,GPL-2.0,awailly,121,name: 4.5.8 Activate AppArmor (Kernel LSM - extlinux) (Scored),cis-ubuntu-ansible,data/repos/awailly/cis-ubuntu-ansible/tasks/section_04_level2.yml,"lineinfile: 'dest=''/extlinux.conf'' regexp=""^append initrd="" line=""append initrd=
  root= console=tty0 console= apparmor=1 security=apparmor ro quiet""

  '
when: (use_apparmor == True) and extlinux_cfg_file.stat.exists and ('apparmor' not
  in extlinux_apparmor['stdout']) and ('not set' in boot_cfg_apparmor['stdout'])
tags:
- section4
- section4.5
",https://old-galaxy.ansible.com/awailly/cis-ubuntu-ansible,"name: 4.5.8 Activate AppArmor (Kernel LSM - extlinux) (Scored)

Answer: lineinfile:
  dest: /etc/extlinux.conf
  regexp: ^APPARMOR=
  line: APPARMOR=1
tags:
- level1_host
- scored
- rule_4.5.8
",0.7521244883537292,0.17775421814097184
1046,,abdou239,19,name: Installing multi pkgs using loop,splunk,data/repos/abdou239/splunk/tasks/main.yml,"dnf:
  name: ''
  state: present
loop:
- ftp
- nmap
- yum-utils
- telnet
",https://old-galaxy.ansible.com/abdou239/splunk,"name: Installing multi pkgs using loop

Answer: package:
  name: ''
  state: present
loop: ''
when:
- multiple_install_pkgs is defined
",0.7269571423530579,0.3142050492271707
1047,,soccermafia89,14,name: Fix Vim setting for user,os-install,data/repos/soccermafia89/os-install/tasks/os-install.yml,"copy:
  content: set re=1
  dest: /home//.vimrc
",https://old-galaxy.ansible.com/soccermafia89/os-install,"name: Fix Vim setting for user-specific color schemes

Answer: become: true
lineinfile:
  dest: /etc/vimrc
  regexp: ^set background=
  line: set background=dark
",0.7358151078224182,0.15420022301129996
1048,MIT,namiops,37,name: Upgrade all apt packages,fish_shell,data/repos/namiops/fish_shell/tasks/Debian.yml,"apt: upgrade=dist force_apt_get=yes
",https://old-galaxy.ansible.com/namiops/fish_shell,"name: Upgrade all apt packages

Answer: apt:
  upgrade: dist
",0.7793508172035217,0.24755776641042715
1049,,dockpack,511,name: Check presence of sshd_config file,base_common,data/repos/dockpack/base_common/tasks/main.yml,"stat:
  path: /etc/ssh/sshd_config
register: sshd_config
",https://old-galaxy.ansible.com/dockpack/base_common,"name: Check presence of sshd_config file

Answer: ansible.builtin.stat:
  path: /etc/ssh/sshd_config
register: _sshd_config
",0.8839842677116394,0.446680503634902
1050,MIT,unamur,15,name: Install fusion directory and other dependencies,fusiondirectory,data/repos/unamur/fusiondirectory/tasks/main.yml,"ansible.builtin.apt:
  name: ''
  state: present
with_items: fusiondirectoryfusiondirectory-schemafusiondirectory-plugin-webservicefusiondirectory-plugin-webservice-schema
",https://old-galaxy.ansible.com/unamur/fusiondirectory,"name: Install fusion directory and other dependencies

Answer: become: true
apt:
  name:
  - apt-transport-https
  - gnupg2
  - software-properties-common
  state: present
register: result
until: result is success
retries: 5
delay: 5
",0.706200897693634,0.2637936081687869
1051,,mrlesmithjr,414,name: Alpine related tasks,avahi,data/repos/mrlesmithjr/avahi/tasks/main.yml,"ansible.builtin.include_tasks: alpine.yml
when: ansible_os_family == ""Alpine""
",https://old-galaxy.ansible.com/mrlesmithjr/avahi,"name: Alpine related tasks

Answer: ansible.builtin.include_tasks: alpine.yml
when: ansible_os_family == 'Alpine'
",0.9347491264343262,0.641844610594929
1052,,leaddevops,21,"name: add user ""tomcat""",tomcat,data/repos/leaddevops/tomcat/tasks/configure-user.yml,"user:
  name: tomcat
  group: tomcat
",https://old-galaxy.ansible.com/leaddevops/tomcat,"name: add user ""tomcat"" to group ""tomcat""

Answer: user:
  name: tomcat
  groups: tomcat
  append: true
",0.8562847375869751,0.3310078726811191
1053,MIT,ptavares,36,"name: Unzip file terraform_{{ terraform_install_version | regex_replace('^v', '')",ansible-role-terraform,data/repos/ptavares/ansible-role-terraform/tasks/install.yml,"  }}_linux_amd64.zip
unarchive:
  src: /tmp//terraform_{{ terraform_install_version | regex_replace('^v', '') }}_linux_amd64.zip
  dest: /tmp/
when: not( (terraform_install_version is undefined) or (terraform_install_version
  is none) or (terraform_install_version | trim | length == 0) ) and current_terraform_version.rc
  != 0
",https://old-galaxy.ansible.com/ptavares/ansible-role-terraform,"name: Unzip file terraform_{{ terraform_install_version | regex_replace('^v', '')

Answer:   }}_linux_amd64.zip
become: true
become_user: root
unarchive:
  src: /tmp/terraform_{{ terraform_install_version | regex_replace('^v', '')
    }}_linux_amd64.zip
  dest: /usr/local/bin
  remote_src: true
  mode: 493
",0.8409326076507568,0.5859291278058243
1054,MIT,weareinteractive,149,name: Configuring service,ntp,data/repos/weareinteractive/ntp/tasks/config.yml,"service:
  name: ntp
  state: started
  enabled: 'true'
",https://old-galaxy.ansible.com/weareinteractive/ntp,"name: Configuring service

Answer: systemd:
  name: haproxy
  state: started
  enabled: 'true'
  daemon_reload: true
",0.8231748342514038,0.42684042997333105
1055,,gnfzdz,39,name: Gather os specific variables,wlroots,data/repos/gnfzdz/wlroots/statusbar/tasks/main.yml,"ansible.builtin.include_vars: ''
with_first_found:
- .yml
- .yml
- main.yml
",https://old-galaxy.ansible.com/gnfzdz/wlroots,"name: Gather os specific variables

Answer: include_vars: ''
with_first_found:
- files:
  - -.yml
  - -.yml
  -.yml
  -.yml
  - defaults.yml
  paths:
  - vars
loop_control:
  loop_var: loop_vars
tags:
- configuration
- packages
",0.8034197092056274,0.2361015624888135
1056,"Apache-2.0-Short,Apache-2.0",buluma,1298,name: assert | Test if dnsmasq_no_poll is set correctly,dnsmasq,data/repos/buluma/dnsmasq/tasks/assert.yml,"ansible.builtin.assert:
  that:
  - dnsmasq_no_poll is defined
  - dnsmasq_no_poll is boolean
  quiet: true
",https://old-galaxy.ansible.com/buluma/dnsmasq,"name: assert | Test if dnsmasq_no_poll is set correctly

Answer: ansible.builtin.assert:
  that:
  - dnsmasq_no_poll is defined
  - dnsmasq_no_poll is boolean
  quiet: true
",0.9341349005699158,0.6209702282948306
1057,,hackwish,8,name: Create RKE Cluster directory,ansible_rke,data/repos/hackwish/ansible_rke/tasks/03-configure-cluster-rke.yml,"file: path=/opt/rke-cluster/ state=directory mode=""a+rw""
",https://old-galaxy.ansible.com/hackwish/ansible_rke,"name: Create RKE Cluster directory

Answer: file:
  path: /etc/rancher/rke_clusters/
  state: directory
  mode: 493
",0.8134457468986511,0.27777737051272966
1058,,gnagano,14,name: basic package install,ansible_os_init,data/repos/gnagano/ansible_os_init/tasks/common.yml,"package:
  name: ''
  state: present
  update_cache: true
with_items: ''
",https://old-galaxy.ansible.com/gnagano/ansible_os_init,"name: basic package install

Answer: yum:
  name: ''
  state: present
with_items:
- unzip
- perl-Switch
- perl-DateTime
- perl-Sys-Syslog
- perl-LWP-Protocol-https
- perl-Digest-SHA
- perl-DateTime-Format-ISO8601
- perl-Sys-Syslog
become: true
",0.6898918747901917,0.22686305598502088
1059,MIT,colinsullivan,15,name: enable systemd service,fadecandy,data/repos/colinsullivan/fadecandy/tasks/main.yml,"systemd:
  name: fadecandy
  daemon_reload: true
  enabled: true
  state: started
",https://old-galaxy.ansible.com/colinsullivan/fadecandy,"name: enable systemd service

Answer: become: true
systemd:
  daemon_reload: true
  enabled: true
  name: ''
  state: started
with_items:
- gluster_exporter.service
tags:
- gluster_exporter
",0.7964423298835754,0.3810946737057609
1060,MIT,aeriscloud,133,name: Install ElasticSearch plugins,elasticsearch,data/repos/aeriscloud/elasticsearch/tasks/main.yml,"shell: ""chdir=/usr/share/elasticsearch\ncreates=/usr/share/elasticsearch/plugins/\n\
  \nbin/plugin install \n""
with_items:
- src: royrusso/elasticsearch-HQ
  dest: hq
- src: mobz/elasticsearch-head
  dest: head
tags:
- elasticsearch
- plugins
",https://old-galaxy.ansible.com/aeriscloud/elasticsearch,"name: Install ElasticSearch plugins

Answer: shell: bin/plugin install license state=present
with_items: elasticsearch-license-pluginelasticsearch-transport-ssl
when: elasticsearch_plugins_installed.stdout == ""False""
",0.7614016532897949,0.45004260304819405
1061,MIT,tenantcloud,71,name: Stop elasticsearch,elasticsearch,data/repos/tenantcloud/elasticsearch/tasks/main.yml,"service:
  name: elasticsearch
  state: stopped
ignore_errors: true
",https://old-galaxy.ansible.com/tenantcloud/elasticsearch,"name: Stop elasticsearch

Answer: service: name=elasticsearch state=stopped
",0.8203548192977905,0.5369125971653651
1062,MIT,wolfeidau,19,name: make esptool,esp8266,data/repos/wolfeidau/esp8266/tasks/main.yml,"shell: make chdir=/opt/Espressif/esptool-ck
sudo_user: ubuntu
",https://old-galaxy.ansible.com/wolfeidau/esp8266,"name: make esptool.py executable

Answer: file:
  path: /usr/local/bin/esptool.py
  mode: 493
",0.779987633228302,0.20320932856933227
1063,Apache-2.0-Short,sfuhrm,6506,name: Find out OS release,adoptopenjdk_role,data/repos/sfuhrm/adoptopenjdk_role/tasks/redhat_based.yml,"shell: . /etc/os-release  && echo $ID
register: osrelease
",https://old-galaxy.ansible.com/sfuhrm/adoptopenjdk_role,"name: Find out OS release

Answer: command: cat /etc/issue
register: os_release
",0.8439162969589233,0.38493579126914823
1064,,acandid,41,name: Create docker repository Debian family,docker,data/repos/acandid/docker/tasks/create_repo.yml,"apt_repository:
  repo: yum-config-manager --add-repo https://download.docker.com/linux/centos/docker-ce.repo
  state: present
when: ansible_os_family == 'Debian'
",https://old-galaxy.ansible.com/acandid/docker,"name: Create docker repository Debian family

Answer: apt_repository:
  repo: deb [arch=] https://download.docker.com/linux/debian  stable
  state: present
  filename: docker
  update_cache: true
when: ansible_os_family == ""Debian""
",0.8560059666633606,0.5164976550743842
1065,,sfromm,33,name: template observium crontab,observium,data/repos/sfromm/observium/tasks/main.yml,"template: src=observium.cron.j2 dest=/etc/cron.d/observium owner=root group=root mode=0644
",https://old-galaxy.ansible.com/sfromm/observium,"name: template observium crontab

Answer: cron:
  name: template observium cron
  minute: '*/5'
  job: /usr/local/bin/template-observium-config.pl
  user: observium
",0.7504252791404724,0.21662267215645736
1066,GPL-3.0-only,pgporada,16,name: Set folder permissions to allow mongodb to use the unifi db location,unifi,data/repos/pgporada/unifi/tasks/install.yml,"file:
  state: directory
  path: /var/lib/unifi/db
  owner: mongodb
  group: unifi
  mode: 504
  recurse: true
",https://old-galaxy.ansible.com/pgporada/unifi,"name: Set folder permissions to allow mongodb to use the unifi db location

Answer: file:
  path: /var/lib/unifi
  owner: mongodb
  group: mongodb
  recurse: true
tags:
- unifi
",0.8793448209762573,0.4799509015699148
1067,,kyungw00k,245,name: Install IUS (CentOS) repo.,python27,data/repos/kyungw00k/python27/tasks/RedHat.yml,"package: name=
with_items:
- https://centos.iuscommunity.org/ius-release.rpm
when: ansible_distribution == ""CentOS""
become: true
",https://old-galaxy.ansible.com/kyungw00k/python27,"name: Install IUS (CentOS) repo.

Answer: yum:
  name: https://centos.iuscommunity.org/ius-release.rpm
  state: present
when: ansible_distribution == ""CentOS""
",0.8843847513198853,0.6192875742129471
1068,,lfit,6641,name: Enable sysstat,sysstat-install,data/repos/lfit/sysstat-install/tasks/main.yml,"lineinfile:
  path: /etc/default/sysstat
  regexp: ^ENABLED=
  line: ENABLED=""true""
  create: true
when: ansible_os_family == 'Debian'
become: true
",https://old-galaxy.ansible.com/lfit/sysstat-install,"name: Enable sysstat

Answer: ansible.builtin.systemd:
  name: '{{ _sysstat_service[ansible_os_family] | default(_sysstat_service[''default''])
    }}'
  enabled: true
",0.7749962210655212,0.32863663637556384
1069,Apache-2.0-Short,idealista,128,name: HAPROXY EXPORTER | Ensure skeleton log paths,prometheus_haproxy_exporter_role,data/repos/idealista/prometheus_haproxy_exporter_role/tasks/install.yml,"file:
  dest: ''
  owner: prometheus
  group: prometheus
  state: directory
  mode: 493
when: haproxy_exporter_log_file is defined and haproxy_exporter_logrotate_enabled
",https://old-galaxy.ansible.com/idealista/prometheus_haproxy_exporter_role,"name: HAPROXY EXPORTER | Ensure skeleton log paths

Answer: file:
  dest: ''
  owner: haproxy
  group: haproxy
  mode: 493
  state: directory
with_items:
- /var/log/haproxy
",0.7927840352058411,0.5369987424667947
1070,,mtze,462,name: Configuration present?,docker_swap_grub,data/repos/mtze/docker_swap_grub/tasks/main.yml,"debug:
  msg: ''
",https://old-galaxy.ansible.com/mtze/docker_swap_grub,"name: Configuration present?

Answer: stat:
  path: /etc/systemd/system/thanos-store.service.d/10-prometheus.conf
register: thanos_store_service_conf
when:
- thanos_store|bool
- ansible_service_mgr =='systemd'
",0.5756524801254272,0.01731858538092532
1071,MIT,exzeo,140,name: Install docker-compose,docker,data/repos/exzeo/docker/tasks/install.yml,"include_tasks: install-compose.yml
when: docker_install_compose
",https://old-galaxy.ansible.com/exzeo/docker,"name: Install docker-compose

Answer: ansible.builtin.package:
  name: docker-compose
  state: present
",0.7992637753486633,0.2926898025038076
1072,,chojayr,24,name: rbenv | add rbenv to path,racktables-propel,data/repos/chojayr/racktables-propel/tasks/rbenv.yml,"file: path=/usr/local/bin/rbenv src=/usr/local/rbenv/bin/rbenv state=link
",https://old-galaxy.ansible.com/chojayr/racktables-propel,"name: rbenv | add rbenv to path

Answer: become: true
become_user: root
lineinfile:
  dest: /home//.bashrc
  line: export PATH=""$HOME/.rbenv/bin:$PATH""
  state: present
",0.7803362011909485,0.202598998819305
1073,,jtprogru,8040,name: Set timezone,configure_timesyncd,data/repos/jtprogru/configure_timesyncd/tasks/main.yml,"ansible.builtin.timezone: name=Europe/Moscow
when: ansible_service_mgr == ""systemd""
notify: restart timesyncd
tags: timedatectl
",https://old-galaxy.ansible.com/jtprogru/configure_timesyncd,"name: Set timezone

Answer: community.general.timezone:
  name: Etc/UTC
",0.750153124332428,0.15614768038059065
1074,MIT,jhampson_dbre,58,name: Create config for NetworkManager,home_assistant_supervised,data/repos/jhampson_dbre/home_assistant_supervised/tasks/main.yml,"copy:
  src: ''
  dest: ''
  mode: '0644'
loop:
- source: NetworkManager.conf
  target: /etc/NetworkManager/NetworkManager.conf
- source: system-connection-default
  target: /etc/NetworkManager/system-connections/default
loop_control:
  loop_var: networkmanager_file
  label: ''
notify:
- restart networkmanager
",https://old-galaxy.ansible.com/jhampson_dbre/home_assistant_supervised,"name: Create config for NetworkManager

Answer: ansible.builtin.template:
  src: etc/systemd/network.conf.j2
  dest: /etc/systemd/network.conf
  owner: root
  group: root
  mode: 420
notify: Restart systemd-networkd
",0.8007798194885254,0.3463636861084641
1075,BSD-2-Clause,mauromedda,321,name: PRELIM | Check the current terraform version,ansible_role_terraform,data/repos/mauromedda/ansible_role_terraform/tasks/prelim.yml,"stat:
  path: /opt/hashicorp/terraform/0.11.0
register: terraform_current
changed_when: false
check_mode: false
tags:
- install
- purge_old
- cleanup
- terraform
",https://old-galaxy.ansible.com/mauromedda/ansible_role_terraform,"name: PRELIM | Check the current terraform version

Answer: command: terraform version
register: terraform_current_version
changed_when: false
ignore_errors: true
",0.773823618888855,0.4744708546321868
1076,,alexinthesky,1088,name: Create the server certificate,secure-docker-daemon,data/repos/alexinthesky/secure-docker-daemon/tasks/generate_server_certs.yml,"command: openssl x509 -req -days 365 -sha256 -in {{ dds_system_tmp }}/ansible_dds/server.csr
  -CA {{ dds_system_tmp }}/ansible_dds/ca.pem -CAkey {{ dds_system_tmp }}/ansible_dds/ca-key.pem
  -CAcreateserial -out {{ dds_system_tmp }}/ansible_dds/server-cert.pem -extfile {{
  dds_system_tmp }}/ansible_dds/extfile.cnf -passin file:{{ dds_temp_path }}/passphrase.txt
",https://old-galaxy.ansible.com/alexinthesky/secure-docker-daemon,"name: Create the server certificate

Answer: command: openssl req -subj ""/C=US/ST=California/L=Mountain View/O=Example Inc./CN={{
  ansible_fqdn }}"" -sha256 -new -nodes -x509 -days 365 -key /etc/pki/docker/server_key.pem
  -out /etc/pki/docker/server_cert.pem -extensions v3_ca
args:
  creates: /etc/pki/docker/server_cert.pem
notify:
- restart docker
",0.7889283895492554,0.3535792480242843
1077,,emxkd,27,name: Initializing mAaster,k8s_cluster_collection,data/repos/emxkd/k8s_cluster_collection/k8s_master/tasks/main.yml,"shell: kubeadm init --pod-network-cidr=10.240.0.0/16 --ignore-preflight-errors=NumCPU
  --ignore-preflight-errors=Mem --ignore-preflight-errors=FileContent--proc-sys-net-bridge-bridge-nf-call-iptables
ignore_errors: true
",https://old-galaxy.ansible.com/emxkd/k8s_cluster_collection,"name: Initializing mAaster node

Answer: command: /opt/monasca/bin/monasca-setup --create-admin-user --admin-user=mon-admin
  --admin-password=mon-pass --database-connection=mysql+pymysql://monasca:monasca@127.0.0.1:3306/monasca

  --database-connection-admin=mysql+pymysql://monasca:monasca@127.0.0.1:3306/monasca

  --amqp-user=monasca --amqp-password=monasca --amqp-host=127.0.0.1 --amqp-port=5672
  --amqp-vhost=/ --admin-url=http://127.0.0.1:8080 --no-input
args:
  creates: /etc/monasca
",0.7032949328422546,0.059869849742157755
1078,,dmitriy_devops_trainee,14,name: Configure docker-ce repository,docker_role,data/repos/dmitriy_devops_trainee/docker_role/tasks/main.yml,"get_url:
  url: https://download.docker.com/linux/centos/docker-ce.repo
  dest: /etc/yum.repos.d/docker-ce.repo
  mode: 420
",https://old-galaxy.ansible.com/dmitriy_devops_trainee/docker_role,"name: Configure docker-ce repository

Answer: ansible.builtin.template:
  src: docker-ce.list.j2
  dest: /etc/yum.repos.d/docker-ce.list
  mode: '0640'
notify:
- Yum update cache
",0.8086995482444763,0.3937593260392057
1079,,paultaiton,1599,name: Assert creating registration definition,azcollection,data/repos/paultaiton/azcollection/integration/targets/azure_rm_registrationdefinition/tasks/main.yml,"assert:
  that:
  - output.changed
",https://old-galaxy.ansible.com/paultaiton/azcollection,"name: Assert creating registration definition

Answer: assert:
  that:
  - output.registration_definitions[0].name == """"
",0.7618477940559387,0.22798148943095883
1080,BSD-2-Clause,andras_tim,35,name: Dashboard - Enable Dashboard dev mode (allows keeping widgets on the desktop),ansible-role-osx-defaults,data/repos/andras_tim/ansible-role-osx-defaults/tasks/dashboard.yml,"osx_defaults:
  domain: com.apple.dashboard
  key: devmode
  type: bool
  value: ''
when: Dashboard_DevMode is defined
",https://old-galaxy.ansible.com/andras_tim/ansible-role-osx-defaults,"name: Dashboard - Enable Dashboard dev mode (allows keeping widgets on the desktop)

Answer: become: true
lineinfile:
  dest: /etc/apache2/conf-available/dashboard.conf
  regexp: ^EnableDashboard dev mode
  line: EnableDashboard dev mode
  state: present
notify:
- restart apache
when: sansible_apache_enable_dashboard
",0.7143315672874451,0.17640136633597203
1081,,northerner,75,name: add chris lea repo,nodejs,data/repos/northerner/nodejs/tasks/main.yml,"apt_repository: repo='ppa:chris-lea/node.js'
",https://old-galaxy.ansible.com/northerner/nodejs,"name: add chris lea repo

Answer: apt_repository:
  repo: deb http://repo.mongodb.org/apt/ubuntu /mongodb-org/3.2 multiverse
  state: present
  update_cache: true
when: mongodb_version == ""3.2"" and ansible_distribution == 'Ubuntu'
",0.7581852078437805,0.10918491371409825
1082,,lfit,7955,"name: Install OpenJDK 17, latest",java-install,data/repos/lfit/java-install/tasks/RedHat.yml,"yum:
  name:
  - java-17-openjdk-devel
  - java-latest-openjdk-devel
  state: present
when: ansible_os_family == ""RedHat"" and ansible_distribution_major_version == ""8""
become: true
",https://old-galaxy.ansible.com/lfit/java-install,"name: Install OpenJDK 17, latest

Answer: yum:
  name:
  - java-11-openjdk
  - java-11-openjdk-devel
  - java-17-openjdk
  - java-17-openjdk-devel
  state: present
become: true
",0.8763734102249146,0.5780265124782982
1083,,net2grid,147,name: Create resolv.conf,resolver,data/repos/net2grid/resolver/tasks/main.yml,"template:
  src: resolv.conf.j2
  dest: /etc/resolv.conf
  attributes: i
",https://old-galaxy.ansible.com/net2grid/resolver,"name: Create resolv.conf

Answer: template:
  src: resolv.conf.j2
  dest: /etc/resolv.conf
  owner: root
  group: root
  mode: 420
tags:
- resolv_conf
",0.8743644952774048,0.4097286384272983
1084,,integr8,29,name: Interpolate Ansible variables,ansible-role-keycloak,data/repos/integr8/ansible-role-keycloak/tasks/main.yml,"template:
  src: docker-compose.yml.j2
  dest: /docker-compose.yml
when: inventory_hostname == groups['integr8-docker-swarm-manager'][0]
",https://old-galaxy.ansible.com/integr8/ansible-role-keycloak,"name: Interpolate Ansible variables into the configuration file

Answer: ansible.builtin.template:
  src: config.j2
  dest: /opt/splunkforwarder/etc/system/local/server.conf
  backup: true
  mode: 420
  owner: splunk
  group: splunk
notify:
- Restart Splunk Forwarder
tags: config_copy
",0.7236552238464355,0.18701485341287216
1085,MIT,jmatt,56,name: Install elasticsearch.,elasticsearch-packages,data/repos/jmatt/elasticsearch-packages/tasks/redhat.yml,"yum: name=elasticsearch state=latest
",https://old-galaxy.ansible.com/jmatt/elasticsearch-packages,"name: Install elasticsearch.

Answer: ansible.builtin.package:
  name: '{{ _elasticsearch_packages[elasticsearch_type] }}'
  state: present
",0.7565293312072754,0.1607554356619206
1086,,opstree_devops,29,name: Configuration elasticsearch,wazuh_manager,data/repos/opstree_devops/wazuh_manager/tasks/ElasticserachAndOpendistro.yml,"template:
  src: ''
  dest: ''
loop: '{''Source'': ''elasticsearch.yml.j2'', ''destination'': ''{{ EsConfigPath }}/elasticsearch.yml''}{''Source'':
  ''roles.yml.j2'', ''destination'': ''{{ ESSecurityPath }}/roles.yml''}{''Source'':
  ''roles_mapping.yml.j2'', ''destination'': ''{{ ESSecurityPath }}/roles_mapping.yml''}{''Source'':
  ''internal_users.yml.j2'', ''destination'': ''{{ ESSecurityPath }}/internal_users.yml''}'
",https://old-galaxy.ansible.com/opstree_devops/wazuh_manager,"name: Configuration elasticsearch

Answer: template:
  src: elasticsearch.yml.j2
  dest: /etc/elasticsearch/elasticsearch.yml
  owner: root
  group: elasticsearch
  mode: 420
notify: restart elasticsearch
",0.7754954695701599,0.1608451387717816
1087,MIT,benlipp,28,name: Ensure timezone is set in cli php.ini,php7,data/repos/benlipp/php7/tasks/php-cli.yml,"lineinfile: dest=/etc/php/7.0/cli/php.ini regexp='date.timezone =' line='date.timezone
  = UTC'
become: true
",https://old-galaxy.ansible.com/benlipp/php7,"name: Ensure timezone is set in cli php.ini

Answer: lineinfile:
  dest: /etc/php/7.0/fpm/php.ini
  regexp: date.timezone
  line: date.timezone = Europe/Berlin
",0.8584808111190796,0.4729357124197907
1088,,hodgiwabi,19,name: Link datomic,ansible_role_clojure_uberjar_webapp_datomic_free,data/repos/hodgiwabi/ansible_role_clojure_uberjar_webapp_datomic_free/tasks/main.yml,"file: src=""/var/lib/datomic/datomic-free-0.9.5344"" dest=""/var/lib/datomic/runtime""
  owner=""datomic"" group=""{{ datomic_user }}"" state=link
when: not datomic_link.stat.exists
notify: restart datomic
tags:
- install
",https://old-galaxy.ansible.com/hodgiwabi/ansible_role_clojure_uberjar_webapp_datomic_free,"name: Link datomic

Answer: ansible.builtin.file:
  src: /opt/datomic/datomic-free-2.9.4
  dest: /opt/datomic
  state: link
",0.827074408531189,0.25614608559720603
1089,MIT,aeriscloud,387,name: include install type vars,rvm,data/repos/aeriscloud/rvm/tasks/main.yml,"include_vars: system.yml
",https://old-galaxy.ansible.com/aeriscloud/rvm,"name: include install type vars

Answer: include_vars: ''
with_first_found:
- files:
  - -.yml
  - -.yml
  -.yml
  -.yml
  - defaults.yml
  paths:
  - vars
loop_control:
  loop_var: loop_vars
tags:
- configuration
- packages
",0.7289155125617981,0.07700868151653435
1090,GPL-3.0-only,ekultails,16,name: Building the Linux kernel RPM,ansible_role_fedora_kernel_lts,data/repos/ekultails/ansible_role_fedora_kernel_lts/tasks/main.yml,"shell: rpmbuild -bs --with baseonly --without debuginfo --target x86_64 {{ rpmbuild_dir
  }}/SOURCES/kernel.spec
args:
  creates: '{{ ansible_user_dir }}/rpmbuild/RPMS/x86_64/kernel-4.19.21-300.fc28.x86_64.rpm'
register: rpmbuild_output
",https://old-galaxy.ansible.com/ekultails/ansible_role_fedora_kernel_lts,"name: Building the Linux kernel RPM

Answer: shell:'set -o pipefail

  chdir=/kernel/linux-4.14.0

  KERNEL_CONFIG=""""

  if [ """"!= """" ]; then

    KERNEL_CONFIG+="" KERNEL_CONFIG=""""""

    KERNEL_CONFIG+=""""

    KERNEL_CONFIG+=""""

    KERNEL_CONFIG+=""""

    fi

  make mrproper

  make modules_install INSTALL_MOD_PATH=/lib/modules/BUILD/

  make INSTALL_HDR_PATH=/usr/src/kernels/BUILD modules

  make INSTALL_MOD_PATH=/lib/modules/BUILD install

  '
args:
  executable: /bin/bash
  creates: /lib/modules/BUILD
",0.688483476638794,0.12750399759467068
1091,,dracarys0511,15,name: Restarting docker,k8s_master,data/repos/dracarys0511/k8s_master/tasks/main.yml,"service:
  name: docker
  state: restarted
",https://old-galaxy.ansible.com/dracarys0511/k8s_master,"name: Restarting docker

Answer: shell:'set -o pipefail

  systemctl stop docker

  systemctl daemon-reload

  systemctl restart docker

  '
args:
  executable: /bin/bash
changed_when: false
",0.6887795329093933,0.14082587295973073
1092,,fogartyp,25,name: Get VirtualBox version.,packer-rhel-master,data/repos/fogartyp/packer-rhel-master/tasks/virtualbox.yml,"shell: cat /home/vagrant/.vbox_version
register: virtualbox_version
",https://old-galaxy.ansible.com/fogartyp/packer-rhel-master,"name: Get VirtualBox version.

Answer: shell: cat /home/vagrant/.vbox_version
changed_when: false
register: virtualbox_version
",0.9091746807098389,0.5237004104924052
1093,,coadunate,241,name: Ensure that the required packages are present,devtools,data/repos/coadunate/devtools/tasks/redhat-main.yml,"yum: name= state=present
become: true
become_user: root
with_items:
- zlib-devel
- wget
- sed
- python-devel
- ftp
- java
- mercurial
- git
",https://old-galaxy.ansible.com/coadunate/devtools,"name: Ensure that the required packages are present

Answer: package:
  name: ''
  state: present
with_items:
- python-pip
- python-dev
- libffi-dev
- libssl-dev
",0.7969325184822083,0.3815729119713633
1094,,insanity54,20,name: Add  to SSH known hosts automatically,base,data/repos/insanity54/base/tasks/main.yml,"when: checkForKnownHostsEntry.rc == 1
changed_when: checkForKnownHostsEntry.rc == 1
set_fact:
  ansible_ssh_common_args: -o StrictHostKeyChecking=no
",https://old-galaxy.ansible.com/insanity54/base,"name: Add  to SSH known hosts automatically

Answer: become: true
ansible.builtin.command:'ssh-keyscan -t rsa -H  >> ~/.ssh/known_hosts

  '
args:
  creates: /.ssh/known_hosts
",0.7396101355552673,0.20304772464275758
